osmid,y,x,highway,street_count,geometry
159468971,14.5884165,120.9893683,,1,POINT (120.9893683 14.5884165)
159468974,14.5880851,120.9848892,,3,POINT (120.9848892 14.5880851)
159474065,14.5965846,120.9775641,,3,POINT (120.9775641 14.5965846)
159474076,14.6005095,120.9755228,,4,POINT (120.9755228 14.6005095)
159474601,14.5974919,120.9792881,,3,POINT (120.9792881 14.5974919)
159474602,14.5988981,120.9783235,,4,POINT (120.9783235 14.5988981)
159474610,14.599743,120.9770646,,4,POINT (120.9770646 14.599743)
159474617,14.6006628,120.9757179,,4,POINT (120.9757179 14.6006628)
159474983,14.600728,120.9772052,,4,POINT (120.9772052 14.600728)
159474984,14.5986494,120.9765312,,4,POINT (120.9765312 14.5986494)
159475735,14.5960031,120.9760243,,3,POINT (120.9760243 14.5960031)
159475737,14.5972176,120.9753721,traffic_signals,4,POINT (120.9753721 14.5972176)
159475739,14.6032767,120.9716967,,3,POINT (120.9716967 14.6032767)
159476286,14.5998023,120.9793994,,4,POINT (120.9793994 14.5998023)
159476289,14.5979912,120.9768221,,4,POINT (120.9768221 14.5979912)
159476291,14.5976082,120.9761644,traffic_signals,4,POINT (120.9761644 14.5976082)
159476296,14.596853,120.9744766,,4,POINT (120.9744766 14.596853)
159476777,14.6036057,120.9684603,,4,POINT (120.9684603 14.6036057)
159477229,14.599333,120.9729504,,3,POINT (120.9729504 14.599333)
159478177,14.5966331,120.9705029,,3,POINT (120.9705029 14.5966331)
159478179,14.5971446,120.9704557,,3,POINT (120.9704557 14.5971446)
159478180,14.5974519,120.9702232,,4,POINT (120.9702232 14.5974519)
159478181,14.6010077,120.9675487,,3,POINT (120.9675487 14.6010077)
159478492,14.6037654,120.9711793,,3,POINT (120.9711793 14.6037654)
159478494,14.6026072,120.9695081,,4,POINT (120.9695081 14.6026072)
159478495,14.6005878,120.9670168,,4,POINT (120.9670168 14.6005878)
159478544,14.6010998,120.9660333,,3,POINT (120.9660333 14.6010998)
159478850,14.5966376,120.9693653,,3,POINT (120.9693653 14.5966376)
159480002,14.5966683,120.9699507,,3,POINT (120.9699507 14.5966683)
159480043,14.6046049,120.969346,,3,POINT (120.969346 14.6046049)
159480246,14.603274,120.9704467,,4,POINT (120.9704467 14.603274)
159480280,14.6050581,120.969759,,4,POINT (120.969759 14.6050581)
159480587,14.6035155,120.9715328,,3,POINT (120.9715328 14.6035155)
159480930,14.6031628,120.968041,,4,POINT (120.968041 14.6031628)
159481532,14.6021995,120.9690283,,4,POINT (120.9690283 14.6021995)
159481534,14.5988187,120.9721103,,4,POINT (120.9721103 14.5988187)
159481536,14.5983386,120.9725145,,3,POINT (120.9725145 14.5983386)
159481610,14.6025283,120.9674725,,5,POINT (120.9674725 14.6025283)
159482224,14.6016126,120.9683131,,4,POINT (120.9683131 14.6016126)
159482225,14.5982512,120.9713239,,3,POINT (120.9713239 14.5982512)
159482227,14.59634,120.9720288,,3,POINT (120.9720288 14.59634)
159484093,14.5992408,120.971738,,4,POINT (120.971738 14.5992408)
159484095,14.5979299,120.9698565,,4,POINT (120.9698565 14.5979299)
159484096,14.5975541,120.9693172,,4,POINT (120.9693172 14.5975541)
159484099,14.5972733,120.9689141,,4,POINT (120.9689141 14.5972733)
159489406,14.6025303,120.9807365,,3,POINT (120.9807365 14.6025303)
159490460,14.6037687,120.9770628,,4,POINT (120.9770628 14.6037687)
159490462,14.6046801,120.9744589,traffic_signals,4,POINT (120.9744589 14.6046801)
159490464,14.6059576,120.9710274,,3,POINT (120.9710274 14.6059576)
159491762,14.5988279,120.967755,,4,POINT (120.967755 14.5988279)
159491764,14.5991227,120.9681406,,4,POINT (120.9681406 14.5991227)
159491766,14.5995585,120.9686491,,4,POINT (120.9686491 14.5995585)
159491768,14.6003221,120.969538,,4,POINT (120.969538 14.6003221)
159491774,14.6014471,120.9708479,,4,POINT (120.9708479 14.6014471)
159491777,14.6019752,120.971384,,4,POINT (120.971384 14.6019752)
159492202,14.6052006,120.9695878,,4,POINT (120.9695878 14.6052006)
159492203,14.6059267,120.9686614,,4,POINT (120.9686614 14.6059267)
159492204,14.6073158,120.9671575,,3,POINT (120.9671575 14.6073158)
159492521,14.6062163,120.9654845,,4,POINT (120.9654845 14.6062163)
159492523,14.6048091,120.9626439,,4,POINT (120.9626439 14.6048091)
159492865,14.6095527,120.9622375,,3,POINT (120.9622375 14.6095527)
159493464,14.6027731,120.9627794,,4,POINT (120.9627794 14.6027731)
159494470,14.6089995,120.9691215,,3,POINT (120.9691215 14.6089995)
159494472,14.6089886,120.9675728,,4,POINT (120.9675728 14.6089886)
159494473,14.6088334,120.9666737,,4,POINT (120.9666737 14.6088334)
159494474,14.6085368,120.9648999,,4,POINT (120.9648999 14.6085368)
159494478,14.6080474,120.9623347,,4,POINT (120.9623347 14.6080474)
159494481,14.6079604,120.9612667,,3,POINT (120.9612667 14.6079604)
159495737,14.6036655,120.966323,,3,POINT (120.966323 14.6036655)
159495738,14.6086048,120.9654574,,3,POINT (120.9654574 14.6086048)
159495789,14.6028554,120.9698504,,3,POINT (120.9698504 14.6028554)
159496007,14.6040548,120.9688478,,3,POINT (120.9688478 14.6040548)
159496039,14.6042765,120.9687577,,3,POINT (120.9687577 14.6042765)
159496447,14.6054647,120.9678298,,4,POINT (120.9678298 14.6054647)
159496450,14.6068981,120.9665456,,3,POINT (120.9665456 14.6068981)
159496507,14.6061447,120.9712508,,3,POINT (120.9712508 14.6061447)
159499902,14.6173499,120.9739145,traffic_signals,4,POINT (120.9739145 14.6173499)
159499905,14.6200208,120.9743777,,4,POINT (120.9743777 14.6200208)
159499906,14.6212001,120.974582,,1,POINT (120.974582 14.6212001)
161605689,14.599692,120.9798206,,4,POINT (120.9798206 14.599692)
161606126,14.6003786,120.9771498,,3,POINT (120.9771498 14.6003786)
161606139,14.6000528,120.9802928,,3,POINT (120.9802928 14.6000528)
161606504,14.6009512,120.9798666,,3,POINT (120.9798666 14.6009512)
161606509,14.6017745,120.977335,,4,POINT (120.977335 14.6017745)
161606516,14.6012274,120.9763042,,3,POINT (120.9763042 14.6012274)
161606518,14.5995558,120.9740332,,3,POINT (120.9740332 14.5995558)
161606592,14.6040006,120.9800411,,3,POINT (120.9800411 14.6040006)
161606716,14.6041522,120.9799947,,3,POINT (120.9799947 14.6041522)
161606749,14.6042313,120.979427,,4,POINT (120.979427 14.6042313)
161607151,14.6032047,120.9790326,,4,POINT (120.9790326 14.6032047)
161607152,14.6015,120.9783669,,4,POINT (120.9783669 14.6015)
161607155,14.6005433,120.9780585,,4,POINT (120.9780585 14.6005433)
161607177,14.5967984,120.9739438,,3,POINT (120.9739438 14.5967984)
161607266,14.598611,120.9729901,,3,POINT (120.9729901 14.598611)
161607289,14.5977315,120.9715992,,3,POINT (120.9715992 14.5977315)
161608764,14.5997268,120.9670655,,4,POINT (120.9670655 14.5997268)
161608765,14.6000714,120.9674215,,4,POINT (120.9674215 14.6000714)
161608766,14.6005419,120.9679409,,4,POINT (120.9679409 14.6005419)
161608767,14.6012436,120.9686758,,4,POINT (120.9686758 14.6012436)
161608768,14.6018731,120.9693505,,4,POINT (120.9693505 14.6018731)
161608769,14.6023226,120.9698314,,3,POINT (120.9698314 14.6023226)
161609071,14.5997588,120.964486,,4,POINT (120.964486 14.5997588)
161609301,14.6037527,120.9683075,,4,POINT (120.9683075 14.6037527)
161609405,14.606363,120.9656804,,4,POINT (120.9656804 14.606363)
161609420,14.6064977,120.969918,,3,POINT (120.969918 14.6064977)
161609654,14.6046611,120.966601,,3,POINT (120.966601 14.6046611)
161609655,14.6044153,120.9661143,,3,POINT (120.9661143 14.6044153)
161610690,14.601957,120.9755956,,3,POINT (120.9755956 14.601957)
161610693,14.6039949,120.976403,,4,POINT (120.976403 14.6039949)
161610708,14.6109634,120.9802224,,4,POINT (120.9802224 14.6109634)
161611326,14.610446,120.9741267,,4,POINT (120.9741267 14.610446)
161611370,14.6059811,120.9749663,,3,POINT (120.9749663 14.6059811)
161725257,14.600885,120.9803916,,4,POINT (120.9803916 14.600885)
161726204,14.6006988,120.9799979,,3,POINT (120.9799979 14.6006988)
161726523,14.6002913,120.9806859,,3,POINT (120.9806859 14.6002913)
161727485,14.6015264,120.9797505,,3,POINT (120.9797505 14.6015264)
161728860,14.5997063,120.9828349,,3,POINT (120.9828349 14.5997063)
161728862,14.5998589,120.9822832,,4,POINT (120.9822832 14.5998589)
163694856,14.6007374,120.9867604,,3,POINT (120.9867604 14.6007374)
163694858,14.6006411,120.9846114,,3,POINT (120.9846114 14.6006411)
163694860,14.6006421,120.984445,,3,POINT (120.984445 14.6006421)
163694861,14.6006371,120.983477,,4,POINT (120.983477 14.6006371)
163694862,14.6008237,120.9827227,,4,POINT (120.9827227 14.6008237)
163696786,14.5994702,120.9888416,,3,POINT (120.9888416 14.5994702)
163700039,14.5978277,120.984885,,3,POINT (120.984885 14.5978277)
163700040,14.5979905,120.9840912,,4,POINT (120.9840912 14.5979905)
163700108,14.5973682,120.9840168,,3,POINT (120.9840168 14.5973682)
163700109,14.5965331,120.9894834,traffic_signals,4,POINT (120.9894834 14.5965331)
163700607,14.5972357,120.9847834,,4,POINT (120.9847834 14.5972357)
163710750,14.592792,120.9873416,,4,POINT (120.9873416 14.592792)
163715370,14.5893206,120.97823,,3,POINT (120.97823 14.5893206)
163715615,14.5882792,120.9782186,,3,POINT (120.9782186 14.5882792)
163715617,14.5888126,120.9776735,,4,POINT (120.9776735 14.5888126)
163715618,14.5926281,120.9742083,,3,POINT (120.9742083 14.5926281)
163715781,14.5883718,120.9771028,,4,POINT (120.9771028 14.5883718)
163715896,14.5908883,120.9777422,,3,POINT (120.9777422 14.5908883)
163715977,14.5885689,120.973819,,4,POINT (120.973819 14.5885689)
163715979,14.5896225,120.9749524,,4,POINT (120.9749524 14.5896225)
163715982,14.5905906,120.9760658,,4,POINT (120.9760658 14.5905906)
163715983,14.5911224,120.976633,,4,POINT (120.976633 14.5911224)
163715985,14.5915971,120.9771932,,4,POINT (120.9771932 14.5915971)
163723133,14.5935082,120.9775293,,4,POINT (120.9775293 14.5935082)
163723134,14.5924643,120.9763929,,4,POINT (120.9763929 14.5924643)
163723135,14.5919522,120.9758307,,4,POINT (120.9758307 14.5919522)
163723136,14.5914581,120.9752691,,4,POINT (120.9752691 14.5914581)
163723137,14.5909531,120.9747178,,4,POINT (120.9747178 14.5909531)
163723138,14.5904587,120.974178,,4,POINT (120.974178 14.5904587)
163723193,14.5910386,120.9736339,,4,POINT (120.9736339 14.5910386)
163723587,14.5916772,120.9730529,,3,POINT (120.9730529 14.5916772)
163723589,14.5915448,120.9741778,,4,POINT (120.9741778 14.5915448)
163723590,14.5920631,120.974718,,4,POINT (120.974718 14.5920631)
163723591,14.5925809,120.9752577,,4,POINT (120.9752577 14.5925809)
163723592,14.5938228,120.976589,,3,POINT (120.976589 14.5938228)
163723846,14.5921048,120.9736464,,3,POINT (120.9736464 14.5921048)
163723847,14.593116,120.9747259,,3,POINT (120.9747259 14.593116)
163724401,14.5901996,120.977442,,3,POINT (120.977442 14.5901996)
163724859,14.5896954,120.9768933,,4,POINT (120.9768933 14.5896954)
163724861,14.5892308,120.9763202,,4,POINT (120.9763202 14.5892308)
163724862,14.588788,120.9757443,,4,POINT (120.9757443 14.588788)
163724864,14.5875478,120.9747605,,3,POINT (120.9747605 14.5875478)
163725138,14.5870243,120.975258,,3,POINT (120.975258 14.5870243)
163725214,14.5878016,120.9776922,,4,POINT (120.9776922 14.5878016)
163725623,14.5888177,120.9788071,,3,POINT (120.9788071 14.5888177)
163728450,14.589927,120.9736148,,4,POINT (120.9736148 14.589927)
163728488,14.5890951,120.9744053,,3,POINT (120.9744053 14.5890951)
163732367,14.5905199,120.9730856,,3,POINT (120.9730856 14.5905199)
163732980,14.5930977,120.9757962,,3,POINT (120.9757962 14.5930977)
163734761,14.5933847,120.9744866,,3,POINT (120.9744866 14.5933847)
163735854,14.5911164,120.9725541,,4,POINT (120.9725541 14.5911164)
163741741,14.5938202,120.9689326,,3,POINT (120.9689326 14.5938202)
163742592,14.5952384,120.9673174,,3,POINT (120.9673174 14.5952384)
163742875,14.5951988,120.9673028,,4,POINT (120.9673028 14.5951988)
163743423,14.5939054,120.9634319,,3,POINT (120.9634319 14.5939054)
163748073,14.5941235,120.9676343,,4,POINT (120.9676343 14.5941235)
163748074,14.5941592,120.9680856,,3,POINT (120.9680856 14.5941592)
163748120,14.5940949,120.9672322,,3,POINT (120.9672322 14.5940949)
163748221,14.5879009,120.9716848,,3,POINT (120.9716848 14.5879009)
163748223,14.587653,120.9714366,,3,POINT (120.9714366 14.587653)
163748224,14.5868593,120.9705757,,3,POINT (120.9705757 14.5868593)
163748845,14.5903586,120.9701028,,4,POINT (120.9701028 14.5903586)
163748985,14.5843635,120.9739405,,3,POINT (120.9739405 14.5843635)
163749365,14.5888308,120.9685586,,4,POINT (120.9685586 14.5888308)
163749366,14.5840501,120.9734267,,3,POINT (120.9734267 14.5840501)
163749469,14.5884628,120.968938,,4,POINT (120.968938 14.5884628)
163749520,14.5893798,120.9707352,,3,POINT (120.9707352 14.5893798)
163749521,14.5880897,120.969319,,3,POINT (120.969319 14.5880897)
163749624,14.5888437,120.9710653,,4,POINT (120.9710653 14.5888437)
163749626,14.5876168,120.9697882,,4,POINT (120.9697882 14.5876168)
163749627,14.5868347,120.9689207,,4,POINT (120.9689207 14.5868347)
163749768,14.5884091,120.9706129,,4,POINT (120.9706129 14.5884091)
163749769,14.5888412,120.9701452,,4,POINT (120.9701452 14.5888412)
163749770,14.5892513,120.9697428,,4,POINT (120.9697428 14.5892513)
163749986,14.5876367,120.9681,,3,POINT (120.9681 14.5876367)
163750232,14.5892185,120.9681693,,3,POINT (120.9681693 14.5892185)
163750233,14.590544,120.9686632,,1,POINT (120.9686632 14.590544)
163750235,14.5907784,120.9698474,,3,POINT (120.9698474 14.5907784)
163750236,14.5900055,120.9690204,,4,POINT (120.9690204 14.5900055)
163750296,14.5912798,120.9694827,,3,POINT (120.9694827 14.5912798)
163754687,14.5988963,120.9796681,,4,POINT (120.9796681 14.5988963)
163754688,14.5994726,120.9791332,,3,POINT (120.9791332 14.5994726)
163754958,14.5991592,120.9800939,traffic_signals,4,POINT (120.9800939 14.5991592)
163755188,14.5981218,120.9788709,,4,POINT (120.9788709 14.5981218)
163755191,14.5969424,120.9773715,,4,POINT (120.9773715 14.5969424)
163755241,14.5985678,120.9785797,,3,POINT (120.9785797 14.5985678)
163755339,14.5975931,120.9770447,,4,POINT (120.9770447 14.5975931)
163755340,14.5967936,120.9756144,,3,POINT (120.9756144 14.5967936)
163756372,14.5914465,120.9784542,,3,POINT (120.9784542 14.5914465)
163756373,14.5904424,120.9772228,,3,POINT (120.9772228 14.5904424)
163760331,14.5847118,120.9863928,,3,POINT (120.9863928 14.5847118)
165744785,14.6087302,120.9822195,,4,POINT (120.9822195 14.6087302)
165744846,14.6088039,120.9812192,,4,POINT (120.9812192 14.6088039)
165744847,14.6088981,120.9802245,,3,POINT (120.9802245 14.6088981)
165744945,14.6097101,120.9822882,,4,POINT (120.9822882 14.6097101)
165745028,14.611077,120.9810606,,4,POINT (120.9810606 14.611077)
165745029,14.6110821,120.9813962,,4,POINT (120.9813962 14.6110821)
165745031,14.6110112,120.9824003,traffic_signals,4,POINT (120.9824003 14.6110112)
165745134,14.6123164,120.9801046,,4,POINT (120.9801046 14.6123164)
165745670,14.6171934,120.9724397,,3,POINT (120.9724397 14.6171934)
165745714,14.6168775,120.9738177,,3,POINT (120.9738177 14.6168775)
165745733,14.616493,120.973738,,3,POINT (120.973738 14.616493)
165745838,14.6167779,120.9723437,,4,POINT (120.9723437 14.6167779)
165745840,14.6170801,120.9710119,,3,POINT (120.9710119 14.6170801)
165745910,14.6162299,120.9722186,,3,POINT (120.9722186 14.6162299)
165745911,14.6159355,120.9736139,,3,POINT (120.9736139 14.6159355)
165745944,14.6155858,120.9735334,,3,POINT (120.9735334 14.6155858)
165746018,14.6158721,120.9721407,,3,POINT (120.9721407 14.6158721)
165746118,14.6157398,120.9710697,,3,POINT (120.9710697 14.6157398)
165746119,14.6155385,120.9720603,,4,POINT (120.9720603 14.6155385)
165746120,14.6152505,120.9734582,,3,POINT (120.9734582 14.6152505)
165746243,14.6145653,120.9733065,,3,POINT (120.9733065 14.6145653)
165746245,14.6148641,120.9719047,,4,POINT (120.9719047 14.6148641)
165746246,14.6150333,120.9710912,,3,POINT (120.9710912 14.6150333)
165746362,14.6146963,120.9710977,,3,POINT (120.9710977 14.6146963)
165746363,14.6145305,120.9718226,,4,POINT (120.9718226 14.6145305)
165746364,14.614208,120.9732215,,3,POINT (120.9732215 14.614208)
165746424,14.6138819,120.9731448,,3,POINT (120.9731448 14.6138819)
165746425,14.6141779,120.9717548,,4,POINT (120.9717548 14.6141779)
165746426,14.6143282,120.9711316,,3,POINT (120.9711316 14.6143282)
165746554,14.6139127,120.971343,,1,POINT (120.971343 14.6139127)
165746555,14.6138523,120.971678,,4,POINT (120.971678 14.6138523)
165746556,14.6135471,120.9730672,,3,POINT (120.9730672 14.6135471)
165746728,14.6132164,120.9712558,,1,POINT (120.9712558 14.6132164)
165746729,14.6131637,120.9715381,,4,POINT (120.9715381 14.6131637)
165746731,14.6128637,120.9729114,,3,POINT (120.9729114 14.6128637)
165746916,14.6125246,120.9728328,,3,POINT (120.9728328 14.6125246)
165746918,14.612791,120.9714489,,4,POINT (120.9714489 14.612791)
165747158,14.6121841,120.9727581,,3,POINT (120.9727581 14.6121841)
165747159,14.6124735,120.9713815,,3,POINT (120.9713815 14.6124735)
165747221,14.611832,120.9726827,,3,POINT (120.9726827 14.611832)
165747349,14.6115054,120.9726011,,3,POINT (120.9726011 14.6115054)
165747572,14.6108065,120.9713071,,3,POINT (120.9713071 14.6108065)
165747573,14.6110893,120.9693912,,4,POINT (120.9693912 14.6110893)
165747574,14.6118147,120.9661002,,3,POINT (120.9661002 14.6118147)
165748437,14.6149021,120.9733824,,3,POINT (120.9733824 14.6149021)
165748438,14.6152065,120.9719837,,4,POINT (120.9719837 14.6152065)
165749048,14.613213,120.9729904,,3,POINT (120.9729904 14.613213)
165749050,14.6135095,120.971606,,4,POINT (120.971606 14.6135095)
165749115,14.6092252,120.9720663,traffic_signals,4,POINT (120.9720663 14.6092252)
165752318,14.6090968,120.9771148,,3,POINT (120.9771148 14.6090968)
165752320,14.6091991,120.9758312,,3,POINT (120.9758312 14.6091991)
165752321,14.6092088,120.9756792,,3,POINT (120.9756792 14.6092088)
165752657,14.6102008,120.9760127,traffic_signals,4,POINT (120.9760127 14.6102008)
165752658,14.6102295,120.9758705,traffic_signals,4,POINT (120.9758705 14.6102295)
165753065,14.610339,120.9750072,,4,POINT (120.9750072 14.610339)
165753067,14.6093149,120.9748256,,4,POINT (120.9748256 14.6093149)
165753068,14.6082565,120.9746735,,4,POINT (120.9746735 14.6082565)
165753069,14.6063336,120.9742926,,4,POINT (120.9742926 14.6063336)
165756264,14.5965879,120.9656179,,4,POINT (120.9656179 14.5965879)
165756266,14.5966435,120.9683387,,3,POINT (120.9683387 14.5966435)
165756268,14.5979673,120.9798216,,3,POINT (120.9798216 14.5979673)
165758341,14.5921555,120.9803007,,3,POINT (120.9803007 14.5921555)
165758777,14.5942387,120.9796926,,3,POINT (120.9796926 14.5942387)
168153393,14.5914536,120.9804895,,3,POINT (120.9804895 14.5914536)
168163134,14.5861818,120.9814547,,3,POINT (120.9814547 14.5861818)
168163433,14.5859508,120.9810095,,3,POINT (120.9810095 14.5859508)
168173034,14.6036407,120.9775064,,3,POINT (120.9775064 14.6036407)
168173607,14.6018202,120.9758189,,3,POINT (120.9758189 14.6018202)
168176666,14.5987105,120.9833545,,3,POINT (120.9833545 14.5987105)
168176766,14.5988218,120.9826233,,3,POINT (120.9826233 14.5988218)
168177165,14.5988853,120.9822065,,4,POINT (120.9822065 14.5988853)
168177167,14.5997891,120.9825122,,4,POINT (120.9825122 14.5997891)
168177199,14.5989608,120.9817106,,4,POINT (120.9817106 14.5989608)
168177531,14.5989187,120.9819869,,3,POINT (120.9819869 14.5989187)
168177724,14.5980542,120.9835212,,3,POINT (120.9835212 14.5980542)
168178739,14.6005511,120.9816196,,4,POINT (120.9816196 14.6005511)
168180940,14.600383,120.9825299,,4,POINT (120.9825299 14.600383)
168180941,14.6000614,120.9834479,,3,POINT (120.9834479 14.6000614)
168181142,14.5996355,120.9834265,,4,POINT (120.9834265 14.5996355)
168181145,14.6033993,120.9836979,traffic_signals,4,POINT (120.9836979 14.6033993)
168181814,14.6006528,120.9850373,,3,POINT (120.9850373 14.6006528)
168183679,14.6036814,120.9792146,,3,POINT (120.9792146 14.6036814)
168185656,14.59896,120.971335,,3,POINT (120.971335 14.59896)
168185735,14.6007846,120.9715249,,4,POINT (120.9715249 14.6007846)
168185736,14.6002564,120.9708485,,4,POINT (120.9708485 14.6002564)
168185737,14.5996788,120.9700695,,4,POINT (120.9700695 14.5996788)
168185738,14.59898,120.9690908,,4,POINT (120.9690908 14.59898)
168185739,14.5985778,120.968562,,4,POINT (120.968562 14.5985778)
168185740,14.5982801,120.9681529,,4,POINT (120.9681529 14.5982801)
168185827,14.599998,120.9704977,,4,POINT (120.9704977 14.599998)
168185829,14.6006514,120.9699214,,4,POINT (120.9699214 14.6006514)
168186395,14.601316,120.9679139,,4,POINT (120.9679139 14.601316)
168186397,14.5999683,120.9691292,,4,POINT (120.9691292 14.5999683)
168186398,14.5993644,120.9696522,,4,POINT (120.9696522 14.5993644)
168186399,14.5983721,120.9704913,,4,POINT (120.9704913 14.5983721)
168189167,14.605311,120.9802018,,4,POINT (120.9802018 14.605311)
168189168,14.6066665,120.9804018,,4,POINT (120.9804018 14.6066665)
168189171,14.6078895,120.9805002,,4,POINT (120.9805002 14.6078895)
168189173,14.6088496,120.9805864,,4,POINT (120.9805864 14.6088496)
168189174,14.6098216,120.9806615,,3,POINT (120.9806615 14.6098216)
168189176,14.6110344,120.9807372,,4,POINT (120.9807372 14.6110344)
168189177,14.6122609,120.9808433,,3,POINT (120.9808433 14.6122609)
168190828,14.6050769,120.9776065,traffic_signals,4,POINT (120.9776065 14.6050769)
168190905,14.605903,120.9779383,,4,POINT (120.9779383 14.605903)
168191716,14.5979666,120.9839009,,3,POINT (120.9839009 14.5979666)
168191756,14.5984178,120.9821259,,3,POINT (120.9821259 14.5984178)
168194356,14.6043138,120.9898181,,4,POINT (120.9898181 14.6043138)
168194761,14.6037313,120.9891929,,3,POINT (120.9891929 14.6037313)
168195738,14.5992897,120.98941,,3,POINT (120.98941 14.5992897)
168197985,14.5916717,120.9896264,,1,POINT (120.9896264 14.5916717)
168197987,14.5922027,120.9896502,,4,POINT (120.9896502 14.5922027)
168197989,14.5926474,120.989685,,4,POINT (120.989685 14.5926474)
168199756,14.5967067,120.9947519,,3,POINT (120.9947519 14.5967067)
168200003,14.5967757,120.9947878,,3,POINT (120.9947878 14.5967757)
168206923,14.6289454,120.9680368,,3,POINT (120.9680368 14.6289454)
168207423,14.6299125,120.9672181,,3,POINT (120.9672181 14.6299125)
168207573,14.6303006,120.9681449,,4,POINT (120.9681449 14.6303006)
168207574,14.6312369,120.9677266,,4,POINT (120.9677266 14.6312369)
168207576,14.6321662,120.9672765,,4,POINT (120.9672765 14.6321662)
168207578,14.6331013,120.966846,,4,POINT (120.966846 14.6331013)
168207687,14.6308429,120.9668074,,3,POINT (120.9668074 14.6308429)
168207688,14.6317707,120.9663742,,4,POINT (120.9663742 14.6317707)
168207689,14.6326139,120.965963,,1,POINT (120.965963 14.6326139)
168207716,14.6311035,120.9674153,,3,POINT (120.9674153 14.6311035)
168208098,14.6320392,120.9669868,,4,POINT (120.9669868 14.6320392)
168208099,14.6329752,120.9665542,,4,POINT (120.9665542 14.6329752)
168208459,14.6342698,120.9666486,,1,POINT (120.9666486 14.6342698)
168208461,14.6332168,120.9671133,,4,POINT (120.9671133 14.6332168)
168208462,14.6322851,120.9675478,,4,POINT (120.9675478 14.6322851)
168208464,14.6313455,120.9679724,,4,POINT (120.9679724 14.6313455)
168208465,14.6304054,120.9683952,,3,POINT (120.9683952 14.6304054)
168208560,14.6317004,120.9687905,,4,POINT (120.9687905 14.6317004)
168208731,14.6326354,120.968347,,4,POINT (120.968347 14.6326354)
168208732,14.6335682,120.9679267,,4,POINT (120.9679267 14.6335682)
168208733,14.6341926,120.9676241,,1,POINT (120.9676241 14.6341926)
168209488,14.6343634,120.9672359,,1,POINT (120.9672359 14.6343634)
168209490,14.6334515,120.9676565,,4,POINT (120.9676565 14.6334515)
168209491,14.6325243,120.9680936,,4,POINT (120.9680936 14.6325243)
168209492,14.6315781,120.9685117,,3,POINT (120.9685117 14.6315781)
168209535,14.6309466,120.9704016,,1,POINT (120.9704016 14.6309466)
168209537,14.6321582,120.9698422,,4,POINT (120.9698422 14.6321582)
168209538,14.6330988,120.969403,,4,POINT (120.969403 14.6330988)
168209540,14.6340243,120.9689915,,4,POINT (120.9689915 14.6340243)
168209830,14.6319725,120.9705439,,1,POINT (120.9705439 14.6319725)
168209831,14.6333379,120.9699487,,3,POINT (120.9699487 14.6333379)
168209904,14.6341463,120.9692645,,3,POINT (120.9692645 14.6341463)
168209905,14.6332179,120.9696754,,4,POINT (120.9696754 14.6332179)
168209906,14.632279,120.9701091,,4,POINT (120.9701091 14.632279)
168209908,14.6311673,120.9706176,,1,POINT (120.9706176 14.6311673)
168210015,14.6310213,120.9697561,,3,POINT (120.9697561 14.6310213)
168210016,14.6311189,120.969987,,3,POINT (120.969987 14.6311189)
168210017,14.6312378,120.9702709,,3,POINT (120.9702709 14.6312378)
168210760,14.6320388,120.9695756,,4,POINT (120.9695756 14.6320388)
168210761,14.6329809,120.9691335,,4,POINT (120.9691335 14.6329809)
168210762,14.6339103,120.9687185,,4,POINT (120.9687185 14.6339103)
168210763,14.6349404,120.9682526,,1,POINT (120.9682526 14.6349404)
168210905,14.633799,120.9684607,,4,POINT (120.9684607 14.633799)
168210907,14.6328697,120.9688793,,4,POINT (120.9688793 14.6328697)
168210908,14.6319259,120.9693119,,4,POINT (120.9693119 14.6319259)
168211048,14.6318136,120.9690495,,3,POINT (120.9690495 14.6318136)
168211049,14.6327542,120.9686181,,4,POINT (120.9686181 14.6327542)
168211050,14.6336782,120.9681812,,4,POINT (120.9681812 14.6336782)
168211158,14.6341827,120.9670023,,1,POINT (120.9670023 14.6341827)
168211163,14.6284491,120.9664192,,3,POINT (120.9664192 14.6284491)
168212379,14.6293918,120.9659932,,4,POINT (120.9659932 14.6293918)
168212381,14.630313,120.9655711,,4,POINT (120.9655711 14.630313)
168212382,14.6312321,120.9651454,,3,POINT (120.9651454 14.6312321)
168212856,14.6295109,120.9636825,,3,POINT (120.9636825 14.6295109)
168212953,14.6285656,120.9641168,,4,POINT (120.9641168 14.6285656)
168212954,14.6276292,120.9645326,,4,POINT (120.9645326 14.6276292)
168212955,14.6267229,120.9649605,,3,POINT (120.9649605 14.6267229)
168213044,14.6301672,120.9678264,,3,POINT (120.9678264 14.6301672)
168214360,14.6321113,120.9640217,,4,POINT (120.9640217 14.6321113)
168214365,14.6330874,120.9649896,,3,POINT (120.9649896 14.6330874)
168214591,14.6340518,120.9627209,,3,POINT (120.9627209 14.6340518)
168214788,14.6348911,120.9640029,,4,POINT (120.9640029 14.6348911)
168215054,14.6342982,120.9658995,,3,POINT (120.9658995 14.6342982)
168215491,14.6351867,120.9622015,,3,POINT (120.9622015 14.6351867)
168215512,14.6352362,120.9644562,,4,POINT (120.9644562 14.6352362)
168216390,14.6337602,120.964799,,3,POINT (120.964799 14.6337602)
168217415,14.6341356,120.9638593,,3,POINT (120.9638593 14.6341356)
