osmid,y,x,highway,street_count,geometry
12067330,14.55965,120.987162,traffic_signals,4,POINT (120.987162 14.55965)
12067342,14.5830399,120.9755414,traffic_signals,4,POINT (120.9755414 14.5830399)
12067373,14.5834926,120.9841556,traffic_signals,4,POINT (120.9841556 14.5834926)
12067375,14.584279,120.9855995,,3,POINT (120.9855995 14.584279)
12067384,14.5895452,120.9810877,,3,POINT (120.9810877 14.5895452)
12067389,14.5944721,120.9804766,,3,POINT (120.9804766 14.5944721)
12067395,14.6045366,120.9853908,,3,POINT (120.9853908 14.6045366)
14423326,14.5963899,120.9774185,,1,POINT (120.9774185 14.5963899)
21322188,14.5703745,120.9915596,traffic_signals,5,POINT (120.9915596 14.5703745)
21322190,14.5842529,121.0026213,,3,POINT (121.0026213 14.5842529)
21458435,14.5988829,121.0146382,,3,POINT (121.0146382 14.5988829)
21458468,14.576111,120.9883507,traffic_signals,4,POINT (120.9883507 14.576111)
21458559,14.6006894,121.0133643,,3,POINT (121.0133643 14.6006894)
21590491,14.5846557,120.9744314,traffic_signals,4,POINT (120.9744314 14.5846557)
21590492,14.5850375,120.9744955,traffic_signals,3,POINT (120.9744955 14.5850375)
21590493,14.5837039,120.9728547,crossing,4,POINT (120.9728547 14.5837039)
21590494,14.5827775,120.9713079,,4,POINT (120.9713079 14.5827775)
21590497,14.5829284,120.9753411,traffic_signals,4,POINT (120.9753411 14.5829284)
21638752,14.5848182,120.9785938,traffic_signals,4,POINT (120.9785938 14.5848182)
21638759,14.5910315,120.9713265,crossing,4,POINT (120.9713265 14.5910315)
21638762,14.5937001,120.974169,,4,POINT (120.974169 14.5937001)
21638763,14.5937034,120.9749577,,4,POINT (120.9749577 14.5937034)
21638765,14.5942974,120.974956,,3,POINT (120.974956 14.5942974)
21638771,14.5946573,120.9779276,milestone,3,POINT (120.9779276 14.5946573)
21638775,14.5903742,120.9805915,,4,POINT (120.9805915 14.5903742)
21638777,14.5879223,120.97651,,4,POINT (120.97651 14.5879223)
21638778,14.5895275,120.9791,,3,POINT (120.9791 14.5895275)
21717801,14.5626614,120.9951972,traffic_signals,4,POINT (120.9951972 14.5626614)
21717828,14.5861454,120.9826563,traffic_signals,5,POINT (120.9826563 14.5861454)
21717829,14.5770886,120.9969325,traffic_signals,3,POINT (120.9969325 14.5770886)
21717831,14.5692166,121.0011637,,3,POINT (121.0011637 14.5692166)
21720759,14.5788581,120.9779703,traffic_signals,5,POINT (120.9779703 14.5788581)
21720760,14.5804812,120.9787458,traffic_signals,4,POINT (120.9787458 14.5804812)
21720761,14.5686302,120.9845431,traffic_signals,4,POINT (120.9845431 14.5686302)
21720762,14.5655143,120.9860036,,3,POINT (120.9860036 14.5655143)
21720763,14.5648854,120.9863215,traffic_signals,4,POINT (120.9863215 14.5648854)
21720764,14.5795525,120.9792276,traffic_signals,4,POINT (120.9792276 14.5795525)
21720771,14.5643482,120.9850625,traffic_signals,4,POINT (120.9850625 14.5643482)
21721221,14.5683729,120.9835399,,4,POINT (120.9835399 14.5683729)
21721222,14.5689367,120.9833039,,4,POINT (120.9833039 14.5689367)
21721223,14.5650317,120.9850151,crossing,4,POINT (120.9850151 14.5650317)
21721224,14.5645997,120.985202,,3,POINT (120.985202 14.5645997)
21721225,14.5650435,120.9862388,,3,POINT (120.9862388 14.5650435)
21721229,14.5800474,120.9801812,traffic_signals,4,POINT (120.9801812 14.5800474)
21721231,14.5735279,120.9821365,traffic_signals,4,POINT (120.9821365 14.5735279)
21721232,14.5730756,120.9810798,traffic_signals,4,POINT (120.9810798 14.5730756)
21721234,14.5723102,120.9827449,,4,POINT (120.9827449 14.5723102)
21721235,14.5726628,120.9836351,,3,POINT (120.9836351 14.5726628)
21721236,14.5738696,120.9830777,traffic_signals,4,POINT (120.9830777 14.5738696)
24857770,14.5600526,120.9888937,,3,POINT (120.9888937 14.5600526)
25004292,14.5629901,120.9959896,,3,POINT (120.9959896 14.5629901)
25004309,14.5640524,120.9982389,,4,POINT (120.9982389 14.5640524)
25004636,14.5643463,120.9943036,traffic_signals,3,POINT (120.9943036 14.5643463)
25004802,14.5655383,120.996953,traffic_signals,4,POINT (120.996953 14.5655383)
25005313,14.5659385,120.9979276,,4,POINT (120.9979276 14.5659385)
25006626,14.562618,120.9951171,traffic_signals,4,POINT (120.9951171 14.562618)
25006803,14.5636929,120.9975687,traffic_signals,3,POINT (120.9975687 14.5636929)
25007013,14.5645089,120.9991187,,4,POINT (120.9991187 14.5645089)
25007285,14.6015121,121.0023871,,3,POINT (121.0023871 14.6015121)
25008106,14.5653879,120.9979785,,4,POINT (120.9979785 14.5653879)
25008295,14.5611805,120.9937996,,3,POINT (120.9937996 14.5611805)
25008877,14.5623437,120.9947365,,3,POINT (120.9947365 14.5623437)
25008963,14.5719331,120.9993117,,4,POINT (120.9993117 14.5719331)
25250039,14.6179646,120.9710155,,3,POINT (120.9710155 14.6179646)
25250048,14.6169206,120.9761114,,3,POINT (120.9761114 14.6169206)
25250072,14.6142261,120.9751975,,3,POINT (120.9751975 14.6142261)
25250076,14.5984212,120.9805757,,3,POINT (120.9805757 14.5984212)
25250110,14.6180386,120.9708291,traffic_signals,4,POINT (120.9708291 14.6180386)
25250117,14.6138879,120.9765555,traffic_signals,4,POINT (120.9765555 14.6138879)
25353025,14.5645555,120.9852964,,1,POINT (120.9852964 14.5645555)
25353083,14.5642677,120.9850984,traffic_signals,4,POINT (120.9850984 14.5642677)
25353118,14.5702343,120.9916342,traffic_signals,4,POINT (120.9916342 14.5702343)
25353227,14.5770463,120.9970918,traffic_signals,4,POINT (120.9970918 14.5770463)
25353312,14.6030173,121.0158908,,3,POINT (121.0158908 14.6030173)
25353323,14.6023953,121.0116703,traffic_signals,3,POINT (121.0116703 14.6023953)
25353393,14.5988366,121.0146716,,3,POINT (121.0146716 14.5988366)
25353413,14.5769288,120.9970012,traffic_signals,4,POINT (120.9970012 14.5769288)
25353426,14.5975151,121.0156179,,3,POINT (121.0156179 14.5975151)
25353435,14.5976601,121.0176006,,4,POINT (121.0176006 14.5976601)
25526904,14.5612807,120.9923114,,3,POINT (120.9923114 14.5612807)
25526921,14.5623358,120.9917397,,3,POINT (120.9917397 14.5623358)
25526924,14.5662703,120.9883613,traffic_signals,4,POINT (120.9883613 14.5662703)
25526928,14.5651253,120.9868208,traffic_signals,4,POINT (120.9868208 14.5651253)
25526929,14.5650377,120.9868708,traffic_signals,4,POINT (120.9868708 14.5650377)
25526931,14.5610039,120.9889934,,3,POINT (120.9889934 14.5610039)
25526940,14.5601889,120.9894374,traffic_signals,4,POINT (120.9894374 14.5601889)
25526942,14.5650737,120.990083,,3,POINT (120.990083 14.5650737)
25526943,14.5663154,120.9882838,traffic_signals,4,POINT (120.9882838 14.5663154)
25526945,14.5610577,120.9928515,,3,POINT (120.9928515 14.5610577)
25526947,14.5609265,120.9923906,traffic_signals,3,POINT (120.9923906 14.5609265)
25526952,14.5741701,120.9838587,,4,POINT (120.9838587 14.5741701)
25629738,14.5672577,120.9891625,,3,POINT (120.9891625 14.5672577)
25629743,14.5831953,121.0019857,,3,POINT (121.0019857 14.5831953)
25629747,14.6097122,120.9928983,traffic_signals,4,POINT (120.9928983 14.6097122)
25783596,14.6285081,120.9835918,,4,POINT (120.9835918 14.6285081)
25783601,14.6140617,120.9887177,traffic_signals,5,POINT (120.9887177 14.6140617)
25783608,14.6118849,120.9863416,traffic_signals,4,POINT (120.9863416 14.6118849)
25783617,14.6226251,120.9890189,,3,POINT (120.9890189 14.6226251)
25783624,14.6226565,120.9873394,,4,POINT (120.9873394 14.6226565)
25783631,14.6171193,120.988828,,3,POINT (120.988828 14.6171193)
25783640,14.6251946,120.9873981,traffic_signals,4,POINT (120.9873981 14.6251946)
25783662,14.6161825,120.9866939,traffic_signals,5,POINT (120.9866939 14.6161825)
25783683,14.6166581,120.9883331,,3,POINT (120.9883331 14.6166581)
25783689,14.6166746,120.9872776,,3,POINT (120.9872776 14.6166746)
26017691,14.5734372,120.9832611,,3,POINT (120.9832611 14.5734372)
26017769,14.5738295,120.9830983,,3,POINT (120.9830983 14.5738295)
26017781,14.5736204,120.9823738,,3,POINT (120.9823738 14.5736204)
26030584,14.5912119,120.970856,,3,POINT (120.970856 14.5912119)
26030596,14.5905245,120.9706342,,3,POINT (120.9706342 14.5905245)
26030598,14.5907567,120.9704591,,3,POINT (120.9704591 14.5907567)
26030600,14.5909005,120.9704537,,3,POINT (120.9704537 14.5909005)
26030603,14.5906846,120.9711787,,3,POINT (120.9711787 14.5906846)
26030605,14.5903285,120.9710372,crossing,4,POINT (120.9710372 14.5903285)
26032596,14.5626785,120.9853914,,1,POINT (120.9853914 14.5626785)
26032618,14.5871058,120.9667941,,3,POINT (120.9667941 14.5871058)
26032625,14.6025565,120.9617098,traffic_signals,4,POINT (120.9617098 14.6025565)
26032634,14.5946071,120.9681324,,3,POINT (120.9681324 14.5946071)
26032650,14.6026493,120.9608948,,3,POINT (120.9608948 14.6026493)
26032665,14.6012402,120.9621521,,3,POINT (120.9621521 14.6012402)
26032680,14.5918031,120.9700972,,4,POINT (120.9700972 14.5918031)
26032686,14.5913794,120.9705964,crossing,4,POINT (120.9705964 14.5913794)
26032689,14.5932876,120.9690911,,4,POINT (120.9690911 14.5932876)
26032711,14.5999418,120.9641892,,3,POINT (120.9641892 14.5999418)
26032715,14.600835,120.9623162,motorway_junction,3,POINT (120.9623162 14.600835)
26032719,14.6009672,120.9624278,,3,POINT (120.9624278 14.6009672)
26032724,14.6026704,120.9616866,traffic_signals,4,POINT (120.9616866 14.6026704)
26032727,14.6024405,120.9609251,,4,POINT (120.9609251 14.6024405)
26032756,14.5852763,120.9793733,traffic_signals,4,POINT (120.9793733 14.5852763)
26032758,14.5859479,120.9801317,traffic_signals,3,POINT (120.9801317 14.5859479)
26032762,14.5794261,120.9773912,,3,POINT (120.9773912 14.5794261)
26032763,14.577832,120.9800585,,4,POINT (120.9800585 14.577832)
26032767,14.576921,120.9804963,traffic_signals,4,POINT (120.9804963 14.576921)
26032770,14.5756645,120.9810873,,4,POINT (120.9810873 14.5756645)
26032773,14.5747399,120.9815176,,4,POINT (120.9815176 14.5747399)
26032774,14.5739305,120.981939,,3,POINT (120.981939 14.5739305)
26032777,14.5730182,120.9809511,traffic_signals,3,POINT (120.9809511 14.5730182)
26032782,14.5712354,120.9832739,,3,POINT (120.9832739 14.5712354)
26032783,14.5688375,120.9830844,,3,POINT (120.9830844 14.5688375)
26032784,14.5693518,120.9841753,traffic_signals,4,POINT (120.9841753 14.5693518)
26032792,14.5626321,120.9858219,,3,POINT (120.9858219 14.5626321)
26082595,14.5899573,121.0010992,,3,POINT (121.0010992 14.5899573)
26082631,14.5824451,120.9847365,traffic_signals,4,POINT (120.9847365 14.5824451)
26082709,14.5928347,121.001531,traffic_signals,4,POINT (121.001531 14.5928347)
26498316,14.5924683,120.9871671,traffic_signals,4,POINT (120.9871671 14.5924683)
26498318,14.5903152,120.9859024,,3,POINT (120.9859024 14.5903152)
26498322,14.5860409,120.9825608,traffic_signals,4,POINT (120.9825608 14.5860409)
26498327,14.592505,120.9915237,,3,POINT (120.9915237 14.592505)
26498330,14.592879,120.9926161,,3,POINT (120.9926161 14.592879)
26498334,14.5965396,120.9912351,,3,POINT (120.9912351 14.5965396)
26498341,14.5943769,120.9935581,,3,POINT (120.9935581 14.5943769)
26498342,14.594224,120.9934872,,3,POINT (120.9934872 14.594224)
26498343,14.5937898,120.9932734,,3,POINT (120.9932734 14.5937898)
26498406,14.5835735,120.983952,traffic_signals,5,POINT (120.983952 14.5835735)
26498410,14.5810347,120.9797376,,4,POINT (120.9797376 14.5810347)
26498411,14.5819033,120.9812515,traffic_signals,4,POINT (120.9812515 14.5819033)
26580571,14.6152786,120.9990234,,3,POINT (120.9990234 14.6152786)
26580574,14.6156703,120.9989393,,3,POINT (120.9989393 14.6156703)
26580582,14.6146737,121.0006741,,3,POINT (121.0006741 14.6146737)
26580590,14.6123695,121.0007073,,3,POINT (121.0007073 14.6123695)
26580591,14.6117608,120.9995731,,4,POINT (120.9995731 14.6117608)
26580592,14.6110375,120.9987854,,4,POINT (120.9987854 14.6110375)
26580593,14.608676,121.0005506,,4,POINT (121.0005506 14.608676)
26580594,14.6074497,120.9991753,,4,POINT (120.9991753 14.6074497)
26580615,14.6092492,120.9933317,,3,POINT (120.9933317 14.6092492)
26580616,14.6100935,120.9933229,,3,POINT (120.9933229 14.6100935)
26647631,14.5872126,120.9820786,,3,POINT (120.9820786 14.5872126)
26647639,14.5933599,120.9816607,,3,POINT (120.9816607 14.5933599)
26793860,14.6183683,120.9847924,,4,POINT (120.9847924 14.6183683)
26793864,14.6170374,120.984734,traffic_signals,4,POINT (120.984734 14.6170374)
26793866,14.6165614,120.9792973,,3,POINT (120.9792973 14.6165614)
27499436,14.5819811,120.981098,traffic_signals,4,POINT (120.981098 14.5819811)
27499437,14.5820333,120.981197,traffic_signals,4,POINT (120.981197 14.5820333)
27499448,14.6123832,121.003823,,3,POINT (121.003823 14.6123832)
27499451,14.6120406,121.0046585,,3,POINT (121.0046585 14.6120406)
27499457,14.6106947,121.0069968,,3,POINT (121.0069968 14.6106947)
27499462,14.6108887,121.0050248,,4,POINT (121.0050248 14.6108887)
27499469,14.6104898,121.0036294,,3,POINT (121.0036294 14.6104898)
29025356,14.5619551,120.9990496,,4,POINT (120.9990496 14.5619551)
29025621,14.5659168,121.002987,traffic_signals,4,POINT (121.002987 14.5659168)
29487747,14.6001458,120.9804429,,3,POINT (120.9804429 14.6001458)
29487748,14.6005614,120.9815285,,3,POINT (120.9815285 14.6005614)
29487749,14.6009408,120.9815898,,4,POINT (120.9815898 14.6009408)
29487750,14.6013291,120.9802172,,3,POINT (120.9802172 14.6013291)
29487752,14.6003579,120.9908797,traffic_signals,5,POINT (120.9908797 14.6003579)
29487753,14.5991122,120.9902344,,4,POINT (120.9902344 14.5991122)
29487757,14.5983071,120.9930633,,4,POINT (120.9930633 14.5983071)
29487759,14.5994557,120.998021,,4,POINT (120.998021 14.5994557)
29487849,14.6052107,121.0002943,traffic_signals,4,POINT (121.0002943 14.6052107)
29487850,14.6065803,121.0025526,,3,POINT (121.0025526 14.6065803)
29487851,14.6101138,120.9956093,traffic_signals,4,POINT (120.9956093 14.6101138)
29487852,14.6115763,121.0033305,,4,POINT (121.0033305 14.6115763)
29487853,14.6107255,121.0003645,,3,POINT (121.0003645 14.6107255)
29487854,14.6127903,120.9985519,,4,POINT (120.9985519 14.6127903)
29487855,14.6085962,120.9939365,traffic_signals,4,POINT (120.9939365 14.6085962)
29487856,14.6099671,120.9998004,,4,POINT (120.9998004 14.6099671)
29487857,14.6069446,120.9986459,,3,POINT (120.9986459 14.6069446)
29487858,14.6044394,120.9990092,,4,POINT (120.9990092 14.6044394)
29487859,14.6056237,121.000923,traffic_signals,4,POINT (121.000923 14.6056237)
29487861,14.6087476,121.0037305,,3,POINT (121.0037305 14.6087476)
29487862,14.6103643,121.0045421,,3,POINT (121.0045421 14.6103643)
29487863,14.6116415,121.0057622,,3,POINT (121.0057622 14.6116415)
29487867,14.6059799,121.0119409,,4,POINT (121.0119409 14.6059799)
29487869,14.606906,121.0127148,,3,POINT (121.0127148 14.606906)
29663297,14.6091758,121.0010835,,4,POINT (121.0010835 14.6091758)
29663298,14.6120911,120.9977685,,4,POINT (120.9977685 14.6120911)
29663299,14.6131684,120.9967294,,3,POINT (120.9967294 14.6131684)
29663301,14.6111403,121.0018342,,4,POINT (121.0018342 14.6111403)
29663302,14.6102123,121.0000638,,4,POINT (121.0000638 14.6102123)
29663303,14.6030556,120.995976,,3,POINT (120.995976 14.6030556)
29663304,14.6048987,120.9942098,,4,POINT (120.9942098 14.6048987)
29663305,14.6039899,120.9931086,,3,POINT (120.9931086 14.6039899)
29663307,14.6015874,120.9926758,traffic_signals,4,POINT (120.9926758 14.6015874)
29670472,14.6154583,120.9990479,traffic_signals,4,POINT (120.9990479 14.6154583)
29670473,14.6097946,120.9928186,traffic_signals,4,POINT (120.9928186 14.6097946)
30917446,14.6108706,120.9917903,,3,POINT (120.9917903 14.6108706)
30917448,14.5678038,121.0019153,milestone,3,POINT (121.0019153 14.5678038)
30917455,14.6123714,120.9934303,traffic_signals,4,POINT (120.9934303 14.6123714)
30917458,14.6113148,120.9944462,traffic_signals,4,POINT (120.9944462 14.6113148)
31460422,14.596515,120.955844,,3,POINT (120.955844 14.596515)
31460428,14.5986621,120.963518,,3,POINT (120.963518 14.5986621)
31460429,14.5998915,120.9647801,,5,POINT (120.9647801 14.5998915)
31460440,14.6056841,120.9703319,,4,POINT (120.9703319 14.6056841)
31460444,14.6064959,120.973496,,3,POINT (120.973496 14.6064959)
31460561,14.5958968,120.9501475,,4,POINT (120.9501475 14.5958968)
31460565,14.5966153,120.9558195,,4,POINT (120.9558195 14.5966153)
31461005,14.6186525,120.9657635,,4,POINT (120.9657635 14.6186525)
31461006,14.6180917,120.9677687,,4,POINT (120.9677687 14.6180917)
31461007,14.617737,120.9690819,,4,POINT (120.9690819 14.617737)
31461278,14.6324308,120.951371,,3,POINT (120.951371 14.6324308)
31461284,14.634134,120.9532385,,3,POINT (120.9532385 14.634134)
31461465,14.627107,120.9658984,,4,POINT (120.9658984 14.627107)
31461468,14.6258376,120.9666205,,4,POINT (120.9666205 14.6258376)
31461469,14.6253667,120.9669432,,3,POINT (120.9669432 14.6253667)
31461470,14.6249111,120.9672627,,3,POINT (120.9672627 14.6249111)
31461472,14.6242168,120.967876,,3,POINT (120.967876 14.6242168)
31461477,14.6220562,120.9722329,traffic_signals,3,POINT (120.9722329 14.6220562)
31461802,14.6131365,120.9826318,traffic_signals,4,POINT (120.9826318 14.6131365)
31461808,14.6218478,120.9829095,traffic_signals,4,POINT (120.9829095 14.6218478)
31461810,14.6242502,120.9829789,traffic_signals,4,POINT (120.9829789 14.6242502)
31461814,14.627985,120.983082,traffic_signals,4,POINT (120.983082 14.627985)
31461817,14.6290326,120.9829149,traffic_signals,4,POINT (120.9829149 14.6290326)
31461819,14.629296,120.982798,,3,POINT (120.982798 14.629296)
31461823,14.6310726,120.9810972,,3,POINT (120.9810972 14.6310726)
31462174,14.625394,120.9601709,,3,POINT (120.9601709 14.625394)
31462186,14.6094476,120.9611478,traffic_signals,4,POINT (120.9611478 14.6094476)
31462188,14.6046858,120.9615511,,3,POINT (120.9615511 14.6046858)
32547380,14.5748903,121.0103642,,3,POINT (121.0103642 14.5748903)
32547381,14.5755399,121.0096541,,3,POINT (121.0096541 14.5755399)
32547383,14.5758885,121.0092684,,3,POINT (121.0092684 14.5758885)
32547384,14.5763556,121.0087656,,4,POINT (121.0087656 14.5763556)
32547386,14.5782145,121.0067318,,3,POINT (121.0067318 14.5782145)
32547387,14.5788407,121.0060505,,3,POINT (121.0060505 14.5788407)
32548091,14.5658989,120.9999475,,4,POINT (120.9999475 14.5658989)
32548092,14.5651233,121.0003345,,4,POINT (121.0003345 14.5651233)
32548101,14.5667093,120.9995615,,4,POINT (120.9995615 14.5667093)
32548103,14.565758,121.00156,,4,POINT (121.00156 14.565758)
32548105,14.56625,121.0024988,,3,POINT (121.0024988 14.56625)
32548131,14.5672927,121.0008183,,4,POINT (121.0008183 14.5672927)
32548138,14.5702977,120.9993421,,4,POINT (120.9993421 14.5702977)
32548139,14.5687097,121.0001204,,4,POINT (121.0001204 14.5687097)
32548282,14.565609,120.9878086,,3,POINT (120.9878086 14.565609)
32548283,14.565671,120.9877494,,4,POINT (120.9877494 14.565671)
32548284,14.5698613,120.9854374,,3,POINT (120.9854374 14.5698613)
32614798,14.5696556,120.9911242,,3,POINT (120.9911242 14.5696556)
32614801,14.5648876,120.9913111,,3,POINT (120.9913111 14.5648876)
32614804,14.5649118,120.9906793,,3,POINT (120.9906793 14.5649118)
32614908,14.5709703,120.9921914,traffic_signals,4,POINT (120.9921914 14.5709703)
32614909,14.5704439,120.9924616,,4,POINT (120.9924616 14.5704439)
32614910,14.5647487,120.9951649,,4,POINT (120.9951649 14.5647487)
33442978,14.5622737,120.991609,,4,POINT (120.991609 14.5622737)
33442979,14.5609078,120.9923108,traffic_signals,3,POINT (120.9923108 14.5609078)
33443011,14.5605278,120.99076,,3,POINT (120.99076 14.5605278)
33443057,14.5607447,120.9907425,,3,POINT (120.9907425 14.5607447)
33443062,14.5609196,120.9913947,,3,POINT (120.9913947 14.5609196)
33443064,14.5607195,120.9914896,,3,POINT (120.9914896 14.5607195)
33443923,14.595295,120.9801145,,3,POINT (120.9801145 14.595295)
33444448,14.5946747,120.9780913,,3,POINT (120.9780913 14.5946747)
33444788,14.5847958,120.9788557,traffic_signals,4,POINT (120.9788557 14.5847958)
33444792,14.5858627,120.9802813,traffic_signals,4,POINT (120.9802813 14.5858627)
33444796,14.5891389,120.9812128,,3,POINT (120.9812128 14.5891389)
33445248,14.5947841,120.9782361,,3,POINT (120.9782361 14.5947841)
33445249,14.5948673,120.9779314,,3,POINT (120.9779314 14.5948673)
33445321,14.5952184,120.9800958,,3,POINT (120.9800958 14.5952184)
33445498,14.5945749,120.9741391,,4,POINT (120.9741391 14.5945749)
33452917,14.5995386,120.9842197,,3,POINT (120.9842197 14.5995386)
33452943,14.6069825,120.9858722,,3,POINT (120.9858722 14.6069825)
33453028,14.6015699,120.9930036,,3,POINT (120.9930036 14.6015699)
33453037,14.6003743,120.9910347,traffic_signals,4,POINT (120.9910347 14.6003743)
33625580,14.6048378,120.9856424,,3,POINT (120.9856424 14.6048378)
33625606,14.6045714,120.9852875,traffic_signals,3,POINT (120.9852875 14.6045714)
33955811,14.5713742,120.9949119,,4,POINT (120.9949119 14.5713742)
33955814,14.5725936,120.9993575,traffic_signals,4,POINT (120.9993575 14.5725936)
33955830,14.5689498,120.9867971,traffic_signals,4,POINT (120.9867971 14.5689498)
33955831,14.5702961,120.9914914,traffic_signals,5,POINT (120.9914914 14.5702961)
33955833,14.569926,120.989016,,3,POINT (120.989016 14.569926)
33956001,14.5741882,120.9936787,,3,POINT (120.9936787 14.5741882)
33956002,14.5735402,120.9924275,,4,POINT (120.9924275 14.5735402)
33956003,14.572455,120.9903996,traffic_signals,4,POINT (120.9903996 14.572455)
33956004,14.5712875,120.9882182,,4,POINT (120.9882182 14.5712875)
33956005,14.5705409,120.9868222,,3,POINT (120.9868222 14.5705409)
33956008,14.5758418,120.9941826,,4,POINT (120.9941826 14.5758418)
33956009,14.5755637,120.9930729,,4,POINT (120.9930729 14.5755637)
33956010,14.574854,120.9916962,,4,POINT (120.9916962 14.574854)
33956011,14.5737742,120.9896565,traffic_signals,4,POINT (120.9896565 14.5737742)
33956012,14.5725928,120.9874701,,4,POINT (120.9874701 14.5725928)
33956013,14.5714885,120.9853833,,3,POINT (120.9853833 14.5714885)
33956025,14.5724463,120.9848183,,4,POINT (120.9848183 14.5724463)
33956026,14.574766,120.9891113,traffic_signals,4,POINT (120.9891113 14.574766)
33956027,14.5761913,120.991777,,4,POINT (120.991777 14.5761913)
33956034,14.5735731,120.9869234,,4,POINT (120.9869234 14.5735731)
33956045,14.5747972,120.9853059,,4,POINT (120.9853059 14.5747972)
33956046,14.5731702,120.9861893,,4,POINT (120.9861893 14.5731702)
33956048,14.5708852,120.9874858,,4,POINT (120.9874858 14.5708852)
33956049,14.5695556,120.9882141,,3,POINT (120.9882141 14.5695556)
33956092,14.5706873,120.9866339,,3,POINT (120.9866339 14.5706873)
33956095,14.5701102,120.986148,,4,POINT (120.986148 14.5701102)
33956099,14.5702814,120.9868645,,3,POINT (120.9868645 14.5702814)
33956125,14.5696515,120.9848938,,4,POINT (120.9848938 14.5696515)
33956156,14.5787309,120.9952265,,4,POINT (120.9952265 14.5787309)
33956158,14.5788406,120.9966132,,4,POINT (120.9966132 14.5788406)
33956163,14.5754754,120.9868625,,3,POINT (120.9868625 14.5754754)
33956168,14.572983,120.9881936,,4,POINT (120.9881936 14.572983)
33956169,14.5716809,120.9889386,,4,POINT (120.9889386 14.5716809)
33956170,14.5700591,120.9898742,,3,POINT (120.9898742 14.5700591)
33956172,14.5701798,120.9907182,,3,POINT (120.9907182 14.5701798)
33956175,14.5720454,120.989626,,4,POINT (120.989626 14.5720454)
33956176,14.5733536,120.988892,,4,POINT (120.988892 14.5733536)
33956177,14.5743615,120.9883192,,4,POINT (120.9883192 14.5743615)
33956181,14.5678491,120.9895257,traffic_signals,4,POINT (120.9895257 14.5678491)
33956182,14.5697424,120.9886098,,3,POINT (120.9886098 14.5697424)
33956189,14.5677548,120.9895781,traffic_signals,4,POINT (120.9895781 14.5677548)
33956370,14.5708296,120.982419,,4,POINT (120.982419 14.5708296)
33956371,14.5719172,120.9819026,,4,POINT (120.9819026 14.5719172)
33956658,14.5773093,120.987662,,3,POINT (120.987662 14.5773093)
33956660,14.5800142,120.9925979,,3,POINT (120.9925979 14.5800142)
33956661,14.5711023,120.9921237,traffic_signals,4,POINT (120.9921237 14.5711023)
33956662,14.5751609,120.9898265,,4,POINT (120.9898265 14.5751609)
33956663,14.5741678,120.9903985,,4,POINT (120.9903985 14.5741678)
33956664,14.5728466,120.9911301,,4,POINT (120.9911301 14.5728466)
33956668,14.5776992,120.9883943,,4,POINT (120.9883943 14.5776992)
33956676,14.5803361,120.9869814,,3,POINT (120.9869814 14.5803361)
33956682,14.5806259,120.9875993,,3,POINT (120.9875993 14.5806259)
33956684,14.5780496,120.9890462,,4,POINT (120.9890462 14.5780496)
33956685,14.5767273,120.9898007,,4,POINT (120.9898007 14.5767273)
33956692,14.5755019,120.9904826,,4,POINT (120.9904826 14.5755019)
33956693,14.5745082,120.991038,,4,POINT (120.991038 14.5745082)
33956694,14.5731977,120.9917685,,4,POINT (120.9917685 14.5731977)
33956695,14.571694,120.9926119,,3,POINT (120.9926119 14.571694)
33956697,14.5723136,120.9931132,traffic_signals,4,POINT (120.9931132 14.5723136)
33956701,14.5758607,120.991147,,4,POINT (120.991147 14.5758607)
33956702,14.5770144,120.9904818,traffic_signals,4,POINT (120.9904818 14.5770144)
33956703,14.5783896,120.989682,,4,POINT (120.989682 14.5783896)
33956704,14.5806034,120.9884458,,4,POINT (120.9884458 14.5806034)
33956708,14.5726306,120.9933861,,3,POINT (120.9933861 14.5726306)
33956709,14.5737198,120.9927703,,4,POINT (120.9927703 14.5737198)
33956710,14.5750335,120.9920201,,4,POINT (120.9920201 14.5750335)
33956711,14.57602,120.9914508,,3,POINT (120.9914508 14.57602)
33956715,14.5787434,120.9903596,,4,POINT (120.9903596 14.5787434)
33956717,14.5752045,120.9923649,,4,POINT (120.9923649 14.5752045)
33956722,14.5738846,120.9930866,,4,POINT (120.9930866 14.5738846)
33956723,14.5729379,120.9936287,,3,POINT (120.9936287 14.5729379)
33956724,14.573446,120.9940413,traffic_signals,4,POINT (120.9940413 14.573446)
33957027,14.5808444,120.9880851,,5,POINT (120.9880851 14.5808444)
33957031,14.5786942,120.9868633,,3,POINT (120.9868633 14.5786942)
33957032,14.5791174,120.9876506,,4,POINT (120.9876506 14.5791174)
33957033,14.5794524,120.9882569,,4,POINT (120.9882569 14.5794524)
33957034,14.5797835,120.9889092,,4,POINT (120.9889092 14.5797835)
33957035,14.5800182,120.9895785,,4,POINT (120.9895785 14.5800182)
33957036,14.5800941,120.9898169,,4,POINT (120.9898169 14.5800941)
33957037,14.5804296,120.9906798,,4,POINT (120.9906798 14.5804296)
33957038,14.5808897,120.9919834,,4,POINT (120.9919834 14.5808897)
33957058,14.5799481,120.9861486,traffic_signals,4,POINT (120.9861486 14.5799481)
33957088,14.5815495,120.989525,,3,POINT (120.989525 14.5815495)
33957090,14.5821026,120.9889824,,3,POINT (120.9889824 14.5821026)
33957092,14.5836568,120.9881962,traffic_signals,4,POINT (120.9881962 14.5836568)
