,0,1
0,355236256,0.019201031357614508
1,355236301,0.03031733016758664
2,355236309,0.06519013778811192
3,355236468,0.05392700731521449
4,355236473,0.05392701706693548
5,534670803,0.09780811347477009
6,534670814,0.05880660271865109
7,534670829,0.031239062835428728
8,534670834,0.04442033732334099
9,534691740,0.02273861442204251
10,534691807,0.0029558734040162774
11,534691840,0.0013285939709282864
12,534691841,0.001016412126920365
13,534691843,0.002822791667684909
14,534691846,0.012124812042891736
15,534725645,0.03946652157146019
16,534725647,0.02735288500082139
17,534725661,0.023988034170264384
18,534725670,0.014194010216019928
19,534725673,0.021417782821021147
20,534725690,0.04422835519223851
21,534725696,0.027524144724823108
22,534725709,0.03365119978056287
23,534725713,0.04266451070418133
24,534725733,0.033930059993952766
25,534725968,0.05185260172307839
26,534726870,0.0003949251965961579
27,534726874,0.0009878980947497105
28,534726901,0.2671256067106351
29,534726902,0.13391621059980477
30,534726911,0.10810397074280867
31,535258993,0.029699724422215894
32,535258994,0.01081405396965159
33,535258996,0.021346380719942645
34,535258997,0.09251169050939695
35,535259044,0.003746035852280228
36,535259055,0.029590680678121414
37,535259104,0.006069461391581117
38,624184716,0.011290045222825947
39,624184775,0.009552376308147049
40,624184842,0.001861545026397031
41,624184859,0.007437003736137856
42,625014428,0.0033322703307341033
43,625014464,0.006204610492762068
44,625449360,0.0
45,625449390,0.00020175335553306115
46,625449413,0.00046327500900522677
47,625449548,0.007364655718123462
48,625537644,0.009278070148458835
49,625563563,0.00030925632771134265
50,625586070,0.0111884127866828
51,625586865,0.0029706472613140003
52,625624543,0.0081460221140557
53,627783613,0.006285393749431597
54,627783614,0.007139030149610318
55,627790563,0.04391165830141286
56,627790574,0.062258994748522714
57,627790585,0.07152950731321539
58,627790595,0.02397299701649997
59,627790621,0.034482377967304856
60,627794383,0.033428646004161136
61,627809448,0.00879776863460752
62,628210833,0.05127386633756819
63,628210834,0.0153884497613081
64,656412541,0.04374505990004369
65,656412672,0.041997853802237944
66,656412955,0.11207003467575459
67,656412978,0.12437342998511049
68,663891877,0.0723027700290061
69,663894343,0.0013633296010896652
70,663920405,0.03074267098194623
71,663920409,0.029764251559997432
72,663935967,0.0
73,663951307,0.030297436656769906
74,663951312,0.10406326713741604
75,663951344,0.0007580402793275158
76,663951433,0.1002834708270733
77,663951437,0.10485128420706251
78,663951440,0.0043733445600346275
79,663951803,0.09113689288442468
80,663951804,0.011924599459274873
81,663951805,0.007717521742095806
82,663951806,0.01096866750592578
83,663951810,0.013745411547102538
84,663951812,0.009643233092597799
85,663951815,0.0025117410233116647
86,663951816,0.17680955518870448
87,664284074,0.05264770829388356
88,664284103,0.011912985159577455
89,664284104,0.012996323347642554
90,664284121,0.0027010901897472316
91,664284131,0.011753183707737333
92,664284134,0.05645854433213301
93,664284135,0.029937549393685772
94,762967897,0.1214634774352295
95,767324203,0.1937075030970003
96,767324210,0.0013004310007132213
97,767324213,0.00975553391150247
98,811465302,0.04364573862177484
99,812360999,0.006040576794012896
100,812361007,0.0002562849793012896
101,812361014,0.004589647483282673
102,812361060,0.10727839979563514
103,822458932,0.012474635529915637
104,822479454,0.0073093537083971346
105,832360467,0.025471475718770585
106,832363286,0.0719152366369193
107,832363291,0.066014392252952
108,832363294,0.009589208558320976
109,832363299,0.15151645795025728
110,832660454,0.0
111,832660479,0.1219201115222415
112,832660516,0.08685411255721115
113,832660521,0.024065336062540986
114,832660533,0.12197710057969885
115,832660538,0.0037635304397337695
116,832660585,0.006802478754851895
117,832660595,0.11432530543706619
118,832660603,0.13445165809584658
119,841338951,0.03757302015538353
120,841338965,0.04367813383889896
121,841346401,0.012674818858369534
122,841346413,0.021381584432711476
123,841350416,0.005517874797303165
124,841413799,0.002811440664454183
125,841525388,0.006005870419014483
126,841525390,0.012147611566563073
127,841525392,0.026702981555536413
128,841525394,0.08414931671348826
129,841894598,0.002928461316317334
130,841912032,0.009681118528638493
131,841912082,0.0040590855994561345
132,841912085,0.00838500754032322
133,841936790,0.013767860008818286
134,842026821,0.042230754154608585
135,842026877,0.010180474905301525
136,842037755,0.003008835000705342
137,842037764,0.01942736880175982
138,848274988,0.013393998529557496
139,848275000,0.009728121823803526
140,848275034,0.0044837242899045445
141,848376272,0.001745177739840116
142,848376273,0.0072909717143336316
143,848376285,0.0020288065447934284
144,848395734,0.01676488567540644
145,848395865,0.029200494817925714
146,848396330,0.010247713021517894
147,848396331,0.010130360811141131
148,848396343,0.011025325004869522
149,848396348,0.009625836022354143
150,848397450,0.030401633795533053
151,848397793,0.028262164720961037
152,848397799,0.03860274338145333
153,848397804,0.026719813025962727
154,848397807,0.021358862922808048
155,848399317,0.004004407699873078
156,848402084,0.003605854863069162
157,848402089,0.007555194594519638
158,848402114,0.004526924413884024
159,848411740,0.05010698515579379
160,848411741,0.04627179907023581
161,848411763,0.04188396345281213
162,848415899,0.006751984343572946
163,848465390,0.017799894334252057
164,848465398,0.001626674826386698
165,848700241,0.008555477374924866
166,848700253,0.004738731793756328
167,848700271,0.0023612622167366406
168,848700273,0.017427710151001304
169,849238115,0.0001992276597970148
170,849552440,0.0027314960557896736
171,849557280,0.03148455265959564
172,849557292,0.057844683208615
173,849561872,0.0006334912988611687
174,849562436,0.0009212353300716687
175,849566175,0.024731534633597906
176,849566203,0.06114306630891373
177,849566244,0.025486581134581923
178,849566249,0.06129147775063917
179,849566257,0.06000657148973979
180,849570131,0.026534969154623892
181,849570134,0.019790854449888744
182,849570138,0.025252939651416152
183,849570147,0.018535671434562608
184,849570150,0.02165493492374281
185,849570154,0.030111617613332208
186,849570157,0.02053514480262234
187,849590203,0.0016098336042393929
188,849591307,0.0
189,849591892,0.007353304714892737
190,849591896,0.006896846158858538
191,859571357,0.023631677030178124
192,859585329,0.02833277693263946
193,859585331,0.04213663054362665
194,871763186,0.1377055050863904
195,871763201,0.14849882689722024
196,924674848,0.030802127224813697
197,924674852,0.01625448059886333
198,924674863,0.010297515060606654
199,924674872,0.020182980902561175
200,924674873,0.0001870770154452243
201,924674881,0.002128001050689426
202,924674893,0.007018606147122147
203,924674899,0.004463889289413741
204,924674901,0.006870214208838683
205,924674915,0.002654408701374823
206,924674929,0.0025543072854268857
207,924676807,0.0007093889433154107
208,924678216,2.3209095952858307e-06
209,924678222,0.0021897977065941585
210,924678234,9.313868716207971e-05
211,924678256,0.0006849803856809551
212,925101782,0.05242868464047969
213,925101787,0.04850870734092588
214,925101790,0.0931464690354286
215,926171238,0.01617452623847783
216,926174818,0.006600569371783017
217,929121886,0.002042263919757691
218,936934747,0.04117286795832372
219,941441851,0.0029730754398401608
220,941441873,0.0009194507651307557
221,941441894,0.03219750098107189
222,941441912,0.007122578996302557
223,941441950,0.00036788367429478136
224,941441965,0.007110935441442173
225,941441969,0.001148664966967703
226,941441979,0.007488629347051482
227,941460561,0.04959528310035919
228,941460597,0.06519015729155389
229,941523769,0.03326975146237295
230,941527739,0.04137384117617769
231,941532539,0.0460765891194861
232,941532553,0.17513297105429815
233,941532581,0.014291888239582466
234,941532584,0.030016177520016823
235,941532602,0.0013071304330323867
236,942170353,0.008308729578750423
237,942170358,0.012209905560238224
238,942266934,0.01386270524715337
239,942266937,0.0115649169823315
240,942266939,0.0003949251965961579
241,942488403,0.0
242,945155390,0.0008972070895557683
243,945155391,0.001159596646195919
244,953485979,0.014546495922873716
245,953486023,0.014384207782181503
246,953486377,0.0038665963788622397
247,953486389,7.508825161218864e-06
248,953486411,0.01094380061740486
249,953486420,0.000588233561753095
250,953527244,0.026398688853808264
251,953527245,0.0315673642742308
252,953527250,0.07297373719162645
253,954017117,0.06976753710983291
254,954017141,0.10881135083160044
255,986889527,0.00561348066987536
256,986889560,0.05865863985609112
257,986889563,0.017040761862173816
258,986889582,0.05657482385320103
259,986889595,0.059190927794532645
260,986889610,0.007488678105656425
261,986889618,0.062093274002042516
262,986889643,0.24547531360608285
263,986889660,0.06770222987337916
264,986944675,0.007684853476784009
265,1063089357,0.19195662060038188
266,1063089498,0.1716054225107674
267,1063089502,0.007080412554747868
268,1063089513,0.0021658669832881443
269,1063089516,0.0021124080488286612
270,1063089520,0.00390027882315685
271,1063089525,0.0045176310237818925
272,1063089528,0.0021304877395415182
273,1063089596,0.01586385591122314
274,1063089608,0.002440699735909743
275,1063089611,0.000667222501760722
276,1063089613,0.00021689777822835062
277,1063089644,1.9454683372248875e-05
278,1063089655,5.598463019552922e-05
279,1063089658,3.658845714921192e-05
280,1063089663,0.00017800791492583008
281,1063089669,0.0005351354409701901
282,1063089677,0.0007141965417627886
283,1063089688,0.002673307536650722
284,1063089690,0.003402014639244541
285,1063089735,0.009298909576211465
