u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,length,geometry,service,bridge,width,access
3530013074,6417576271,0,346479748,,,,residential,,False,43.424,"LINESTRING (120.5727497 16.4524053, 120.5725627 16.4520584)",,,,
3530013074,3530013078,0,346479748,,,,residential,,False,26.117,"LINESTRING (120.5727497 16.4524053, 120.5728352 16.4526254)",,,,
3530013078,6417576245,0,346479744,,,,residential,,False,42.9,"LINESTRING (120.5728352 16.4526254, 120.572464 16.4527741)",,,,
3530013078,3530013074,0,346479748,,,,residential,,False,26.117,"LINESTRING (120.5728352 16.4526254, 120.5727497 16.4524053)",,,,
3530013078,3802979128,0,684929592,,,,residential,,False,61.034,"LINESTRING (120.5728352 16.4526254, 120.5730836 16.4531199)",,,,
3530013078,6417554263,0,346479744,,,,residential,,False,84.616,"LINESTRING (120.5728352 16.4526254, 120.5732573 16.452447, 120.5734551 16.452391, 120.5735792 16.4523704)",,,,
3530013079,3530013074,0,346479717,,,,residential,,False,86.547,"LINESTRING (120.5720085 16.4527223, 120.5727497 16.4524053)",,,,
3530013083,3802979125,0,98698162,,,,unclassified,,False,43.959,"LINESTRING (120.5742833 16.4529684, 120.573873 16.4529304)",,,,
3530013083,3802982396,0,98698162,,,,unclassified,,False,31.605,"LINESTRING (120.5742833 16.4529684, 120.5745763 16.4530111)",,,,
3530013083,6348622084,0,346479730,,,,residential,,False,119.08699999999999,"LINESTRING (120.5742833 16.4529684, 120.5742793 16.4528565, 120.5742444 16.4527421, 120.5742395 16.4527278, 120.5742028 16.4526199, 120.5741839 16.4524799, 120.5741781 16.4522639, 120.5741779 16.4519814, 120.574176 16.4519099)",,,,
3530013198,1141864082,0,98698164,,,Buyagan-Wangal-Banengbeng Provincial Road,tertiary,,False,15.352,"LINESTRING (120.5776307 16.4581581, 120.5777739 16.4581723)",,,,
3530013198,3802920671,0,98698164,,,Buyagan-Wangal-Banengbeng Provincial Road,tertiary,,False,178.10599999999997,"LINESTRING (120.5776307 16.4581581, 120.5773973 16.4581196, 120.5772203 16.4580771, 120.5770782 16.4580192, 120.5769816 16.4579395, 120.5769052 16.4578559, 120.5768569 16.4578212, 120.5768046 16.4578173, 120.5767509 16.4578289, 120.5766799 16.4578675, 120.5766061 16.4579434, 120.5765283 16.4580347, 120.5764666 16.4580771, 120.5763955 16.458099, 120.5763124 16.4581028, 120.5761743 16.45809)",,,,
3530013198,3530013205,0,346479738,,,,residential,,False,52.363,"LINESTRING (120.5776307 16.4581581, 120.5775885 16.458225, 120.5775261 16.4582919, 120.577445 16.4583729, 120.5773088 16.4585118)",,,,
3530013204,3802907775,0,256012230,2,,Pico-Buyagan Road,secondary,,False,14.425,"LINESTRING (120.5782925 16.4585144, 120.5784092 16.45858)",,,,
3530013204,7896378815,0,256012230,2,,Pico-Buyagan Road,secondary,,False,12.656,"LINESTRING (120.5782925 16.4585144, 120.5781899 16.4584572)",,,,
3530013204,8067419311,0,346479742,,,,residential,,False,213.93599999999998,"LINESTRING (120.5782925 16.4585144, 120.5786825 16.4580196, 120.5788156 16.4578147, 120.5789422 16.4575934, 120.5791307 16.457272, 120.5792615 16.4570212, 120.5793084 16.4569337, 120.5793407 16.4568796)",,,,
3530013205,3530013198,0,346479738,,,,residential,,False,52.36300000000001,"LINESTRING (120.5773088 16.4585118, 120.577445 16.4583729, 120.5775261 16.4582919, 120.5775885 16.458225, 120.5776307 16.4581581)",,,,
3530013207,3802920671,0,346479708,,,,residential,,False,75.911,"LINESTRING (120.5763647 16.4587318, 120.5763526 16.4586533, 120.5763365 16.4585903, 120.5762963 16.4585234, 120.5762453 16.4584424, 120.5761997 16.4583408, 120.5761622 16.4582032, 120.5761743 16.45809)",,,,
3530013207,3530013225,0,346479708,,,,residential,,False,279.29200000000003,"LINESTRING (120.5763647 16.4587318, 120.5763727 16.4587986, 120.5763768 16.4588655, 120.5763687 16.4589851, 120.5763754 16.4591228, 120.5764116 16.4592449, 120.5764049 16.45929, 120.5763808 16.4593144, 120.5761877 16.4593375, 120.5760509 16.4593517, 120.5758953 16.4593684, 120.575784 16.4594109, 120.5756311 16.4594893, 120.5754581 16.4595536, 120.5752556 16.4596051, 120.5750249 16.4596539, 120.5748184 16.4596758, 120.5746682 16.4596951, 120.5744469 16.4597208)",,,,
3530013207,3530013209,0,346479751,,,,residential,,False,130.81900000000002,"LINESTRING (120.5763647 16.4587318, 120.5761246 16.4587472, 120.5759905 16.4587459, 120.5756566 16.4587575, 120.5754688 16.4587523, 120.5753307 16.4587678, 120.5752435 16.4587781, 120.5751443 16.4588051)",,,,
3530013209,3530013207,0,346479751,,,,residential,,False,130.81900000000002,"LINESTRING (120.5751443 16.4588051, 120.5752435 16.4587781, 120.5753307 16.4587678, 120.5754688 16.4587523, 120.5756566 16.4587575, 120.5759905 16.4587459, 120.5761246 16.4587472, 120.5763647 16.4587318)",,,,
3530013213,27375149,0,256012230,2,,Pico-Buyagan Road,secondary,,False,27.356,"LINESTRING (120.5790449 16.4588745, 120.5792782 16.4589768)",,,,
3530013213,3802907775,0,256012230,2,,Pico-Buyagan Road,secondary,,False,75.34,"LINESTRING (120.5790449 16.4588745, 120.5788732 16.4587953, 120.5786694 16.4587129, 120.5784092 16.45858)",,,,
3530013213,3802989366,0,346479735,,,,residential,,False,90.479,"LINESTRING (120.5790449 16.4588745, 120.5791241 16.4587131, 120.5792676 16.4584301, 120.5793406 16.4583067, 120.5793691 16.4582562, 120.5793967 16.4582081, 120.5794172 16.4581745, 120.5794329 16.4581515)",,,,
3530013215,3530273867,0,256012230,2,,Pico-Buyagan Road,secondary,,False,34.832,"LINESTRING (120.5796859 16.4591523, 120.5799843 16.4592797)",,,,
3530013215,27375149,0,256012230,2,,Pico-Buyagan Road,secondary,,False,47.655,"LINESTRING (120.5796859 16.4591523, 120.5792782 16.4589768)",,,,
3530013215,8725179225,0,"[942228752, 346479750]",,,,residential,,False,205.19499999999996,"LINESTRING (120.5796859 16.4591523, 120.5797342 16.4590771, 120.5797731 16.459025, 120.5798013 16.4589839, 120.5798502 16.458915, 120.5799066 16.4588527, 120.5800112 16.4587247, 120.5801097 16.4585954, 120.5801801 16.458515, 120.5802163 16.4584835, 120.5802599 16.4584604, 120.5802965 16.4584479, 120.5803267 16.4584363, 120.5803716 16.4583596, 120.5807823 16.4579408, 120.5808681 16.4579511, 120.5809915 16.4580282)",,,,
3530013225,3530013207,0,346479708,,,,residential,,False,279.29200000000003,"LINESTRING (120.5744469 16.4597208, 120.5746682 16.4596951, 120.5748184 16.4596758, 120.5750249 16.4596539, 120.5752556 16.4596051, 120.5754581 16.4595536, 120.5756311 16.4594893, 120.575784 16.4594109, 120.5758953 16.4593684, 120.5760509 16.4593517, 120.5761877 16.4593375, 120.5763808 16.4593144, 120.5764049 16.45929, 120.5764116 16.4592449, 120.5763754 16.4591228, 120.5763687 16.4589851, 120.5763768 16.4588655, 120.5763727 16.4587986, 120.5763647 16.4587318)",,,,
3530013225,1141864097,0,377096251,,,,unclassified,,False,120.439,"LINESTRING (120.5744469 16.4597208, 120.5743825 16.4596694, 120.5743329 16.4595999, 120.5742779 16.4595215, 120.5742364 16.4594546, 120.5741478 16.4593131, 120.5740459 16.4591099, 120.5739963 16.4589736, 120.5739775 16.4588861, 120.5739613 16.4587651)",,,,
3530013225,3803008154,0,377096251,,,,unclassified,,False,137.523,"LINESTRING (120.5744469 16.4597208, 120.5745046 16.459753, 120.5745797 16.4597671, 120.5747017 16.4597813, 120.574813 16.4598044, 120.5748989 16.4598546, 120.5749404 16.459978, 120.5749606 16.4601054, 120.5749619 16.4602366, 120.5749726 16.460315, 120.5750035 16.4603755, 120.5750813 16.4604243, 120.5752145 16.4605039)",,,,
3530013228,27375149,0,346479711,,,,residential,,False,201.285,"LINESTRING (120.5779526 16.4602083, 120.5781497 16.4600989, 120.5783415 16.4599999, 120.5785078 16.4599105, 120.5786587 16.4598083, 120.578725 16.4597395, 120.5788571 16.4595671, 120.579122 16.4592006, 120.579183 16.4591176, 120.5792782 16.4589768)",,,,
3530013228,8725155959,0,346479711,,,,residential,,False,104.104,"LINESTRING (120.5779526 16.4602083, 120.5779566 16.4602533, 120.5779687 16.4603034, 120.578021 16.4605118, 120.5780599 16.4606648, 120.5780438 16.4606996, 120.5780049 16.4607266, 120.5776176 16.4608228)",,,,
3530013228,3803008204,0,376923450,,,,service,,False,22.743000000000002,"LINESTRING (120.5779526 16.4602083, 120.5778423 16.4602076, 120.5777866 16.4602001, 120.5777407 16.4601917)",,,,
3530013232,3530013237,0,346479724,,,,residential,,False,78.67,"LINESTRING (120.5765571 16.4608178, 120.5762554 16.4610158, 120.5759622 16.4612356)",,,,
3530013237,1141864573,0,377096251,,,,unclassified,,False,6.966,"LINESTRING (120.5759622 16.4612356, 120.5759206 16.4611873)",,,,
3530013237,1141864315,0,377096251,,,,unclassified,,False,34.649,"LINESTRING (120.5759622 16.4612356, 120.5762011 16.4614468)",,,,
3530013237,3530013232,0,346479724,,,,residential,,False,78.67,"LINESTRING (120.5759622 16.4612356, 120.5762554 16.4610158, 120.5765571 16.4608178)",,,,
3530013238,1141864315,0,377096251,,,,unclassified,,False,8.491,"LINESTRING (120.5762574 16.4615008, 120.5762011 16.4614468)",,,,
3530013238,8725155959,0,346479711,,,,residential,,False,165.403,"LINESTRING (120.5762574 16.4615008, 120.5764277 16.4613671, 120.5767509 16.461169, 120.5769561 16.4610353, 120.577101 16.4609684, 120.5772123 16.4609349, 120.5775288 16.4608449, 120.5776176 16.4608228)",,,,
3530013238,3812188794,0,377096251,,,,unclassified,,False,22.883000000000003,"LINESTRING (120.5762574 16.4615008, 120.5763392 16.4615831, 120.5764022 16.4616526)",,,,
3530013242,3804575380,0,377096249,,,,track,,False,61.132000000000005,"LINESTRING (120.5814124 16.4621467, 120.5811661 16.46195, 120.581032 16.4620169, 120.5809327 16.4620375)",,,,
3530013242,3530013261,0,377096252,,,,unclassified,,False,169.58899999999997,"LINESTRING (120.5814124 16.4621467, 120.5813187 16.4622481, 120.5812611 16.4623831, 120.5812088 16.4625079, 120.581139 16.4627471, 120.5810639 16.4628937, 120.5809674 16.463003, 120.5808359 16.4631252, 120.580671 16.4632628, 120.5805597 16.463394)",,,,
3530013242,3803008061,0,"[346479729, 377096252]",,,,unclassified,,False,342.80600000000004,"LINESTRING (120.5814124 16.4621467, 120.5814877 16.4620873, 120.5815588 16.4620513, 120.5816303 16.4620211, 120.5817251 16.4620063, 120.5818176 16.4620102, 120.5826558 16.4622429, 120.582739 16.4622369, 120.5828576 16.4622281, 120.5830186 16.4622423, 120.5832499 16.4623008, 120.5834397 16.4623432, 120.5835014 16.4623715, 120.583555 16.4624043, 120.583606 16.4624358, 120.5837354 16.4625066, 120.5839097 16.4625921, 120.5840546 16.4626616, 120.5841981 16.46274, 120.5844033 16.4628493)",,,,
3530013251,3803008123,0,377096245,,,,residential,,False,4.057,"LINESTRING (120.57866 16.4629953, 120.5786496 16.4630304)",,,,
3530013251,7994669419,0,377096251,,,,unclassified,,False,7.901,"LINESTRING (120.57866 16.4629953, 120.5785939 16.4629632)",,,,
3530013251,3530013261,0,377096251,,,,unclassified,,False,214.07899999999998,"LINESTRING (120.57866 16.4629953, 120.5788162 16.4630513, 120.5788726 16.463077, 120.5789993 16.4631284, 120.5790713 16.4631556, 120.579126 16.4631741, 120.5791757 16.4631944, 120.5792628 16.4632307, 120.5793768 16.4632648, 120.5794734 16.4632699, 120.5795693 16.4632577, 120.5797014 16.463212, 120.5798093 16.4631818, 120.5799428 16.4631812, 120.5800822 16.4632101, 120.5805597 16.463394)",,,,
3530013261,6420170285,0,377084892,,,,residential,,False,211.14400000000003,"LINESTRING (120.5805597 16.463394, 120.5806361 16.4634281, 120.5807468 16.4634763, 120.5808561 16.4635426, 120.580911 16.4635914, 120.5809493 16.4636602, 120.5809982 16.4637856, 120.5810398 16.4639123, 120.5811028 16.4640988, 120.5811618 16.4642338, 120.5812235 16.464302, 120.5812986 16.4643406, 120.5813858 16.4643432, 120.581485 16.4643097, 120.5815642 16.4642686, 120.5816621 16.4642146, 120.581762 16.4641721, 120.5818297 16.4641374, 120.5819108 16.4640943)",,,,
3530013261,3530013251,0,377096251,,,,unclassified,,False,214.07900000000004,"LINESTRING (120.5805597 16.463394, 120.5800822 16.4632101, 120.5799428 16.4631812, 120.5798093 16.4631818, 120.5797014 16.463212, 120.5795693 16.4632577, 120.5794734 16.4632699, 120.5793768 16.4632648, 120.5792628 16.4632307, 120.5791757 16.4631944, 120.579126 16.4631741, 120.5790713 16.4631556, 120.5789993 16.4631284, 120.5788726 16.463077, 120.5788162 16.4630513, 120.57866 16.4629953)",,,,
3530013261,3530013242,0,377096252,,,,unclassified,,False,169.58899999999997,"LINESTRING (120.5805597 16.463394, 120.580671 16.4632628, 120.5808359 16.4631252, 120.5809674 16.463003, 120.5810639 16.4628937, 120.581139 16.4627471, 120.5812088 16.4625079, 120.5812611 16.4623831, 120.5813187 16.4622481, 120.5814124 16.4621467)",,,,
3530240751,3530240752,0,346510253,,,,residential,,False,32.53,"LINESTRING (120.5759047 16.446203, 120.5760247 16.4462383, 120.5761206 16.4462866, 120.5761863 16.4463129)",,,,
3530240751,3530240755,0,346510253,,,,residential,,False,138.008,"LINESTRING (120.5759047 16.446203, 120.5758126 16.4463465, 120.575735 16.4464489, 120.5756056 16.4465863, 120.5755466 16.4466866, 120.5754498 16.4468412, 120.5753824 16.4469386, 120.5753766 16.4469622, 120.5753783 16.4469763, 120.5753817 16.4470017, 120.5754326 16.4471651, 120.5754822 16.4472686)",,,,
3530240751,3808005149,0,377433553,,,,track,,False,101.305,"LINESTRING (120.5759047 16.446203, 120.5757937 16.4461889, 120.5756699 16.4461312, 120.5754717 16.4460481, 120.5753266 16.4459819, 120.575254 16.4459513, 120.575031 16.4458563)",,,,
3530240752,3530240755,0,346510111,,,,residential,,False,130.42,"LINESTRING (120.5761863 16.4463129, 120.5760522 16.4465078, 120.5759543 16.4466634, 120.5758966 16.446738, 120.5758524 16.4467766, 120.5757491 16.446895, 120.5756794 16.4469876, 120.5756231 16.447075, 120.5755775 16.4471368, 120.5754822 16.4472686)",,,,
3530240752,3530432504,0,"[376796484, 346510253]",,,,residential,,False,54.774,"LINESTRING (120.5761863 16.4463129, 120.5762238 16.4463403, 120.576293 16.4463611, 120.5763217 16.4463569, 120.5763394 16.4463495, 120.5763637 16.446324, 120.5765419 16.4460812)",,,,
3530240752,3530240751,0,346510253,,,,residential,,False,32.53,"LINESTRING (120.5761863 16.4463129, 120.5761206 16.4462866, 120.5760247 16.4462383, 120.5759047 16.446203)",,,,
3530240755,3530240752,0,346510111,,,,residential,,False,130.42,"LINESTRING (120.5754822 16.4472686, 120.5755775 16.4471368, 120.5756231 16.447075, 120.5756794 16.4469876, 120.5757491 16.446895, 120.5758524 16.4467766, 120.5758966 16.446738, 120.5759543 16.4466634, 120.5760522 16.4465078, 120.5761863 16.4463129)",,,,
3530240755,3530240751,0,346510253,,,,residential,,False,138.00799999999998,"LINESTRING (120.5754822 16.4472686, 120.5754326 16.4471651, 120.5753817 16.4470017, 120.5753783 16.4469763, 120.5753766 16.4469622, 120.5753824 16.4469386, 120.5754498 16.4468412, 120.5755466 16.4466866, 120.5756056 16.4465863, 120.575735 16.4464489, 120.5758126 16.4463465, 120.5759047 16.446203)",,,,
3530240755,3530240757,0,346510253,,,,residential,,False,18.192999999999998,"LINESTRING (120.5754822 16.4472686, 120.5754869 16.4473336, 120.5754883 16.4473522, 120.5754822 16.4473715, 120.5754608 16.4474275)",,,,
3530240757,3530240755,0,346510253,,,,residential,,False,18.192999999999998,"LINESTRING (120.5754608 16.4474275, 120.5754822 16.4473715, 120.5754883 16.4473522, 120.5754869 16.4473336, 120.5754822 16.4472686)",,,,
3530240757,3812471399,0,780061977,2,,Pico-Lamtang Road,primary,,False,10.248999999999999,"LINESTRING (120.5754608 16.4474275, 120.5755077 16.4474454, 120.5755506 16.4474603)",,,,
3530240757,1141940123,0,780061977,2,,Pico-Lamtang Road,primary,,False,64.243,"LINESTRING (120.5754608 16.4474275, 120.5754045 16.4474107, 120.5753656 16.447394, 120.5752965 16.4473657, 120.5752168 16.4473297, 120.5750772 16.4472641, 120.5749203 16.4471754)",,,,
3530240767,6033822976,0,346510100,,,,residential,,False,5.476,"LINESTRING (120.5681135 16.453472, 120.5681196 16.4535209)",,,,
3530240787,6033822977,0,346510235,,,,residential,,False,238.65499999999997,"LINESTRING (120.5648607 16.454108, 120.5649076 16.4539807, 120.5649472 16.4539106, 120.564964 16.4538977, 120.5649881 16.453899, 120.5650176 16.4539241, 120.5650713 16.4540231, 120.5651303 16.4542328, 120.5651437 16.4543794, 120.5651745 16.4544926, 120.5651759 16.4545556, 120.5651705 16.4546006, 120.5651557 16.4546443, 120.5651437 16.4546984, 120.5651464 16.4547421, 120.5651534 16.4547572, 120.5651631 16.4547668, 120.5651755 16.4547739, 120.5651886 16.4547768, 120.5652268 16.4547691, 120.5652791 16.4547267, 120.565381 16.4545697, 120.5654696 16.4544321, 120.5655406 16.4542971, 120.5656479 16.4541324, 120.5657136 16.4541003, 120.5657981 16.4540977)",,,,
3530273502,6033822976,0,346510100,,,,residential,,False,139.808,"LINESTRING (120.568698 16.4543507, 120.5686646 16.4542972, 120.568569 16.454203, 120.5684187 16.4540617, 120.5683503 16.4540141, 120.5683214 16.4539942, 120.5682872 16.4539865, 120.5682443 16.4539974, 120.5681773 16.4540308, 120.5681404 16.4540398, 120.5681156 16.4540353, 120.5681015 16.4540186, 120.5680948 16.4540012, 120.5680847 16.4539517, 120.5680921 16.453917, 120.5680968 16.4538675, 120.5681095 16.4538057, 120.5681317 16.4537504, 120.5681444 16.4537183, 120.5681558 16.4536842, 120.5681565 16.4536295, 120.5681437 16.4535819, 120.5681303 16.4535466, 120.5681196 16.4535209)",,,,
3530273502,6033822977,0,346510235,,,,residential,,False,462.3580000000002,"LINESTRING (120.568698 16.4543507, 120.568593 16.4542701, 120.5684978 16.4542392, 120.5684173 16.4542276, 120.5683207 16.4542148, 120.5682389 16.454216, 120.5681571 16.4542392, 120.5680284 16.4543266, 120.5679291 16.4543974, 120.5678152 16.4544926, 120.5677253 16.4545221, 120.5676435 16.454508, 120.5675282 16.4544128, 120.5674031 16.4542664, 120.5673471 16.4541646, 120.5673471 16.4541119, 120.5673592 16.4540437, 120.5674168 16.4539356, 120.567496 16.4538147, 120.5675241 16.4537028, 120.5675456 16.4536244, 120.5675362 16.4535292, 120.567508 16.4534726, 120.5674437 16.453461, 120.5673498 16.4534984, 120.567272 16.4535485, 120.5671674 16.4536064, 120.5670373 16.4536591, 120.5668684 16.453726, 120.5667584 16.4537787, 120.5666578 16.4538559, 120.5665384 16.4539305, 120.5663909 16.4539871, 120.566289 16.4540193, 120.5662139 16.4540668, 120.5661656 16.4541119, 120.5661321 16.4541337, 120.5660851 16.4541402, 120.5660382 16.4541389, 120.5659725 16.4541299, 120.5657981 16.4540977)",,,,
3530273502,3530273511,0,346510235,,,,residential,,False,166.65699999999995,"LINESTRING (120.568698 16.4543507, 120.5687405 16.4544257, 120.5687848 16.4545234, 120.5688411 16.4546199, 120.5688867 16.4547022, 120.5689135 16.4548064, 120.5689202 16.4548939, 120.5689202 16.4549768, 120.5689189 16.4550379, 120.5689457 16.4550874, 120.5689853 16.4551125, 120.5690416 16.4551086, 120.5690805 16.4550816, 120.56912 16.455018, 120.5691817 16.4548713, 120.569228 16.4547652, 120.5692975 16.4546327, 120.5693409 16.4545802)",,,,
3530273511,1141864320,0,98698162,,,,unclassified,,False,14.376,"LINESTRING (120.5693409 16.4545802, 120.5693948 16.4544617)",,,,
3530273511,3802979148,0,98698162,,,,unclassified,,False,106.00699999999999,"LINESTRING (120.5693409 16.4545802, 120.5693413 16.4546713, 120.5693454 16.4547665, 120.5693673 16.4548788, 120.5694068 16.4549915, 120.5694795 16.4550894, 120.5695894 16.4552392, 120.5696156 16.4552758, 120.569629 16.4553029, 120.5696444 16.4553537, 120.5696478 16.4553961, 120.5696518 16.4554566)",,,,
3530273511,3530273502,0,346510235,,,,residential,,False,166.65699999999998,"LINESTRING (120.5693409 16.4545802, 120.5692975 16.4546327, 120.569228 16.4547652, 120.5691817 16.4548713, 120.56912 16.455018, 120.5690805 16.4550816, 120.5690416 16.4551086, 120.5689853 16.4551125, 120.5689457 16.4550874, 120.5689189 16.4550379, 120.5689202 16.4549768, 120.5689202 16.4548939, 120.5689135 16.4548064, 120.5688867 16.4547022, 120.5688411 16.4546199, 120.5687848 16.4545234, 120.5687405 16.4544257, 120.568698 16.4543507)",,,,
3530273524,3530273553,0,346510091,,,,residential,,False,312.09999999999997,"LINESTRING (120.56828 16.4554443, 120.567264 16.4558958, 120.5671994 16.4559081, 120.5671553 16.4558855, 120.5670427 16.4556553, 120.5670078 16.4556218, 120.5669662 16.4556154, 120.5669045 16.4556321, 120.5668294 16.4557054, 120.5667476 16.4557775, 120.5666739 16.4558212, 120.5665384 16.4559009, 120.5664566 16.4559704, 120.5663989 16.4560501, 120.5663628 16.4561624, 120.5663909 16.4563382, 120.5664365 16.4566109)",,,,
3530273528,3530273535,0,346510250,,,,residential,,False,15.68,"LINESTRING (120.5769709 16.4558816, 120.5768663 16.4559807)",,,,
3530273528,3802907759,0,346510250,,,,residential,,False,53.828,"LINESTRING (120.5769709 16.4558816, 120.5771238 16.4557594, 120.577219 16.455681, 120.577286 16.4556321, 120.5773638 16.4555781)",,,,
3530273528,3802907766,0,376913588,,,,residential,,False,46.995000000000005,"LINESTRING (120.5769709 16.4558816, 120.577077 16.4559517, 120.5771822 16.4560172, 120.5772551 16.4560607, 120.5773001 16.4560816, 120.5773468 16.4561002)",,,,
3530273535,3530273528,0,346510250,,,,residential,,False,15.68,"LINESTRING (120.5768663 16.4559807, 120.5769709 16.4558816)",,,,
3530273535,3530273545,0,346510250,,,,residential,,False,82.708,"LINESTRING (120.5768663 16.4559807, 120.5767187 16.456099, 120.5766316 16.4561543, 120.5765109 16.4562289, 120.5763888 16.4563061, 120.5762333 16.456409)",,,,
3530273535,3802907761,0,376913577,,,,service,,False,35.381,"LINESTRING (120.5768663 16.4559807, 120.5767957 16.4558607, 120.5767096 16.4557003)",,,,
3530273539,3530273553,0,346510107,,,,residential,,False,154.971,"LINESTRING (120.5676291 16.4561771, 120.5675925 16.4561781, 120.5675563 16.456189, 120.567504 16.4562287, 120.5673733 16.4563408, 120.5672807 16.4564411, 120.5671942 16.4565511, 120.5671178 16.4566231, 120.5670407 16.4566385, 120.5669957 16.4566263, 120.5668999 16.4565742, 120.566814 16.4565202, 120.5667852 16.4565022, 120.5667537 16.456499, 120.566698 16.4565376, 120.5665505 16.4565877, 120.5664365 16.4566109)",,,,
3530273539,3530273571,0,512328726,,,,unclassified,,False,117.57700000000001,"LINESTRING (120.5676291 16.4561771, 120.5675566 16.4562569, 120.5673914 16.4564527, 120.5672908 16.4566418, 120.567162 16.456845, 120.5671312 16.4568836, 120.567095 16.4569247, 120.5669716 16.4570122)",,,,
3530273539,7912774350,0,512328726,,,,unclassified,,False,211.587,"LINESTRING (120.5676291 16.4561771, 120.5678058 16.456081, 120.5679506 16.4560424, 120.5681598 16.4559601, 120.5685568 16.4557492, 120.5687767 16.4557003, 120.5691119 16.4556142, 120.5693887 16.4555517, 120.5694763 16.45552)",,,,
3530273544,3530273547,0,346510223,,,,residential,,False,57.109,"LINESTRING (120.5694195 16.4564047, 120.5699435 16.4565107)",,,,
3530273544,3802979148,0,377313346,,,,residential,,False,108.96,"LINESTRING (120.5694195 16.4564047, 120.5694724 16.4562368, 120.5695597 16.4559592, 120.5696093 16.455774, 120.5696469 16.4556088, 120.569659 16.4555656, 120.5696585 16.4554965, 120.5696518 16.4554566)",,,,
3530273544,3530273561,0,"[377313346, 346510219]",,,,residential,,False,33.835,"LINESTRING (120.5694195 16.4564047, 120.5694014 16.4565072, 120.5693699 16.4566344, 120.569359 16.4567032)",,,,
3530273544,7912773928,0,377315330,,,,residential,,False,34.43300000000001,"LINESTRING (120.5694195 16.4564047, 120.5692505 16.4563781, 120.5692364 16.4563717, 120.5692314 16.4563636, 120.5692283 16.4563514, 120.5692696 16.4562504)",,,,
3530273545,3802907767,0,256012230,2,,Pico-Buyagan Road,secondary,,False,53.714,"LINESTRING (120.5762333 16.456409, 120.5764881 16.4568257)",,,,
3530273545,3802982410,0,256012230,2,,Pico-Buyagan Road,secondary,,False,91.572,"LINESTRING (120.5762333 16.456409, 120.5761662 16.4563292, 120.5761139 16.4562778, 120.5760388 16.4562173, 120.5759409 16.4561299, 120.5758698 16.456072, 120.5758095 16.456018, 120.5757357 16.4558996, 120.5756928 16.4557865)",,,,
3530273545,3530273535,0,346510250,,,,residential,,False,82.708,"LINESTRING (120.5762333 16.456409, 120.5763888 16.4563061, 120.5765109 16.4562289, 120.5766316 16.4561543, 120.5767187 16.456099, 120.5768663 16.4559807)",,,,
3530273547,3530273544,0,346510223,,,,residential,,False,57.109,"LINESTRING (120.5699435 16.4565107, 120.5694195 16.4564047)",,,,
3530273547,3530273572,0,346510165,,,,residential,,False,40.14,"LINESTRING (120.5699435 16.4565107, 120.569898 16.45675, 120.5698758 16.4568658)",,,,
3530273547,1141864141,0,346510223,,,,residential,,False,95.41600000000001,"LINESTRING (120.5699435 16.4565107, 120.5701232 16.4565344, 120.5701802 16.4565441, 120.5703165 16.4565671, 120.5706456 16.4566561, 120.5706744 16.4566603, 120.5707086 16.4566603, 120.5707406 16.4566518, 120.5708018 16.4566045)",,,,
3530273553,3530273524,0,346510091,,,,residential,,False,312.09999999999997,"LINESTRING (120.5664365 16.4566109, 120.5663909 16.4563382, 120.5663628 16.4561624, 120.5663989 16.4560501, 120.5664566 16.4559704, 120.5665384 16.4559009, 120.5666739 16.4558212, 120.5667476 16.4557775, 120.5668294 16.4557054, 120.5669045 16.4556321, 120.5669662 16.4556154, 120.5670078 16.4556218, 120.5670427 16.4556553, 120.5671553 16.4558855, 120.5671994 16.4559081, 120.567264 16.4558958, 120.56828 16.4554443)",,,,
3530273553,3530273564,0,346510107,,,,residential,,False,75.81400000000001,"LINESTRING (120.5664365 16.4566109, 120.5662809 16.456625, 120.5660717 16.4566398, 120.565955 16.4566713, 120.5658618 16.4567209, 120.5658243 16.4567279, 120.5657901 16.4567228, 120.5657566 16.4566951)",,,,
3530273553,3530273539,0,346510107,,,,residential,,False,154.97099999999998,"LINESTRING (120.5664365 16.4566109, 120.5665505 16.4565877, 120.566698 16.4565376, 120.5667537 16.456499, 120.5667852 16.4565022, 120.566814 16.4565202, 120.5668999 16.4565742, 120.5669957 16.4566263, 120.5670407 16.4566385, 120.5671178 16.4566231, 120.5671942 16.4565511, 120.5672807 16.4564411, 120.5673733 16.4563408, 120.567504 16.4562287, 120.5675563 16.456189, 120.5675925 16.4561781, 120.5676291 16.4561771)",,,,
3530273561,3530273544,0,"[377313346, 346510219]",,,,residential,,False,33.835,"LINESTRING (120.569359 16.4567032, 120.5693699 16.4566344, 120.5694014 16.4565072, 120.5694195 16.4564047)",,,,
3530273564,3530273553,0,346510107,,,,residential,,False,75.81400000000001,"LINESTRING (120.5657566 16.4566951, 120.5657901 16.4567228, 120.5658243 16.4567279, 120.5658618 16.4567209, 120.565955 16.4566713, 120.5660717 16.4566398, 120.5662809 16.456625, 120.5664365 16.4566109)",,,,
