u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,length,geometry,service,bridge,width,access
6128192834,7937630113,0,653943517,,,,unclassified,,False,127.69,"LINESTRING (120.58649 16.4627342, 120.5864216 16.4628435, 120.5863982 16.4628956, 120.5863921 16.4629831, 120.5863982 16.4630757, 120.5864726 16.4635445, 120.5864874 16.4636872, 120.5865095 16.4638519)",,,,
6128192834,6128192830,0,867589396,,,,service,,False,52.775,"LINESTRING (120.58649 16.4627342, 120.5865437 16.4627612, 120.5865745 16.4627844, 120.5865993 16.462823, 120.5866322 16.462949, 120.5866469 16.4631522)",,,,
6153935747,3803008167,0,"[376923448, 847952981]",,,,"['residential', 'track']",,False,645.7449999999999,"LINESTRING (120.5741743 16.4649039, 120.5739487 16.464891, 120.5738585 16.4648628, 120.5737931 16.4648066, 120.5737029 16.4645881, 120.5735608 16.4644692, 120.5734435 16.4643091, 120.5733488 16.4642421, 120.5731593 16.4641599, 120.5730894 16.464108, 120.5730556 16.4640431, 120.5730556 16.4639652, 120.5731368 16.4638981, 120.5733082 16.4637878, 120.5735564 16.4636281, 120.5738488 16.4634249, 120.5740339 16.463295, 120.5741277 16.4631702, 120.5741881 16.4630969, 120.5742417 16.463048, 120.5743141 16.462976, 120.5743919 16.4629091, 120.5744992 16.4628294, 120.574569 16.4627625, 120.5746065 16.4626982, 120.5746534 16.4626262, 120.5746977 16.4625439, 120.5747272 16.4624809, 120.5747849 16.462414, 120.5748211 16.4623754, 120.5748586 16.4623175, 120.5748962 16.4622455, 120.5749378 16.4621735, 120.5749914 16.4620449, 120.575045 16.4619343, 120.5751336 16.4618198, 120.575265 16.4617092, 120.5753481 16.4616462, 120.5753709 16.4616217, 120.575379 16.4615896, 120.5753776 16.4615523, 120.5753455 16.4615073, 120.5753119 16.4614584, 120.5752757 16.4613735, 120.5752596 16.4612925, 120.5752757 16.461205, 120.5753079 16.461088, 120.5753347 16.4609311, 120.5753958 16.4608038, 120.5754353 16.4607137)",,,,
6178290950,16987974,0,473420643,2,,Pico-Lamtang Road,primary,,False,50.715999999999994,"LINESTRING (120.5857122 16.4451971, 120.5859321 16.4452511, 120.5861789 16.4452794)",,,,
6178290950,3802933055,0,473420643,2,,Pico-Lamtang Road,primary,,False,63.782,"LINESTRING (120.5857122 16.4451971, 120.5855593 16.4451881, 120.5854413 16.4451817, 120.5851154 16.4452036)",,,,
6178290950,6179941086,0,659894914,,,,service,,False,219.42399999999998,"LINESTRING (120.5857122 16.4451971, 120.585743 16.4454531, 120.5857524 16.445601, 120.5857712 16.4457296, 120.5858409 16.4459573, 120.5858711 16.4460499, 120.5858681 16.4460624, 120.5858644 16.4460714, 120.5858574 16.4460769, 120.585849 16.4460814, 120.5858316 16.4460891, 120.5858114 16.4461001, 120.5855566 16.4461695, 120.5855197 16.4461888, 120.5855043 16.4461965, 120.5854923 16.4462087, 120.5854902 16.4462197, 120.5854909 16.4462441, 120.5855137 16.4462827, 120.5856451 16.4464827, 120.5856545 16.4465084, 120.5856478 16.4465264, 120.5856378 16.4465406, 120.5855861 16.4465567, 120.5854627 16.446574, 120.5853193 16.4466126)",,,,
6178322037,3802933071,0,376916803,,,,path,,False,24.612000000000002,"LINESTRING (120.587265 16.4460414, 120.58732 16.4459647, 120.5873926 16.445857)",driveway,,,
6179833522,3802932997,0,376916792,,,JF Ganasi & Abito Street,residential,,False,7.861,"LINESTRING (120.5829522 16.4465965, 120.5829079 16.44654)",,,,
6179941086,6178290950,0,659894914,,,,service,,False,219.424,"LINESTRING (120.5853193 16.4466126, 120.5854627 16.446574, 120.5855861 16.4465567, 120.5856378 16.4465406, 120.5856478 16.4465264, 120.5856545 16.4465084, 120.5856451 16.4464827, 120.5855137 16.4462827, 120.5854909 16.4462441, 120.5854902 16.4462197, 120.5854923 16.4462087, 120.5855043 16.4461965, 120.5855197 16.4461888, 120.5855566 16.4461695, 120.5858114 16.4461001, 120.5858316 16.4460891, 120.585849 16.4460814, 120.5858574 16.4460769, 120.5858644 16.4460714, 120.5858681 16.4460624, 120.5858711 16.4460499, 120.5858409 16.4459573, 120.5857712 16.4457296, 120.5857524 16.445601, 120.585743 16.4454531, 120.5857122 16.4451971)",,,,
6179941097,3806555104,0,376916797,,,,residential,,False,43.873,"LINESTRING (120.5827712 16.4467702, 120.5823614 16.4468049)",,,,
6179941097,6179941098,0,660065178,,,,residential,,False,24.771,"LINESTRING (120.5827712 16.4467702, 120.5827148 16.4465541)",,,,
6179941097,3802933013,0,376916797,,,,residential,,False,56.83800000000001,"LINESTRING (120.5827712 16.4467702, 120.5829281 16.4467708, 120.5829703 16.4467676, 120.5829991 16.4467695, 120.5830219 16.4467805, 120.5830467 16.4468081, 120.5830816 16.4468441, 120.5831748 16.447003)",,,,
6179941098,6179941097,0,660065178,,,,residential,,False,24.771,"LINESTRING (120.5827148 16.4465541, 120.5827712 16.4467702)",,,,
6179941098,6179941099,0,660065179,,,,residential,,False,145.349,"LINESTRING (120.5827148 16.4465541, 120.5813576 16.4466737)",,,,
6179941098,6179941102,0,660065178,,,,residential,,False,69.059,"LINESTRING (120.5827148 16.4465541, 120.5827021 16.4463985, 120.5826823 16.4463062, 120.5826776 16.446267, 120.5826742 16.446259, 120.5826719 16.4462567, 120.5826632 16.4462544, 120.5826535 16.4462525, 120.5826347 16.4462502, 120.5823433 16.4462956)",,,,
6179941099,6179941098,0,660065179,,,,residential,,False,145.349,"LINESTRING (120.5813576 16.4466737, 120.5827148 16.4465541)",,,,
6179941099,3802933017,0,"[660065178, 377282787]",,,,residential,,False,49.760999999999996,"LINESTRING (120.5813576 16.4466737, 120.5813965 16.4468853, 120.5814059 16.4468995, 120.581424 16.4469123, 120.5814448 16.4469175, 120.5816258 16.446922)",,,,
6179941099,6179941102,0,660065178,,,,residential,,False,142.284,"LINESTRING (120.5813576 16.4466737, 120.5813154 16.44643, 120.5813187 16.446403, 120.5813268 16.4463862, 120.5813382 16.4463695, 120.5813831 16.4463689, 120.5823433 16.4462956)",,,,
6179941102,3802932990,0,"[660065177, 377282786]",,,,residential,,False,124.34300000000002,"LINESTRING (120.5823433 16.4462956, 120.5822816 16.4457785, 120.5822106 16.4456087, 120.582177 16.445511, 120.582173 16.4454492, 120.5821757 16.445354, 120.5821812 16.4451993)",,,,
6179941102,6179941099,0,660065178,,,,residential,,False,142.284,"LINESTRING (120.5823433 16.4462956, 120.5813831 16.4463689, 120.5813382 16.4463695, 120.5813268 16.4463862, 120.5813187 16.446403, 120.5813154 16.44643, 120.5813576 16.4466737)",,,,
6179941102,6179941098,0,660065178,,,,residential,,False,69.059,"LINESTRING (120.5823433 16.4462956, 120.5826347 16.4462502, 120.5826535 16.4462525, 120.5826632 16.4462544, 120.5826719 16.4462567, 120.5826742 16.446259, 120.5826776 16.446267, 120.5826823 16.4463062, 120.5827021 16.4463985, 120.5827148 16.4465541)",,,,
6239076232,3802933009,0,666396692,,,,residential,,False,15.078,"LINESTRING (120.5835873 16.4461837, 120.5834467 16.4461694)",,,,
6255207919,1142052206,0,98717914,,,,unclassified,,False,50.688,"LINESTRING (120.5900715 16.4586102, 120.5896041 16.4585273)",,,,
6255207919,3438525372,0,"[336770976, 98717914]",,,,unclassified,45,False,304.086,"LINESTRING (120.5900715 16.4586102, 120.5901013 16.4586086, 120.5901261 16.4585967, 120.5901499 16.4585675, 120.5903471 16.4574662, 120.5906568 16.4559704)",,,,
6255207919,6255207924,0,668009852,,,,service,,False,59.816,"LINESTRING (120.5900715 16.4586102, 120.5900131 16.4588417, 120.5900138 16.4588855, 120.5900218 16.4589292, 120.5900379 16.4589832, 120.590044 16.4590443, 120.5900386 16.4591382)",,,,
6255207924,6255207919,0,668009852,,,,service,,False,59.816,"LINESTRING (120.5900386 16.4591382, 120.590044 16.4590443, 120.5900379 16.4589832, 120.5900218 16.4589292, 120.5900138 16.4588855, 120.5900131 16.4588417, 120.5900715 16.4586102)",,,,
6332411095,6332411095,0,"[376918876, 847045100]",,,,residential,,False,174.37599999999998,"LINESTRING (120.5864445 16.4487962, 120.5863669 16.4489967, 120.5863502 16.4490219, 120.5863274 16.4490232, 120.5861404 16.4489228, 120.5860187 16.4488623, 120.5858275 16.4486847, 120.5858177 16.4486548, 120.5858394 16.4486142, 120.585879 16.4485918, 120.5859309 16.4485801, 120.585957 16.448588, 120.5861697 16.4486817, 120.5864445 16.4487962)",,,,
6332411095,6332411095,1,"[847045100, 376918876]",,,,residential,,False,174.376,"LINESTRING (120.5864445 16.4487962, 120.5861697 16.4486817, 120.585957 16.448588, 120.5859309 16.4485801, 120.585879 16.4485918, 120.5858394 16.4486142, 120.5858177 16.4486548, 120.5858275 16.4486847, 120.5860187 16.4488623, 120.5861404 16.4489228, 120.5863274 16.4490232, 120.5863502 16.4490219, 120.5863669 16.4489967, 120.5864445 16.4487962)",,,,
6332411095,3802951658,0,"[376918875, 847045101]",,,,residential,,False,78.46699999999998,"LINESTRING (120.5864445 16.4487962, 120.5864717 16.4487471, 120.5864954 16.4486674, 120.5865142 16.4486262, 120.5866228 16.4484346, 120.586659 16.4483561, 120.5867603 16.4481606)",,,,
6332481067,3812486150,0,377844941,,,,residential,,False,29.144,"LINESTRING (120.578951 16.4477201, 120.5789343 16.4476673, 120.5789269 16.4476307, 120.5789155 16.4475812, 120.57889 16.4474648)",,,,
6336759706,3527890447,0,402172287,,,,residential,,False,44.521,"LINESTRING (120.5950436 16.4498944, 120.5952649 16.4495549)",,,,
6336795523,1409251566,0,127285486,,,,residential,,False,57.634,"LINESTRING (120.5922119 16.4568276, 120.5922326 16.4567755, 120.592352 16.4565569, 120.5923775 16.4564977, 120.5924251 16.456353)",,,,
6336795523,1409250479,0,127285486,,,,residential,,False,11.258,"LINESTRING (120.5922119 16.4568276, 120.5922038 16.4568752, 120.5921978 16.4569279)",,,,
6336795523,3438609415,0,336776218,,,Foot Path,footway,,False,64.041,"LINESTRING (120.5922119 16.4568276, 120.5919464 16.4568244, 120.5916221 16.456905)",,,,
6336996737,1409193942,0,127284760,,,,residential,,False,22.863,"LINESTRING (120.5954647 16.4442247, 120.5953883 16.4442402, 120.5952528 16.4442543)",,,,
6348622084,3530013056,0,346479730,,,,residential,,False,34.342,"LINESTRING (120.574176 16.4519099, 120.5741854 16.4517877, 120.5741961 16.4517067, 120.5742042 16.4516385, 120.5742055 16.4516025)",,,,
6348622084,3530013083,0,346479730,,,,residential,,False,119.08700000000002,"LINESTRING (120.574176 16.4519099, 120.5741779 16.4519814, 120.5741781 16.4522639, 120.5741839 16.4524799, 120.5742028 16.4526199, 120.5742395 16.4527278, 120.5742444 16.4527421, 120.5742793 16.4528565, 120.5742833 16.4529684)",,,,
6348622084,6417554263,0,346479744,,,,residential,,False,100.08999999999999,"LINESTRING (120.574176 16.4519099, 120.574113 16.45187, 120.5740325 16.4518687, 120.5739762 16.4518803, 120.5738139 16.451915, 120.5737442 16.4519665, 120.5736825 16.4520244, 120.5736423 16.4520874, 120.5736087 16.4521453, 120.5735859 16.4522199, 120.5735792 16.452297, 120.5735792 16.4523704)",,,,
6348622100,3803008163,0,376923446,,,,residential,,False,51.972,"LINESTRING (120.5749619 16.4609002, 120.5750142 16.4608783, 120.5750585 16.4608475, 120.5751295 16.4607857, 120.5751926 16.4607446, 120.5753709 16.4606507)",,,,
6348622113,7673305026,0,182295536,,,,residential,,False,41.038000000000004,"LINESTRING (120.5867462 16.4518482, 120.5866905 16.4520784, 120.5866949 16.4521064, 120.586708 16.4521237, 120.5867334 16.4521376, 120.5867861 16.4521593)",,,,
6349216804,3527889570,0,346216110,,,,residential,,False,365.1409999999999,"LINESTRING (120.6033618 16.4414281, 120.6032642 16.4416246, 120.6031476 16.4418728, 120.6031003 16.4419918, 120.6030661 16.4421506, 120.6030607 16.4422625, 120.6031016 16.44235, 120.6031895 16.4424536, 120.6032954 16.4425134, 120.6034322 16.4425584, 120.6035992 16.4425712, 120.6037373 16.4425282, 120.6038741 16.4424349, 120.6039586 16.4423892, 120.6040431 16.4423764, 120.6042188 16.4424124, 120.6043368 16.442496, 120.6044468 16.4426002, 120.6045594 16.4426979, 120.6049423 16.4428819, 120.6049853 16.4428962, 120.6051911 16.4429648)",,,,
6349216804,3527889331,0,952026899,2,,Ambiong-Lubas-Tawang Road,secondary,,False,235.88899999999992,"LINESTRING (120.6033618 16.4414281, 120.6034195 16.4414316, 120.6035593 16.4414776, 120.603689 16.4415049, 120.603791 16.4415043, 120.6039103 16.4414734, 120.6040022 16.4414355, 120.6040867 16.4414059, 120.6041973 16.4413815, 120.6043093 16.4413628, 120.6044104 16.441341, 120.6046654 16.4412888, 120.6048075 16.4412683, 120.6048658 16.44124, 120.6049007 16.4411814, 120.6049047 16.4410991, 120.6049 16.4410213, 120.6048994 16.4409512, 120.6049094 16.4408515, 120.604955 16.4407936, 120.6050878 16.4406971)",,,,
6349216804,8811908733,0,952026899,2,,Ambiong-Lubas-Tawang Road,secondary,,False,439.33000000000004,"LINESTRING (120.6033618 16.4414281, 120.6033033 16.441447, 120.6032518 16.4414996, 120.6031747 16.4415828, 120.6030882 16.4416406, 120.6029662 16.4417017, 120.6027623 16.4418259, 120.6026852 16.441932, 120.6026611 16.4419969, 120.6026617 16.4421249, 120.6026564 16.4422574, 120.6026343 16.4423288, 120.6025565 16.4424047, 120.6023721 16.4425204, 120.6022695 16.4426092, 120.6022561 16.4426729, 120.6022614 16.4427436, 120.6023258 16.4428677, 120.6023935 16.4429681, 120.6024612 16.4430607, 120.6025142 16.4431829, 120.6025893 16.4433301, 120.6026104 16.4434089, 120.6026054 16.4434809, 120.6025524 16.4436047, 120.6025243 16.4436909, 120.602529 16.443754, 120.6025791 16.4438665, 120.6025866 16.443934, 120.6025655 16.4439881, 120.6025229 16.4440286, 120.6024666 16.4440672, 120.6024126 16.4441112, 120.6024029 16.4441421, 120.6024113 16.4441871, 120.6024529 16.4442456, 120.6025025 16.4442942, 120.602597 16.4443714, 120.6026497 16.4444485, 120.6026845 16.444563, 120.6026863 16.4445914)",,,,
6353986240,3807843830,0,843798276,,,,tertiary,,False,176.01399999999998,"LINESTRING (120.5584234 16.4751154, 120.5583979 16.4751681, 120.5583389 16.4752787, 120.5583161 16.4753404, 120.5583027 16.4754292, 120.5583175 16.4755848, 120.5583429 16.4757494, 120.5583926 16.4758908, 120.5583932 16.4759384, 120.5583751 16.4759924, 120.5583443 16.476076, 120.5583215 16.4762188, 120.5583134 16.4764194, 120.5583188 16.4766547)",,,,
6353986240,7961946467,0,853584285,,,,residential,,False,182.071,"LINESTRING (120.5584234 16.4751154, 120.5588445 16.4752568, 120.558925 16.4752774, 120.5589786 16.4752825, 120.5590457 16.4752723, 120.5591127 16.4752182, 120.5592388 16.4751102, 120.5592817 16.4750768, 120.5593514 16.4750459, 120.5594078 16.4750279, 120.5594614 16.474997, 120.559499 16.4749636, 120.5595419 16.4749096, 120.5596009 16.4748401, 120.5596894 16.4747347, 120.5598088 16.4745943)",,,,
6354278270,7793595162,0,678627161,,,,residential,,False,307.58299999999997,"LINESTRING (120.6375311 16.4301244, 120.6377095 16.430343, 120.6378154 16.4304151, 120.6378875 16.4304546, 120.637908 16.4304768, 120.637914 16.4304964, 120.637916 16.4305276, 120.63791 16.4305665, 120.6378905 16.4306379, 120.6378855 16.4306842, 120.6378889 16.430745, 120.6378993 16.4308209, 120.6379073 16.4308589, 120.6379201 16.4308852, 120.6379455 16.4309193, 120.6380568 16.4309965, 120.6381071 16.4310248, 120.6381413 16.4310608, 120.6381413 16.4310904, 120.6381293 16.4311046, 120.6381038 16.4311136, 120.6379724 16.431093, 120.637857 16.4310698, 120.6377578 16.4310737, 120.6376585 16.4310955, 120.6375955 16.431129, 120.637448 16.4312563, 120.6373769 16.4313592, 120.6373474 16.4314622, 120.6372656 16.4316204, 120.6372495 16.4317181, 120.6372535 16.431758, 120.6373098 16.4318262, 120.6373648 16.4318841, 120.6373715 16.4319227, 120.6373715 16.4319651)",,,,
6354278946,8795678186,0,950097797,,,,service,,False,71.203,"LINESTRING (120.6366996 16.4337261, 120.6365722 16.4337737, 120.6363027 16.4338354, 120.636074 16.4337298)",driveway,,,
6354278946,7790213880,0,950103784,2,110,Baguio-Nueva Vizcaya Road,primary,,False,51.4,"LINESTRING (120.6366996 16.4337261, 120.6368371 16.4339293, 120.6369229 16.4340605, 120.6369464 16.4341216)",,,,
6354278946,1260719044,0,950103784,2,110,Baguio-Nueva Vizcaya Road,primary,,False,20.094,"LINESTRING (120.6366996 16.4337261, 120.636646 16.4336416, 120.6366017 16.4335717)",,,,
6359907921,311731242,0,679190985,,,,residential,,False,32.835,"LINESTRING (120.549666 16.4402958, 120.5495916 16.4402077, 120.549552 16.4401589, 120.5494642 16.4400733)",,,,
6359907935,1141945388,0,679190988,,,,residential,,False,53.617999999999995,"LINESTRING (120.5504706 16.4418812, 120.5503741 16.4420278, 120.5503191 16.4421037, 120.5502614 16.4421796, 120.5501641 16.4422589)",,,,
6359967093,6359967107,0,679196471,,,,path,,False,127.94800000000001,"LINESTRING (120.5464487 16.4407197, 120.5464084 16.4407711, 120.5463964 16.4408406, 120.5464312 16.4409422, 120.5464634 16.4410772, 120.5464205 16.441139, 120.5463977 16.4412457, 120.5463105 16.4413615, 120.5463132 16.4414348, 120.5463427 16.4415454, 120.5463481 16.4415725, 120.5463226 16.4416548, 120.546281 16.4417384, 120.5462435 16.4417744)",,,,
6359967106,6359967107,0,679196472,,,,residential,,False,13.979,"LINESTRING (120.5461201 16.441732, 120.5462435 16.4417744)",,,,
6359967107,6359967106,0,679196472,,,,residential,,False,13.979,"LINESTRING (120.5462435 16.4417744, 120.5461201 16.441732)",,,,
6359967107,6359967093,0,679196471,,,,path,,False,127.94800000000001,"LINESTRING (120.5462435 16.4417744, 120.546281 16.4417384, 120.5463226 16.4416548, 120.5463481 16.4415725, 120.5463427 16.4415454, 120.5463132 16.4414348, 120.5463105 16.4413615, 120.5463977 16.4412457, 120.5464205 16.441139, 120.5464634 16.4410772, 120.5464312 16.4409422, 120.5463964 16.4408406, 120.5464084 16.4407711, 120.5464487 16.4407197)",,,,
6359967107,6359967115,0,679196472,,,,residential,,False,55.38,"LINESTRING (120.5462435 16.4417744, 120.5464487 16.4418413, 120.54656 16.441894, 120.5466351 16.4419159, 120.54668 16.4419236, 120.5467343 16.4419249)",,,,
6359967114,6359967115,0,679196476,,,,unclassified,,False,34.872,"LINESTRING (120.5469288 16.4416728, 120.5467343 16.4419249)",,,,
6359967114,7927210504,0,679196473,,,,residential,,False,40.956999999999994,"LINESTRING (120.5469288 16.4416728, 120.5470696 16.4417622, 120.547087 16.4417744, 120.5470907 16.4417824, 120.5470937 16.4417927, 120.5470927 16.4418075, 120.5469972 16.4419281)",,,,
6359967114,1141945406,0,"[377073843, 679196476, 679196477]",,,,unclassified,,False,432.378,"LINESTRING (120.5469288 16.4416728, 120.5469603 16.441613, 120.546965 16.441586, 120.5469623 16.4415461, 120.5469543 16.4414953, 120.5469435 16.441413, 120.5469476 16.4413885, 120.5469576 16.4413679, 120.5471139 16.4411956, 120.5471373 16.441166, 120.5471608 16.4411236, 120.5471762 16.4410715, 120.5471809 16.4410444, 120.547187 16.4410097, 120.5471984 16.4409628, 120.5472178 16.4409287, 120.5472527 16.4409152, 120.5472795 16.4409068, 120.5473419 16.4409055, 120.5475202 16.4408991, 120.5476396 16.4408766, 120.5476952 16.440847, 120.5477267 16.4408116, 120.5477368 16.4407859, 120.5477361 16.440748, 120.5477214 16.4406875, 120.5476651 16.4405332, 120.5476396 16.4404682, 120.5476295 16.4403936, 120.5476268 16.4403486, 120.5476349 16.4403048, 120.5476577 16.4402495, 120.5477033 16.440173, 120.5478193 16.4400849, 120.5478605 16.4400704, 120.5478957 16.4400637, 120.5479749 16.4400585, 120.5480365 16.4400495, 120.5480982 16.4400392, 120.5481385 16.4400161, 120.5481854 16.4399325, 120.5482015 16.4398617, 120.5482095 16.4397807, 120.5481908 16.4396829, 120.5481639 16.4396096, 120.5481237 16.4395736, 120.5480875 16.4395556, 120.5479816 16.4395363, 120.5478649 16.4395093, 120.5478112 16.4394932, 120.547775 16.4394694, 120.5477187 16.4393999, 120.5477066 16.4393504, 120.5477107 16.4393202, 120.5477241 16.4392913, 120.5478363 16.4391897, 120.5479319 16.4391092, 120.5480056 16.439037)",,,,
6359967115,6359967114,0,679196476,,,,unclassified,,False,34.872,"LINESTRING (120.5467343 16.4419249, 120.5469288 16.4416728)",,,,
6359967115,6359967107,0,679196472,,,,residential,,False,55.379999999999995,"LINESTRING (120.5467343 16.4419249, 120.54668 16.4419236, 120.5466351 16.4419159, 120.54656 16.441894, 120.5464487 16.4418413, 120.5462435 16.4417744)",,,,
6359967115,6359967120,0,679196476,,,,unclassified,,False,74.288,"LINESTRING (120.5467343 16.4419249, 120.5467142 16.4419982, 120.5467008 16.4420908, 120.5467008 16.4422079, 120.5467129 16.4424111, 120.5466968 16.4425886)",,,,
6359967120,6359967121,0,679196474,,,,residential,,False,88.259,"LINESTRING (120.5466968 16.4425886, 120.5467866 16.4426426, 120.5468269 16.4426568, 120.5468591 16.4426658, 120.5470582 16.4426799, 120.5470924 16.4426941, 120.5471233 16.4427153, 120.5471373 16.4427352, 120.5471467 16.4427597, 120.5471487 16.4428195, 120.5471608 16.4428632, 120.5471782 16.4429012, 120.5472755 16.4430292)",,,,
6359967120,6359967115,0,679196476,,,,unclassified,,False,74.288,"LINESTRING (120.5466968 16.4425886, 120.5467129 16.4424111, 120.5467008 16.4422079, 120.5467008 16.4420908, 120.5467142 16.4419982, 120.5467343 16.4419249)",,,,
6359967120,6359967142,0,679196476,,,,unclassified,,False,189.76000000000002,"LINESTRING (120.5466968 16.4425886, 120.5466794 16.4426799, 120.5466633 16.4427764, 120.5466364 16.4429179, 120.5466217 16.4430015, 120.5466136 16.4431083, 120.5466163 16.4431726, 120.5466552 16.4432768, 120.5466861 16.4433115, 120.5467451 16.4433616, 120.5470455 16.4435945, 120.547083 16.4436575, 120.5471045 16.4437077, 120.5471098 16.4437977, 120.5471031 16.4438569, 120.5470911 16.4439109, 120.5470441 16.4440871)",,,,
6359967121,6359967120,0,679196474,,,,residential,,False,88.25899999999999,"LINESTRING (120.5472755 16.4430292, 120.5471782 16.4429012, 120.5471608 16.4428632, 120.5471487 16.4428195, 120.5471467 16.4427597, 120.5471373 16.4427352, 120.5471233 16.4427153, 120.5470924 16.4426941, 120.5470582 16.4426799, 120.5468591 16.4426658, 120.5468269 16.4426568, 120.5467866 16.4426426, 120.5466968 16.4425886)",,,,
6359967142,6359967120,0,679196476,,,,unclassified,,False,189.76,"LINESTRING (120.5470441 16.4440871, 120.5470911 16.4439109, 120.5471031 16.4438569, 120.5471098 16.4437977, 120.5471045 16.4437077, 120.547083 16.4436575, 120.5470455 16.4435945, 120.5467451 16.4433616, 120.5466861 16.4433115, 120.5466552 16.4432768, 120.5466163 16.4431726, 120.5466136 16.4431083, 120.5466217 16.4430015, 120.5466364 16.4429179, 120.5466633 16.4427764, 120.5466794 16.4426799, 120.5466968 16.4425886)",,,,
6359969119,7927311454,0,849683487,,,,residential,,False,44.46,"LINESTRING (120.5516911 16.4420272, 120.5515516 16.4421108, 120.5514523 16.4421648, 120.5513759 16.4422137, 120.5513349 16.4422345)",,,,
6359969128,7927098508,0,256012231,,,Lamtang Road,primary,,False,232.933,"LINESTRING (120.5506758 16.4429578, 120.5507858 16.4429938, 120.5508381 16.4430054, 120.5509038 16.4430054, 120.5509682 16.4429951, 120.5515945 16.4428073, 120.5517809 16.4427661, 120.5518627 16.4427635, 120.5519386 16.4427682, 120.5520089 16.442788, 120.5524064 16.442914, 120.5527747 16.4430246)",,,,
6359969128,7927381628,0,256012231,,,Lamtang Road,primary,,False,44.870000000000005,"LINESTRING (120.5506758 16.4429578, 120.550523 16.4428767, 120.5504076 16.4428124, 120.5503229 16.4427412)",,,,
6359969128,7927311454,0,679196730,,,,track,,False,133.46,"LINESTRING (120.5506758 16.4429578, 120.5507013 16.442869, 120.5507013 16.442833, 120.5506906 16.442752, 120.5506396 16.442568, 120.5506544 16.4425011, 120.5506973 16.4424445, 120.5507644 16.4423867, 120.5508421 16.4423494, 120.5509628 16.4423159, 120.5511104 16.4422966, 120.5512243 16.4422863, 120.5512834 16.4422658, 120.5513349 16.4422345)",,,,
6362024618,4061339771,0,164703180,,,,unclassified,,False,15.601,"LINESTRING (120.6087014 16.4358356, 120.6088459 16.4358138)",,,,
6362024618,1556442200,0,164703180,,,,unclassified,,False,110.09100000000001,"LINESTRING (120.6087014 16.4358356, 120.6086236 16.4358485, 120.6084345 16.4358408, 120.6083306 16.4358388, 120.6082253 16.4358234, 120.6081093 16.4357977, 120.6079852 16.4357331, 120.6078775 16.4356543, 120.6078098 16.4356006, 120.6077604 16.435553)",,,,
6362024618,6115568349,0,652292367,,,,residential,,False,97.88099999999999,"LINESTRING (120.6087014 16.4358356, 120.6088967 16.4363336, 120.6089459 16.43645, 120.6090402 16.4366534)",,,,
6364467388,3806402334,0,679693162,,,,residential,,False,16.307000000000002,"LINESTRING (120.5581542 16.4903116, 120.558247 16.4903209, 120.5583061 16.4903286)",,,,
6364467390,3806402336,0,679693163,,,,residential,,False,69.85900000000001,"LINESTRING (120.557537 16.4900927, 120.5574987 16.4901763, 120.5574987 16.4901885, 120.5575021 16.4902013, 120.5575148 16.490218, 120.5575433 16.4902431, 120.5577032 16.4903737, 120.5578575 16.4904907, 120.5579168 16.4905195)",,,,
6366396486,6366396543,0,679935698,,,,track,,False,446.721,"LINESTRING (120.5457164 16.4354099, 120.5458613 16.4355051, 120.5459015 16.4355076, 120.5459632 16.4354999, 120.5460504 16.4354703, 120.5461362 16.435415, 120.5461992 16.4353648, 120.5462649 16.4352761, 120.5463736 16.435168, 120.5464071 16.4351449, 120.5464809 16.435123, 120.5465519 16.4350934, 120.5467826 16.4349802, 120.5468819 16.4349262, 120.5470884 16.4348658, 120.547138 16.4348632, 120.5471863 16.4348735, 120.5496633 16.4347937)",,,,
6366396515,3530012786,0,346479714,,,,residential,,False,72.398,"LINESTRING (120.549894 16.4353591, 120.5499081 16.4352234, 120.5499248 16.435132, 120.5499637 16.4349835, 120.5499908 16.4348767, 120.5500414 16.4347254)",,,,
6366396515,1772724150,0,346479714,,,,residential,,False,255.01200000000003,"LINESTRING (120.549894 16.4353591, 120.5498792 16.4355141, 120.5498806 16.4355809, 120.5498967 16.4356465, 120.5499215 16.4357173, 120.5499322 16.4357726, 120.5499315 16.4358041, 120.5499208 16.4358421, 120.5498953 16.4358832, 120.549843 16.4359295, 120.5497518 16.4360041, 120.5497156 16.4360504, 120.5496821 16.4361135, 120.5496633 16.4361701, 120.549662 16.4362357, 120.5496955 16.4363283, 120.5497478 16.4363887, 120.5498269 16.4364479, 120.5498967 16.4364839, 120.5499557 16.4365084, 120.5500254 16.4365534, 120.5500764 16.43661, 120.5501246 16.436682, 120.5501521 16.4367283, 120.550187 16.4367611, 120.5502232 16.4367888, 120.5502648 16.4368061, 120.5503137 16.4368061, 120.5503761 16.4367965, 120.5505276 16.4367624, 120.5506302 16.4367515, 120.5506859 16.4367573, 120.5507559 16.4367682)",,,,
6366396515,6366396543,0,679935705,,,,track,,False,70.18700000000001,"LINESTRING (120.549894 16.4353591, 120.5498752 16.4352825, 120.5498618 16.4351925, 120.5498504 16.4351475, 120.549841 16.4351198, 120.5498189 16.4350851, 120.5497498 16.435031, 120.5497397 16.4350137, 120.5497324 16.434986, 120.549727 16.4349552, 120.549725 16.4349082, 120.5497129 16.4348491, 120.5496888 16.4348207, 120.5496633 16.4347937)",,,,
