u,v,key,osmid,highway,oneway,length,geometry,lanes,name,maxspeed,access,service,ref,bridge,width,junction,tunnel
1795617732,9116206906,0,48736949,tertiary,False,18.358,"LINESTRING (123.3068105 9.3286061, 123.3067963 9.3287706)",2,Hibbard,,,,715,,,,
1795617732,9116700713,0,48736949,tertiary,False,39.033,"LINESTRING (123.3068105 9.3286061, 123.3068319 9.3282557)",2,Hibbard,,,,715,,,,
1795617732,1795617734,0,168277981,residential,False,85.992,"LINESTRING (123.3068105 9.3286061, 123.3075859 9.3287184)",,,,,,,,,,
1795617734,1795617735,0,168277981,residential,False,111.61,"LINESTRING (123.3075859 9.3287184, 123.3085929 9.3288601)",,,,,,,,,,
1795617734,1795617732,0,168277981,residential,False,85.992,"LINESTRING (123.3075859 9.3287184, 123.3068105 9.3286061)",,,,,,,,,,
1795617734,1795617728,0,168278000,residential,False,79.392,"LINESTRING (123.3075859 9.3287184, 123.3076425 9.3280066)",,,,,,,,,,
1795617734,1795617741,0,168278000,residential,False,40.698,"LINESTRING (123.3075859 9.3287184, 123.3075598 9.329083499999999)",,,,,,,,,,
1795617735,1795617730,0,168277960,residential,False,78.41,"LINESTRING (123.3085929 9.3288601, 123.3086403 9.3281565)",,,,,,,,,,
1795617735,1795617734,0,168277981,residential,False,111.61,"LINESTRING (123.3085929 9.3288601, 123.3075859 9.3287184)",,,,,,,,,,
1795617735,1795617742,0,"[168277988, 709842484]",residential,False,42.12,"LINESTRING (123.3085929 9.3288601, 123.3085756 9.3291146, 123.3084959 9.329210099999999)",,,,,,,,,,
1795617741,1795617742,0,168277988,residential,False,103.673,"LINESTRING (123.3075598 9.329083499999999, 123.3084959 9.329210099999999)",,,,,,,,,,
1795617741,1795617734,0,168278000,residential,False,40.698,"LINESTRING (123.3075598 9.329083499999999, 123.3075859 9.3287184)",,,,,,,,,,
1795617741,1795617748,0,168278000,residential,False,70.231,"LINESTRING (123.3075598 9.329083499999999, 123.307504 9.3297127)",,,,,,,,,,
1795617742,1795617741,0,168277988,residential,False,103.673,"LINESTRING (123.3084959 9.329210099999999, 123.3075598 9.329083499999999)",,,,,,,,,,
1795617742,1795617735,0,"[168277988, 709842484]",residential,False,42.12,"LINESTRING (123.3084959 9.329210099999999, 123.3085756 9.3291146, 123.3085929 9.3288601)",,,,,,,,,,
1795617742,8403620401,0,904899075,residential,False,94.932,"LINESTRING (123.3084959 9.329210099999999, 123.3087485 9.3293669, 123.3092419 9.329642099999999)",,,,,,,,,,
1795617747,1805883455,0,168277993,tertiary,False,86.024,"LINESTRING (123.3058915 9.329597, 123.3060061 9.329569100000001, 123.3066701 9.329619599999999)",2,Airport Road,,,,715,,,,
1795617747,1795617755,0,168277993,tertiary,False,127.36200000000001,"LINESTRING (123.3058915 9.329597, 123.3058366 9.3296682, 123.3058115 9.329792100000001, 123.3058445 9.3307211)",2,Airport Road,,,,715,,,,
1795617747,618604087,0,168277995,residential,False,144.206,"LINESTRING (123.3058915 9.329597, 123.3057911 9.329549, 123.305624 9.3295073, 123.3055518 9.3294608, 123.305522 9.329374, 123.3055265 9.328956700000001, 123.305101 9.328908200000001)",,G. Del Pilar,,,,,,,,
1795617748,8403620400,0,48736951,tertiary,False,192.456,"LINESTRING (123.307504 9.3297127, 123.3092395 9.3299634)",,,,,,,,,,
1795617748,618604081,0,48736951,tertiary,False,86.311,"LINESTRING (123.307504 9.3297127, 123.3067225 9.329624300000001)",,,,,,,,,,
1795617748,1795617741,0,168278000,residential,False,70.231,"LINESTRING (123.307504 9.3297127, 123.3075598 9.329083499999999)",,,,,,,,,,
1795617749,1795617750,0,168277982,residential,False,117.779,"LINESTRING (123.3041721 9.329868100000001, 123.303102 9.3299512)",,,,,,,,,,
1795617750,1797024527,0,168277982,residential,False,20.999,"LINESTRING (123.303102 9.3299512, 123.3029115 9.3299693)",,,,,,,,,,
1795617750,1795617749,0,168277982,residential,False,117.779,"LINESTRING (123.303102 9.3299512, 123.3041721 9.329868100000001)",,,,,,,,,,
1795617750,9116225484,0,168277995,residential,False,8.452,"LINESTRING (123.303102 9.3299512, 123.303094 9.329875599999999)",,G. Del Pilar,,,,,,,,
1795617755,9116206914,0,168277956,residential,False,70.022,"LINESTRING (123.3058445 9.3307211, 123.3052066 9.330739299999999)",,,,,,,,,,
1795617755,1795617758,0,168277993,tertiary,False,108.986,"LINESTRING (123.3058445 9.3307211, 123.3058879 9.3317003)",2,Airport Road,,,,715,,,,
1795617755,1795617747,0,168277993,tertiary,False,127.362,"LINESTRING (123.3058445 9.3307211, 123.3058115 9.329792100000001, 123.3058366 9.3296682, 123.3058915 9.329597)",2,Airport Road,,,,715,,,,
1795617758,9116243323,0,168277961,residential,False,31.145,"LINESTRING (123.3058879 9.3317003, 123.3056069 9.3316607)",,,,,,,,,,
1795617758,1795617755,0,168277993,tertiary,False,108.986,"LINESTRING (123.3058879 9.3317003, 123.3058445 9.3307211)",2,Airport Road,,,,715,,,,
1797024308,1797024310,0,168437344,residential,False,117.205,"LINESTRING (123.2995763 9.2986147, 123.2985219 9.298782900000001)",,,,,,,,,,
1797024308,1797024312,0,616842300,residential,False,51.778,"LINESTRING (123.2995763 9.2986147, 123.2996376 9.299076400000001)",,,,,,,,,,
1797024308,5831434991,0,168437410,residential,False,178.416,"LINESTRING (123.2995763 9.2986147, 123.299468 9.297688000000001, 123.2987961 9.297795199999999)",,,,,,,,,,
1797024310,1797024308,0,168437344,residential,False,117.205,"LINESTRING (123.2985219 9.298782900000001, 123.2995763 9.2986147)",,,,,,,,,,
1797024310,1797024313,0,168437418,residential,False,50.332,"LINESTRING (123.2985219 9.298782900000001, 123.2986156 9.299226000000001)",,,,,,,,,,
1797024310,5831434990,0,168437418,residential,False,103.583,"LINESTRING (123.2985219 9.298782900000001, 123.2984773 9.298524499999999, 123.2983335 9.2978703)",,,,,,,,,,
1797024312,1797024313,0,366929002,residential,False,113.375,"LINESTRING (123.2996376 9.299076400000001, 123.2986156 9.299226000000001)",,,,,,,,,,
1797024312,1797024308,0,616842300,residential,False,51.778,"LINESTRING (123.2996376 9.299076400000001, 123.2995763 9.2986147)",,,,,,,,,,
1797024312,1797024317,0,"[168437418, 616842300]",residential,False,167.617,"LINESTRING (123.2996376 9.299076400000001, 123.2997041 9.2995594, 123.2986831 9.299717899999999)",,,,,,,,,,
1797024313,1797024310,0,168437418,residential,False,50.332,"LINESTRING (123.2986156 9.299226000000001, 123.2985219 9.298782900000001)",,,,,,,,,,
1797024313,1797024317,0,168437418,residential,False,55.196,"LINESTRING (123.2986156 9.299226000000001, 123.2986831 9.299717899999999)",,,,,,,,,,
1797024313,1797024312,0,366929002,residential,False,113.375,"LINESTRING (123.2986156 9.299226000000001, 123.2996376 9.299076400000001)",,,,,,,,,,
1797024317,1797024313,0,168437418,residential,False,55.196,"LINESTRING (123.2986831 9.299717899999999, 123.2986156 9.299226000000001)",,,,,,,,,,
1797024317,1797024331,0,168437412,residential,False,161.219,"LINESTRING (123.2986831 9.299717899999999, 123.2985648 9.3000024, 123.298722 9.300701699999999, 123.2986757 9.301125300000001)",,,,,,,,,,
1797024317,1797024312,0,"[168437418, 616842300]",residential,False,167.617,"LINESTRING (123.2986831 9.299717899999999, 123.2997041 9.2995594, 123.2996376 9.299076400000001)",,,,,,,,,,
1797024331,8392948329,0,49037625,primary,False,14.515,"LINESTRING (123.2986757 9.301125300000001, 123.2985443 9.301110299999999)",,Jose Romero Road,,,,,,,,
1797024331,6728497110,0,49037625,primary,False,65.055,"LINESTRING (123.2986757 9.301125300000001, 123.2992651 9.3011883)",,Jose Romero Road,,,,,,,,
1797024331,1797024317,0,168437412,residential,False,161.219,"LINESTRING (123.2986757 9.301125300000001, 123.298722 9.300701699999999, 123.2985648 9.3000024, 123.2986831 9.299717899999999)",,,,,,,,,,
1797024335,8495941236,0,78136227,residential,False,55.443,"LINESTRING (123.3022497 9.3113983, 123.301775 9.311227499999999)",,,,,,,,,,
1797024335,917889967,0,78136227,residential,False,250.71299999999997,"LINESTRING (123.3022497 9.3113983, 123.3023565 9.311409100000001, 123.3025961 9.3114007, 123.3026109 9.3114028, 123.3030339 9.311551, 123.3030796 9.311555200000001, 123.3033586 9.311534099999999, 123.3034324 9.3115202, 123.3035704 9.3114904, 123.3037072 9.311434800000001, 123.3038322 9.3113495, 123.3038937 9.31128, 123.3039557 9.311190399999999, 123.3041399 9.310808700000001)",,,,,,,,,,
1797024335,2886377627,0,284934385,service,False,85.487,"LINESTRING (123.3022497 9.3113983, 123.3020459 9.3120368, 123.3020157 9.312131600000001)",,Cruztelco Road,,,,,,,,
1797024338,1797024339,0,168437357,residential,False,76.237,"LINESTRING (123.3005113 9.3114767, 123.3011243 9.3117994)",,,,,,,,,,
1797024339,1797024338,0,168437357,residential,False,76.237,"LINESTRING (123.3011243 9.3117994, 123.3005113 9.3114767)",,,,,,,,,,
1797024339,268430719,0,904059560,service,False,61.319,"LINESTRING (123.3011243 9.3117994, 123.3008727 9.312291800000001)",,,,,,,,,,
1797024339,8495941236,0,78136227,residential,False,120.267,"LINESTRING (123.3011243 9.3117994, 123.3014492 9.3111332, 123.3014663 9.311123800000001, 123.3014864 9.311123800000001, 123.301775 9.311227499999999)",,,,,,,,,,
1797024340,622291496,0,247568702,residential,False,96.45400000000001,"LINESTRING (123.2970876 9.314172599999999, 123.2973119 9.314144900000001, 123.2977213 9.3142058, 123.2979431 9.3142935)",,,,,,,,,,
1797024351,1251031991,0,24695710,tertiary,False,55.686,"LINESTRING (123.2993301 9.3152024, 123.2989101 9.3149213)",,Aldecoa Drive,,,,,,,,
1797024351,268430236,0,24695710,tertiary,False,323.714,"LINESTRING (123.2993301 9.3152024, 123.3017948 9.316802300000001)",,Aldecoa Drive,,,,,,,,
1797024351,4755026950,0,"[168437436, 109228581]",residential,False,308.17100000000005,"LINESTRING (123.2993301 9.3152024, 123.2994169 9.3151191, 123.2995315 9.3150829, 123.2999947 9.315173400000001, 123.3003111 9.315114599999999, 123.3005633 9.3151282, 123.300678 9.3150739, 123.3009845 9.314457600000001, 123.3016164 9.3147489)",,,,,,,,,,
1797024353,1249531944,0,109035607,residential,False,36.92,"LINESTRING (123.3025078 9.318778500000001, 123.3021867 9.318679299999999)",,Narra,,,,,,,,
1797024353,9116806050,0,109035607,residential,False,24.361,"LINESTRING (123.3025078 9.318778500000001, 123.3027284 9.3188032)",,Narra,,,,,,,,
1797024353,1797024355,0,168437366,residential,False,45.807,"LINESTRING (123.3025078 9.318778500000001, 123.3024175 9.3191807)",,,,,,,,,,
1797024355,1797024353,0,168437366,residential,False,45.807,"LINESTRING (123.3024175 9.3191807, 123.3025078 9.318778500000001)",,,,,,,,,,
1797024366,1249531868,0,24695628,residential,False,91.118,"LINESTRING (123.303425 9.319659400000001, 123.3034406 9.318840099999999)",2,Ipil Street,,,,,,,,
1797024366,1797024370,0,168437404,residential,False,190.63500000000002,"LINESTRING (123.303425 9.319659400000001, 123.301932 9.319718399999999, 123.3016894 9.3197022)",,Dao,,,,,,,,
1797024366,9116805011,0,709843234,residential,False,107.509,"LINESTRING (123.303425 9.319659400000001, 123.3043027 9.319708800000001, 123.3044033 9.319712300000001)",,,,,,,,,,
1797024368,1249531887,0,109078524,tertiary,False,151.403,"LINESTRING (123.3010437 9.319659, 123.3016631 9.318442299999999)",,Molave,,,,,,,,
1797024368,1797024374,0,109078524,tertiary,False,70.486,"LINESTRING (123.3010437 9.319659, 123.3008422 9.320260899999999)",,Molave,,,,,,,,
1797024368,1797024370,0,168437404,residential,False,71.014,"LINESTRING (123.3010437 9.319659, 123.3016894 9.3197022)",,Dao,,,,,,,,
1797024370,1249531944,0,168437346,residential,False,126.154,"LINESTRING (123.3016894 9.3197022, 123.3021867 9.318679299999999)",,Yakal,,,,,,,,
1797024370,1797024368,0,168437404,residential,False,71.014,"LINESTRING (123.3016894 9.3197022, 123.3010437 9.319659)",,Dao,,,,,,,,
1797024370,1797024366,0,168437404,residential,False,190.63500000000002,"LINESTRING (123.3016894 9.3197022, 123.301932 9.319718399999999, 123.303425 9.319659400000001)",,Dao,,,,,,,,
1797024374,1797024368,0,109078524,tertiary,False,70.486,"LINESTRING (123.3008422 9.320260899999999, 123.3010437 9.319659)",,Molave,,,,,,,,
1797024374,1249531922,0,109078524,tertiary,False,65.516,"LINESTRING (123.3008422 9.320260899999999, 123.3006487 9.320818299999999)",,Molave,,,,,,,,
1797024374,1797024376,0,168437369,residential,False,242.648,"LINESTRING (123.3008422 9.320260899999999, 123.303052 9.3203434)",,Kamagong,,,,,,,,
1797024376,1797024374,0,168437369,residential,False,242.648,"LINESTRING (123.303052 9.3203434, 123.3008422 9.320260899999999)",,Kamagong,,,,,,,,
1797024380,7020963912,0,168437391,service,False,8.347,"LINESTRING (123.3004025 9.321216099999999, 123.3003266 9.321211099999999)",,,,,,,,,,
1797024381,3877543183,0,168437403,service,False,13.305,"LINESTRING (123.2997487 9.3216453, 123.2998683 9.321664999999999)",,,,,driveway,,,,,
1797024381,6810330885,0,251713111,trunk,False,22.369,"LINESTRING (123.2997487 9.3216453, 123.299813 9.3214544)",2,East Rovira Drive,,,,7,,,,
1797024381,9116705196,0,251713111,trunk,False,5.32,"LINESTRING (123.2997487 9.3216453, 123.2997337 9.321690800000001)",2,East Rovira Drive,,,,7,,,,
1797024382,3877543183,0,168437403,service,False,28.733,"LINESTRING (123.3001279 9.321698899999999, 123.2998683 9.321664999999999)",,,,,driveway,,,,,
1797024382,2945115325,0,168437403,service,False,88.589,"LINESTRING (123.3001279 9.321698899999999, 123.3009311 9.3217797)",,,,,driveway,,,,,
1797024382,7020963912,0,168437391,service,False,70.723,"LINESTRING (123.3001279 9.321698899999999, 123.3001897 9.321202, 123.3003266 9.321211099999999)",,,,,,,,,,
1797024383,1797024386,0,24695621,primary,False,81.493,"LINESTRING (123.3070724 9.3218158, 123.3070517 9.322548400000001)",2,Hibbard Avenue,40,,,715,,,,
1797024383,2902277516,0,168437360,residential,False,41.456,"LINESTRING (123.3070724 9.3218158, 123.3074495 9.3218386)",,Paradise Alley,,,,,,,,
1797024383,268432500,0,24695621,primary,False,58.862,"LINESTRING (123.3070724 9.3218158, 123.3070895 9.3213542, 123.307092 9.321286799999999)",2,Hibbard Avenue,40,,,715,,,,
1797024385,9119015011,0,168437360,residential,False,10.866,"LINESTRING (123.3080082 9.3218605, 123.3079092 9.321858199999999)",,Paradise Alley,,,,,,,,
1797024386,1797024383,0,24695621,primary,False,81.493,"LINESTRING (123.3070517 9.322548400000001, 123.3070724 9.3218158)",2,Hibbard Avenue,40,,,715,,,,
1797024386,5764782127,0,24695621,primary,False,41.194,"LINESTRING (123.3070517 9.322548400000001, 123.3070195 9.322917500000001)",2,Hibbard Avenue,40,,,715,,,,
1797024386,9119036421,0,168437363,residential,False,110.116,"LINESTRING (123.3070517 9.322548400000001, 123.3079029 9.322543100000001, 123.3080148 9.322441100000001)",,,,,,,,,,
1797024389,6673062193,0,168437394,residential,False,19.544,"LINESTRING (123.3097285 9.324167900000001, 123.3095569 9.324120799999999)",,,,,,,,,,
1797024389,9119036429,0,168437394,residential,False,72.819,"LINESTRING (123.3097285 9.324167900000001, 123.3099832 9.324253300000001, 123.3101484 9.324299699999999, 123.3103686 9.3243337)",,,,,,,,,,
1797024389,9119036425,0,986529032,service,False,45.45100000000001,"LINESTRING (123.3097285 9.324167900000001, 123.3098192 9.324150299999999, 123.3099167 9.3241266, 123.3100463 9.3241096, 123.3101369 9.3241073)",,,,,,,,,,
1797024391,268434311,0,251713111,trunk,False,52.295,"LINESTRING (123.2986679 9.3244954, 123.2988787 9.3240736)",2,East Rovira Drive,,,,7,,,,
1797024391,9116705198,0,251713111,trunk,False,37.282,"LINESTRING (123.2986679 9.3244954, 123.2985174 9.324795999999999)",2,East Rovira Drive,,,,7,,,,
1797024391,1797024392,0,168437429,residential,False,164.96,"LINESTRING (123.2986679 9.3244954, 123.2991638 9.324646700000001, 123.299335 9.324662500000001, 123.2995022 9.324654600000001, 123.2998923 9.324576, 123.3001391 9.324572099999999)",,Silveria Drive,,,,,,,,
1797024392,1797024418,0,168437374,residential,False,22.822,"LINESTRING (123.3001391 9.324572099999999, 123.3001192 9.324776399999999)",,Silveria Drive,,,,,,,,
1797024392,1797024391,0,168437429,residential,False,164.96,"LINESTRING (123.3001391 9.324572099999999, 123.2998923 9.324576, 123.2995022 9.324654600000001, 123.299335 9.324662500000001, 123.2991638 9.324646700000001, 123.2986679 9.3244954)",,Silveria Drive,,,,,,,,
1797024392,8404874834,0,905034346,residential,False,113.794,"LINESTRING (123.3001391 9.324572099999999, 123.3002331 9.3245798, 123.3011726 9.324657)",,,,,,,,,,
1797024405,1795617725,0,168437422,residential,False,92.302,"LINESTRING (123.309805 9.324637900000001, 123.3089789 9.3244813)",,,,,,,,,,
1797024405,8395615611,0,168437422,residential,False,52.824,"LINESTRING (123.309805 9.324637900000001, 123.31028 9.3247152)",,,,,,,,,,
1797024405,1797024428,0,168437408,residential,False,137.599,"LINESTRING (123.309805 9.324637900000001, 123.3097459 9.3250373, 123.3089076 9.3249326)",,,,,,,,,,
1797024416,3396424446,0,24695644,tertiary,False,60.357,"LINESTRING (123.3047621 9.3246901, 123.3047605 9.3241473)",2,N. Basagoite Street,,,,,,,,
1797024416,268432483,0,24695644,tertiary,False,98.034,"LINESTRING (123.3047621 9.3246901, 123.3047702 9.325571699999999)",2,N. Basagoite Street,,,,,,,,
1797024416,8403620395,0,168437362,residential,False,129.70499999999998,"LINESTRING (123.3047621 9.3246901, 123.3058396 9.324744300000001, 123.3059424 9.324753100000001)",,,,,,,,,,
1797024418,1797024392,0,168437374,residential,False,22.822,"LINESTRING (123.3001192 9.324776399999999, 123.3001391 9.324572099999999)",,Silveria Drive,,,,,,,,
1797024418,1797024424,0,168437395,residential,False,31.919,"LINESTRING (123.3001192 9.324776399999999, 123.3004082 9.3248091)",,Silveria Drive,,,,,,,,
1797024418,8404874835,0,905034347,residential,False,100.664,"LINESTRING (123.3001192 9.324776399999999, 123.3000742 9.3256806)",,,,,,,,,,
1797024420,1797024444,0,24695621,primary,False,56.756,"LINESTRING (123.3069612 9.3248408, 123.30695 9.325351100000001)",2,Hibbard Avenue,40,,,715,,,,
1797024420,8403620395,0,168437362,residential,False,112.213,"LINESTRING (123.3069612 9.3248408, 123.3059424 9.324753100000001)",,,,,,,,,,
1797024420,6673062185,0,24695621,primary,False,60.969,"LINESTRING (123.3069612 9.3248408, 123.3069631 9.324782900000001, 123.306985 9.324293000000001)",2,Hibbard Avenue,40,,,715,,,,
1797024424,1797024418,0,168437395,residential,False,31.919,"LINESTRING (123.3004082 9.3248091, 123.3001192 9.324776399999999)",,Silveria Drive,,,,,,,,
1797024424,8404874836,0,905034348,residential,False,83.845,"LINESTRING (123.3004082 9.3248091, 123.3003854 9.3255628)",,,,,,,,,,
1797024424,7055936885,0,"[755361146, 168437395]","['residential', 'footway']",False,129.696,"LINESTRING (123.3004082 9.3248091, 123.3011359 9.3248864, 123.3011296 9.3253305)",,Silveria Drive,,,,,,,,
1797024428,1795617725,0,168278022,residential,False,50.789,"LINESTRING (123.3089076 9.3249326, 123.3089789 9.3244813)",,,,,,,,,,
1797024428,1795617725,1,"[168437408, 168437422]",residential,False,250.97000000000003,"LINESTRING (123.3089076 9.3249326, 123.3080483 9.324809699999999, 123.3080308 9.324783099999999, 123.3080231 9.324733999999999, 123.3080387 9.3243522, 123.3089789 9.3244813)",,,,,,,,,,
1797024428,9119036441,0,168278022,residential,False,22.063,"LINESTRING (123.3089076 9.3249326, 123.3088797 9.3251291)",,,,,,,,,,
1797024428,1797024405,0,168437408,residential,False,137.599,"LINESTRING (123.3089076 9.3249326, 123.3097459 9.3250373, 123.309805 9.324637900000001)",,,,,,,,,,
1797024432,1797024439,0,168437380,residential,False,58.645,"LINESTRING (123.3083452 9.3250925, 123.308874 9.3251691)",,,,,,,,,,
1797024439,9119036441,0,168278022,residential,False,4.492,"LINESTRING (123.308874 9.3251691, 123.3088797 9.3251291)",,,,,,,,,,
1797024439,9119036443,0,168278022,residential,False,16.244,"LINESTRING (123.308874 9.3251691, 123.3088568 9.325314199999999)",,,,,,,,,,
1797024439,1797024432,0,168437380,residential,False,58.645,"LINESTRING (123.308874 9.3251691, 123.3083452 9.3250925)",,,,,,,,,,
1797024444,1797024420,0,24695621,primary,False,56.756,"LINESTRING (123.30695 9.325351100000001, 123.3069612 9.3248408)",2,Hibbard Avenue,40,,,715,,,,
1797024444,1797024450,0,24695621,primary,False,45.206,"LINESTRING (123.30695 9.325351100000001, 123.3069267 9.325756999999999)",2,Hibbard Avenue,40,,,715,,,,
1797024444,9119036449,0,168437401,residential,False,155.975,"LINESTRING (123.30695 9.325351100000001, 123.3078989 9.3254821, 123.3079981 9.325489299999999, 123.3080755 9.325483800000001, 123.3081146 9.3254702, 123.3081295 9.3254419, 123.3081409 9.3252325)",,,,,,,,,,
1797024444,8661947895,0,168437401,residential,False,161.29399999999998,"LINESTRING (123.30695 9.325351100000001, 123.3064324 9.3253054, 123.3059777 9.3252697, 123.3059295 9.325265699999999, 123.305902 9.325268700000001, 123.3058812 9.3252895, 123.3058745 9.325321300000001, 123.3058745 9.3255198, 123.3058664 9.325672000000001)",,,,,,,,,,
1797024450,1797024444,0,24695621,primary,False,45.206,"LINESTRING (123.3069267 9.325756999999999, 123.30695 9.325351100000001)",2,Hibbard Avenue,40,,,715,,,,
1797024450,1797024461,0,24695621,primary,False,59.05,"LINESTRING (123.3069267 9.325756999999999, 123.3069071 9.3262877)",2,Hibbard Avenue,40,,,715,,,,
1797024450,1797024454,0,168437339,residential,False,99.446,"LINESTRING (123.3069267 9.325756999999999, 123.3078224 9.325893499999999)",,,,,,,,,,
1797024452,8404769964,0,168437435,residential,False,76.79599999999999,"LINESTRING (123.3019162 9.325741499999999, 123.3019531 9.3259393, 123.3019664 9.3261395, 123.3019494 9.326427900000001)",,,,,,,,,,
1797024452,268435197,0,168437435,residential,False,191.115,"LINESTRING (123.3019162 9.325741499999999, 123.3018914 9.3256058, 123.3018847 9.325478800000001, 123.3018726 9.3254073, 123.3018406 9.3253111, 123.3018365 9.325084500000001, 123.3018223 9.325047400000001, 123.3017965 9.3250151, 123.3015802 9.324860299999999, 123.3015655 9.3248052, 123.3015802 9.324248000000001, 123.301595 9.324215000000001, 123.3016393 9.3241763)",,,,,,,,,,
1797024452,8661946970,0,934651964,service,False,13.992999999999999,"LINESTRING (123.3019162 9.325741499999999, 123.3018686 9.325744800000001, 123.3017888 9.3257461)",,,,,,,,,,
1797024454,1797024450,0,168437339,residential,False,99.446,"LINESTRING (123.3078224 9.325893499999999, 123.3069267 9.325756999999999)",,,,,,,,,,
1797024456,1797024493,0,168437351,residential,False,121.822,"LINESTRING (123.30381 9.326112500000001, 123.303723 9.327204699999999)",,,,,,,,,,
1797024457,9119036448,0,168278022,residential,False,48.814,"LINESTRING (123.3087623 9.326141, 123.3088124 9.3257048)",,,,,,,,,,
1797024457,9119036457,0,168278022,residential,False,7.996,"LINESTRING (123.3087623 9.326141, 123.3087521 9.326212200000001)",,,,,,,,,,
1797024457,8661968173,0,168437413,residential,False,116.658,"LINESTRING (123.3087623 9.326141, 123.3096305 9.3263262, 123.3097946 9.326385999999999)",,South Sea Drive,,,,,,,,
1797024461,1797024450,0,24695621,primary,False,59.05,"LINESTRING (123.3069071 9.3262877, 123.3069267 9.325756999999999)",2,Hibbard Avenue,40,,,715,,,,
1797024461,9116707517,0,24695621,primary,False,33.058,"LINESTRING (123.3069071 9.3262877, 123.3068961 9.326584799999999)",2,Hibbard Avenue,40,,,715,,,,
1797024461,1797024463,0,168437387,residential,False,84.928,"LINESTRING (123.3069071 9.3262877, 123.3076775 9.3263613)",,,,,,,,,,
1797024463,1797024461,0,168437387,residential,False,84.928,"LINESTRING (123.3076775 9.3263613, 123.3069071 9.3262877)",,,,,,,,,,
1797024465,9119036469,0,168437413,residential,False,35.678,"LINESTRING (123.3103981 9.3265081, 123.3100917 9.326400700000001)",,South Sea Drive,,,,,,,,
1797024465,1797024471,0,168437413,residential,False,15.698,"LINESTRING (123.3103981 9.3265081, 123.3105343 9.3265513)",,South Sea Drive,,,,,,,,
1797024465,9119036432,0,986529033,service,False,24.631,"LINESTRING (123.3103981 9.3265081, 123.3103285 9.326718700000001)",,,,,,,,,,
1797024469,1797024497,0,168437379,service,False,104.401,"LINESTRING (123.3043358 9.3263608, 123.3042801 9.3272318, 123.3042687 9.327297)",,,,,driveway,,,,,
1797024471,1797024465,0,168437413,residential,False,15.698,"LINESTRING (123.3105343 9.3265513, 123.3103981 9.3265081)",,South Sea Drive,,,,,,,,
1797024472,2945115883,0,168437392,residential,False,5.602,"LINESTRING (123.3006653 9.3266627, 123.3006526 9.3267115)",,,,,,,,,,
1797024472,6810330305,0,291045656,primary,True,42.196,"LINESTRING (123.3006653 9.3266627, 123.3010438 9.326729800000001)",2,E. Rovira,,,,,,,,
1797024477,9116707517,0,24695621,primary,False,23.388,"LINESTRING (123.3068884 9.326795000000001, 123.3068961 9.326584799999999)",2,Hibbard Avenue,40,,,715,,,,
1797024477,1797024490,0,24695621,primary,False,32.791,"LINESTRING (123.3068884 9.326795000000001, 123.3068775 9.3270897)",2,Hibbard Avenue,40,,,715,,,,
1797024477,9116700708,0,168437361,residential,False,113.572,"LINESTRING (123.3068884 9.326795000000001, 123.3064972 9.326757799999999, 123.305861 9.326672500000001)",,,,,,,,,,
1797024479,2945115891,0,168437415,residential,False,6.344,"LINESTRING (123.301692 9.326844700000001, 123.3016945 9.326901700000001)",,Vida Urazaga,,,,,,,,
1797024479,1797024480,0,291045656,primary,True,24.737,"LINESTRING (123.301692 9.326844700000001, 123.3019139 9.326884)",2,E. Rovira,,,,,,,,
1797024480,9116707527,0,291045656,primary,True,60.2,"LINESTRING (123.3019139 9.326884, 123.3024539 9.326979700000001)",2,E. Rovira,,,,,,,,
1797024480,8404769964,0,168437435,residential,False,50.867999999999995,"LINESTRING (123.3019139 9.326884, 123.3019425 9.3265441, 123.3019494 9.326427900000001)",,,,,,,,,,
1797024484,1797024501,0,168437420,residential,False,66.524,"LINESTRING (123.3056911 9.327014500000001, 123.3058483 9.327592299999999)",,,,,,,,,,
1797024484,1797024490,0,168437420,residential,False,130.782,"LINESTRING (123.3056911 9.327014500000001, 123.3061166 9.3270021, 123.3065812 9.3270632, 123.3068775 9.3270897)",,,,,,,,,,
1797024484,3710061133,0,367037207,service,False,32.048,"LINESTRING (123.3056911 9.327014500000001, 123.3056262 9.3269108, 123.3056017 9.3268427, 123.3056438 9.3267583)",,,,,driveway,,,,,
1797024490,1797024477,0,24695621,primary,False,32.791,"LINESTRING (123.3068775 9.3270897, 123.3068884 9.326795000000001)",2,Hibbard Avenue,40,,,715,,,,
1797024490,9116707519,0,24695621,primary,False,48.994,"LINESTRING (123.3068775 9.3270897, 123.3068675 9.3275302)",2,Hibbard Avenue,40,,,715,,,,
1797024490,1797024484,0,168437420,residential,False,130.782,"LINESTRING (123.3068775 9.3270897, 123.3065812 9.3270632, 123.3061166 9.3270021, 123.3056911 9.327014500000001)",,,,,,,,,,
1797024493,1797024456,0,168437351,residential,False,121.822,"LINESTRING (123.303723 9.327204699999999, 123.30381 9.326112500000001)",,,,,,,,,,
1797024493,8403623621,0,291045656,primary,True,20.792,"LINESTRING (123.303723 9.327204699999999, 123.3039095 9.327237800000001)",2,E. Rovira,,,,,,,,
1797024497,268430466,0,291045656,primary,True,58.137,"LINESTRING (123.3042687 9.327297, 123.3047894 9.3273937)",2,E. Rovira,,,,,,,,
1797024497,1797024469,0,168437379,service,False,104.401,"LINESTRING (123.3042687 9.327297, 123.3042801 9.3272318, 123.3043358 9.3263608)",,,,,driveway,,,,,
