u,v,key,osmid,highway,oneway,length,geometry,lanes,name,maxspeed,access,service,ref,bridge,width,junction,tunnel
6728497449,3746795187,0,371053929,residential,False,13.027,"LINESTRING (123.2978885 9.3049654, 123.2977754 9.305001000000001)",,Riverside Road,,,,,,,,
6728497449,3746795186,0,371053929,residential,False,36.262,"LINESTRING (123.2978885 9.3049654, 123.2982033 9.304866199999999)",,Riverside Road,,,,,,,,
6728497449,6728497452,0,"[715998918, 715998919]",path,False,116.053,"LINESTRING (123.2978885 9.3049654, 123.2978822 9.3049496, 123.2980612 9.304888399999999, 123.2988635 9.304608500000001)",,,,,,,,,,
6728497452,6728497448,0,715998917,steps,False,5.118,"LINESTRING (123.2988635 9.304608500000001, 123.2988461 9.304565800000001)",,,,,,,,,,
6728497452,6728497449,0,"[715998918, 715998919]",path,False,116.053,"LINESTRING (123.2988635 9.304608500000001, 123.2980612 9.304888399999999, 123.2978822 9.3049496, 123.2978885 9.3049654)",,,,,,,,,,
6728497452,6728497443,0,715998919,path,False,103.59,"LINESTRING (123.2988635 9.304608500000001, 123.2992065 9.304491000000001, 123.2994395 9.3044086, 123.2997539 9.304299)",,,,,,,,,,
6728497455,6728497443,0,715998919,path,False,14.642,"LINESTRING (123.2998797 9.304255100000001, 123.2997539 9.304299)",,,,,,,,,,
6728497594,6678172942,0,109078523,tertiary,False,12.109,"LINESTRING (123.301453 9.304433899999999, 123.3015631 9.304441300000001)",2,Colon Extension,,,,,,,,
6728497594,6737669593,0,109078523,tertiary,False,20.644,"LINESTRING (123.301453 9.304433899999999, 123.301375 9.304430999999999, 123.301265 9.304426899999999)",2,Colon Extension,,,,,,,,
6728497594,6728497596,0,715998942,service,False,77.41,"LINESTRING (123.301453 9.304433899999999, 123.301485 9.304496, 123.3015474 9.304793, 123.3015715 9.305115300000001)",,,,,,,,,,
6728497596,6728497594,0,715998942,service,False,77.41,"LINESTRING (123.3015715 9.305115300000001, 123.3015474 9.304793, 123.301485 9.304496, 123.301453 9.304433899999999)",,,,,,,,,,
6728497613,268433889,0,109035608,secondary,False,75.311,"LINESTRING (123.299019 9.306505400000001, 123.2983356 9.306443)",2,Dr. Vicente Locsin,,,,,,,,
6728497613,6687160539,0,109035608,secondary,False,71.583,"LINESTRING (123.299019 9.306505400000001, 123.2991442 9.306516800000001, 123.2995302 9.306544499999999, 123.2996691 9.3065582)",2,Dr. Vicente Locsin,,,,,,,,
6728497613,6728497615,0,715998946,service,False,56.013000000000005,"LINESTRING (123.299019 9.306505400000001, 123.2989933 9.3067194, 123.2990402 9.3070039)",,,,,,,,,,
6728497615,6728497613,0,715998946,service,False,56.013000000000005,"LINESTRING (123.2990402 9.3070039, 123.2989933 9.3067194, 123.299019 9.306505400000001)",,,,,,,,,,
6737669593,6678172949,0,109078523,tertiary,False,40.74,"LINESTRING (123.301265 9.304426899999999, 123.300894 9.304413)",2,Colon Extension,,,,,,,,
6737669593,6737669594,0,717432431,service,False,38.134,"LINESTRING (123.301265 9.304426899999999, 123.3011571 9.3041009)",,,,,,,,,,
6737669593,6728497594,0,109078523,tertiary,False,20.644,"LINESTRING (123.301265 9.304426899999999, 123.301375 9.304430999999999, 123.301453 9.304433899999999)",2,Colon Extension,,,,,,,,
6737669594,6737669593,0,717432431,service,False,38.134,"LINESTRING (123.3011571 9.3041009, 123.301265 9.304426899999999)",,,,,,,,,,
6737669672,6737669684,0,717432446,path,False,73.27000000000001,"LINESTRING (123.3017962 9.30297, 123.3018049 9.302871700000001, 123.3017603 9.302869100000001, 123.3017563 9.302810900000001, 123.301714 9.302665299999999, 123.3015236 9.3026143, 123.3014106 9.302620299999999)",,,,,,,,,,
6737669683,6737669684,0,717432447,path,False,22.087,"LINESTRING (123.3013891 9.3024228, 123.3014106 9.302620299999999)",,,,,,,,,,
6737669684,6737669683,0,717432447,path,False,22.087,"LINESTRING (123.3014106 9.302620299999999, 123.3013891 9.3024228)",,,,,,,,,,
6737669684,6737669685,0,717432447,path,False,7.002,"LINESTRING (123.3014106 9.302620299999999, 123.3013875 9.302678999999999)",,,,,,,,,,
6737669684,6737669672,0,717432446,path,False,73.27,"LINESTRING (123.3014106 9.302620299999999, 123.3015236 9.3026143, 123.301714 9.302665299999999, 123.3017563 9.302810900000001, 123.3017603 9.302869100000001, 123.3018049 9.302871700000001, 123.3017962 9.30297)",,,,,,,,,,
6737669685,6737669684,0,717432447,path,False,7.002,"LINESTRING (123.3013875 9.302678999999999, 123.3014106 9.302620299999999)",,,,,,,,,,
6737669685,6678172939,0,"[710389393, 717819291, 717432445]","['residential', 'path']",False,234.396,"LINESTRING (123.3013875 9.302678999999999, 123.3013901 9.3028046, 123.3014103 9.3029002, 123.3015283 9.3029101, 123.3014854 9.3030233, 123.3014612 9.303141399999999, 123.3014716 9.3031804, 123.3015789 9.303416, 123.3016138 9.303447800000001, 123.3017734 9.303490099999999, 123.301825 9.3036516, 123.3017714 9.3037283, 123.3017466 9.303793900000001, 123.3017553 9.3038665, 123.3018657 9.3043257, 123.3018884 9.3044642)",1,,,,,,,,,
6737669685,6737669689,0,717432447,path,False,21.635,"LINESTRING (123.3013875 9.302678999999999, 123.3013164 9.3026731, 123.3012906 9.3026769, 123.3012505 9.3026769, 123.3011954 9.3026544)",,,,,,,,,,
6737669689,6737669685,0,717432447,path,False,21.635,"LINESTRING (123.3011954 9.3026544, 123.3012505 9.3026769, 123.3012906 9.3026769, 123.3013164 9.3026731, 123.3013875 9.302678999999999)",,,,,,,,,,
6737669987,6678199108,0,287499852,tertiary,False,35.096,"LINESTRING (123.3023231 9.305970500000001, 123.3026427 9.305982500000001)",2,Dr. Miciano Road,,,,,,,,
6737669987,268434118,0,287499852,tertiary,False,65.794,"LINESTRING (123.3023231 9.305970500000001, 123.3020758 9.3059612, 123.301724 9.305975800000001)",2,Dr. Miciano Road,,,,,,,,
6737669987,6737669989,0,717432508,path,False,25.326,"LINESTRING (123.3023231 9.305970500000001, 123.3023264 9.3061329, 123.302346 9.306195300000001)",,,,,,,,,,
6737669989,6737669987,0,717432508,path,False,25.326,"LINESTRING (123.302346 9.306195300000001, 123.3023264 9.3061329, 123.3023231 9.305970500000001)",,,,,,,,,,
6741801392,6741801394,0,717842626,path,False,52.085,"LINESTRING (123.3003188 9.303880899999999, 123.3001278 9.3039454, 123.2998713 9.304036999999999)",,,,,,,,,,
6741801394,6678154454,0,230920944,tertiary,False,5.189,"LINESTRING (123.2998713 9.304036999999999, 123.2998489 9.3039959)",2,Colon Extension,,,,,,,,
6741801394,3746795185,0,"[230920944, 109078523, 230920952, 711240918]",tertiary,False,28.575,"LINESTRING (123.2998713 9.304036999999999, 123.299883 9.304058599999999, 123.2999462 9.304145999999999, 123.300016 9.304231700000001, 123.3000286 9.304240399999999)","['2', '1']",Colon Extension,,yes,,,yes,,,
6741801394,6741801392,0,717842626,path,False,52.085,"LINESTRING (123.2998713 9.304036999999999, 123.3001278 9.3039454, 123.3003188 9.303880899999999)",,,,,,,,,,
6741801600,6728493738,0,717842671,path,False,54.388999999999996,"LINESTRING (123.3010287 9.303560600000001, 123.3009835 9.3034269, 123.3009285 9.3034398, 123.3008949 9.3033181, 123.3008453 9.303257500000001, 123.3008296 9.3031705)",,,,,,,,,,
6741844754,6741844756,0,717849451,service,False,64.053,"LINESTRING (123.2975623 9.3061159, 123.2977729 9.3060834, 123.2978178 9.3064464)",,,,,,,,,,
6741844756,6678219544,0,42977626,secondary,False,16.273,"LINESTRING (123.2978178 9.3064464, 123.2976695 9.3064467)",2,Larena Drive,,,,,,,,
6741844756,6687160551,0,42977626,secondary,False,9.931,"LINESTRING (123.2978178 9.3064464, 123.2979083 9.3064462)",2,Larena Drive,,,,,,,,
6741844756,6741844754,0,717849451,service,False,64.053,"LINESTRING (123.2978178 9.3064464, 123.2977729 9.3060834, 123.2975623 9.3061159)",,,,,,,,,,
6741859462,6741859539,0,710383830,residential,False,5.258,"LINESTRING (123.2990582 9.303247000000001, 123.2990317 9.303286399999999)",,Riverside Interior Road,,,,,,,,
6741859462,268429443,0,710383830,residential,False,55.422,"LINESTRING (123.2990582 9.303247000000001, 123.2990735 9.303224200000001, 123.2991139 9.303215, 123.2992122 9.3032284, 123.2993072 9.303217200000001, 123.2993685 9.303180899999999, 123.2994154 9.3031598, 123.2995312 9.303137700000001)",,Riverside Interior Road,,,,,,,,
6741859462,8392839123,0,717849522,residential,False,35.987,"LINESTRING (123.2990582 9.303247000000001, 123.2990251 9.3032261, 123.2989785 9.3032152, 123.2989396 9.3032231, 123.2989252 9.3032284, 123.2989031 9.303251599999999, 123.2988826 9.3032678, 123.2987639 9.3033128)",,,,,,,,,,
6741859539,6741859462,0,710383830,residential,False,5.258,"LINESTRING (123.2990317 9.303286399999999, 123.2990582 9.303247000000001)",,Riverside Interior Road,,,,,,,,
6741859539,6741859763,0,710383830,residential,False,108.917,"LINESTRING (123.2990317 9.303286399999999, 123.2990053 9.3033406, 123.298953 9.3034686, 123.2988549 9.3037166, 123.2987993 9.303747299999999, 123.2984888 9.303804, 123.2983468 9.3037919)",,Riverside Interior Road,,,,,,,,
6741859539,6741859540,0,717849534,service,False,21.639,"LINESTRING (123.2990317 9.303286399999999, 123.2990804 9.303323000000001, 123.2991255 9.3034496)",,,,,,,,,,
6741859540,6741859539,0,717849534,service,False,21.639,"LINESTRING (123.2991255 9.3034496, 123.2990804 9.303323000000001, 123.2990317 9.303286399999999)",,,,,,,,,,
6741859691,6741859692,0,717849568,path,False,55.118,"LINESTRING (123.2974467 9.303936200000001, 123.2974557 9.303777999999999, 123.2975465 9.303788600000001, 123.2977172 9.3038116, 123.2977946 9.303821299999999)",,,,,,,,,,
6741859691,6741859868,0,"[717849609, 717849580, 717849590]","['residential', 'footway', 'path']",False,106.88900000000001,"LINESTRING (123.2974467 9.303936200000001, 123.2979723 9.303956700000001, 123.2980324 9.303961899999999, 123.2980746 9.3039735, 123.2982109 9.3039901, 123.298223 9.303992900000001, 123.298312 9.304043699999999, 123.2983997 9.304069)",,,,,,,,,,
6741859691,6741859749,0,"[717849580, 710383829]",residential,False,286.156,"LINESTRING (123.2974467 9.303936200000001, 123.2974101 9.3039348, 123.296995 9.3037945, 123.2966785 9.3046363, 123.2967906 9.305066800000001, 123.2975225 9.304824099999999)",,Riverside Road,,,,,,,,
6741859692,6741859691,0,717849568,path,False,55.118,"LINESTRING (123.2977946 9.303821299999999, 123.2977172 9.3038116, 123.2975465 9.303788600000001, 123.2974557 9.303777999999999, 123.2974467 9.303936200000001)",,,,,,,,,,
6741859749,6741859850,0,710383829,residential,False,83.598,"LINESTRING (123.2975225 9.304824099999999, 123.2982441 9.304582999999999)",,Riverside Road,,,,,,,,
6741859749,6741859691,0,"[717849580, 710383829]",residential,False,286.156,"LINESTRING (123.2975225 9.304824099999999, 123.2967906 9.305066800000001, 123.2966785 9.3046363, 123.296995 9.3037945, 123.2974101 9.3039348, 123.2974467 9.303936200000001)",,Riverside Road,,,,,,,,
6741859749,8392768561,0,717849581,residential,False,103.247,"LINESTRING (123.2975225 9.304824099999999, 123.2975623 9.304179700000001, 123.2975771 9.3041505, 123.2976146 9.30414, 123.2978292 9.3041439)",,,,,,,,,,
6741859763,6741859539,0,710383830,residential,False,108.917,"LINESTRING (123.2983468 9.3037919, 123.2984888 9.303804, 123.2987993 9.303747299999999, 123.2988549 9.3037166, 123.298953 9.3034686, 123.2990053 9.3033406, 123.2990317 9.303286399999999)",,Riverside Interior Road,,,,,,,,
6741859848,6741859849,0,717849604,service,False,18.979,"LINESTRING (123.2982468 9.3043368, 123.2981236 9.304217)",,,,,,,,,,
6741859848,6741859850,0,717849605,residential,False,27.378,"LINESTRING (123.2982468 9.3043368, 123.2982441 9.304582999999999)",,,,,,,,,,
6741859848,6741859851,0,717849605,residential,False,11.298,"LINESTRING (123.2982468 9.3043368, 123.2982479 9.304235200000001)",,,,,,,,,,
6741859849,6741859848,0,717849604,service,False,18.979,"LINESTRING (123.2981236 9.304217, 123.2982468 9.3043368)",,,,,,,,,,
6741859850,6741859749,0,710383829,residential,False,83.598,"LINESTRING (123.2982441 9.304582999999999, 123.2975225 9.304824099999999)",,Riverside Road,,,,,,,,
6741859850,6741859854,0,710383829,residential,False,29.716,"LINESTRING (123.2982441 9.304582999999999, 123.2985006 9.3044973)",,Riverside Road,,,,,,,,
6741859850,6741859848,0,717849605,residential,False,27.378,"LINESTRING (123.2982441 9.304582999999999, 123.2982468 9.3043368)",,,,,,,,,,
6741859851,6741859848,0,717849605,residential,False,11.298,"LINESTRING (123.2982479 9.304235200000001, 123.2982468 9.3043368)",,,,,,,,,,
6741859852,6741859860,0,717849606,footway,False,27.636,"LINESTRING (123.2987715 9.3042391, 123.2985421 9.3041912, 123.2985443 9.3041742)",,,,,,,,,,
6741859852,6741859871,0,717849611,path,False,19.025,"LINESTRING (123.2987715 9.3042391, 123.2988307 9.304302699999999, 123.2988905 9.304363499999999)",,,,,,,,,,
6741859852,6741859868,0,"[717849610, 717849611]",path,False,49.881,"LINESTRING (123.2987715 9.3042391, 123.2987043 9.304166800000001, 123.2986419 9.3041059, 123.2984924 9.304032100000001, 123.2984501 9.304045, 123.2983997 9.304069)",,,,,,,,,,
6741859854,6741859850,0,710383829,residential,False,29.716,"LINESTRING (123.2985006 9.3044973, 123.2982441 9.304582999999999)",,Riverside Road,,,,,,,,
6741859854,6741859871,0,710383829,residential,False,45.302,"LINESTRING (123.2985006 9.3044973, 123.2987915 9.304400100000001, 123.2988905 9.304363499999999)",,Riverside Road,,,,,,,,
6741859854,6741859860,0,717849608,footway,False,37.349,"LINESTRING (123.2985006 9.3044973, 123.2984965 9.3044048, 123.2984952 9.3043385, 123.2985007 9.304257700000001, 123.2985135 9.3042126, 123.2985247 9.304195200000001, 123.2985443 9.3041742)",,,,,,,,,,
6741859860,6741859852,0,717849606,footway,False,27.636,"LINESTRING (123.2985443 9.3041742, 123.2985421 9.3041912, 123.2987715 9.3042391)",,,,,,,,,,
6741859860,6741859868,0,"[717849606, 717849607]",footway,False,21.125,"LINESTRING (123.2985443 9.3041742, 123.2985467 9.304154499999999, 123.298522 9.304141400000001, 123.2984692 9.3041219, 123.298433 9.304090499999999, 123.2983997 9.304069)",,,,,,,,,,
6741859860,6741859854,0,717849608,footway,False,37.349,"LINESTRING (123.2985443 9.3041742, 123.2985247 9.304195200000001, 123.2985135 9.3042126, 123.2985007 9.304257700000001, 123.2984952 9.3043385, 123.2984965 9.3044048, 123.2985006 9.3044973)",,,,,,,,,,
6741859868,6741859860,0,"[717849606, 717849607]",footway,False,21.124999999999996,"LINESTRING (123.2983997 9.304069, 123.298433 9.304090499999999, 123.2984692 9.3041219, 123.298522 9.304141400000001, 123.2985467 9.304154499999999, 123.2985443 9.3041742)",,,,,,,,,,
6741859868,6741859691,0,"[717849609, 717849580, 717849590]","['residential', 'path', 'footway']",False,106.88900000000001,"LINESTRING (123.2983997 9.304069, 123.298312 9.304043699999999, 123.298223 9.303992900000001, 123.2982109 9.3039901, 123.2980746 9.3039735, 123.2980324 9.303961899999999, 123.2979723 9.303956700000001, 123.2974467 9.303936200000001)",,,,,,,,,,
6741859868,6741859852,0,"[717849610, 717849611]",path,False,49.881,"LINESTRING (123.2983997 9.304069, 123.2984501 9.304045, 123.2984924 9.304032100000001, 123.2986419 9.3041059, 123.2987043 9.304166800000001, 123.2987715 9.3042391)",,,,,,,,,,
6741859871,6678154455,0,710383829,residential,False,50.952,"LINESTRING (123.2988905 9.304363499999999, 123.2993253 9.304202699999999)",,Riverside Road,,,,,,,,
6741859871,6741859854,0,710383829,residential,False,45.302,"LINESTRING (123.2988905 9.304363499999999, 123.2987915 9.304400100000001, 123.2985006 9.3044973)",,Riverside Road,,,,,,,,
6741859871,6741859852,0,717849611,path,False,19.025,"LINESTRING (123.2988905 9.304363499999999, 123.2988307 9.304302699999999, 123.2987715 9.3042391)",,,,,,,,,,
6741859913,6741859915,0,717849621,service,False,15.733,"LINESTRING (123.2994908 9.303993699999999, 123.2994995 9.3040579, 123.2995287 9.304129)",,,,,,,,,,
6741859915,6678154455,0,710383829,residential,False,23.776,"LINESTRING (123.2995287 9.304129, 123.2993253 9.304202699999999)",,Riverside Road,,,,,,,,
6741859915,6678154454,0,710383829,residential,False,38.136,"LINESTRING (123.2995287 9.304129, 123.2996846 9.3040685, 123.2998489 9.3039959)",,Riverside Road,,,,,,,,
6741859915,6741859913,0,717849621,service,False,15.733,"LINESTRING (123.2995287 9.304129, 123.2994995 9.3040579, 123.2994908 9.303993699999999)",,,,,,,,,,
6758611116,268431020,0,168277978,secondary,False,36.935,"LINESTRING (123.2751632 9.324962899999999, 123.2754995 9.3249485)",,,,,,,,,,
6758611116,1805883428,0,168277978,secondary,False,44.255,"LINESTRING (123.2751632 9.324962899999999, 123.2747605 9.324985099999999)",,,,,,,,,,
6758611116,6758611117,0,720100375,residential,False,81.715,"LINESTRING (123.2751632 9.324962899999999, 123.2753992 9.3256599)",,,,,,,,,,
6758611117,6758611116,0,720100375,residential,False,81.715,"LINESTRING (123.2753992 9.3256599, 123.2751632 9.324962899999999)",,,,,,,,,,
6758611118,6758611120,0,720100376,residential,False,70.393,"LINESTRING (123.2761596 9.3241356, 123.2761972 9.324262600000001, 123.2763326 9.324745200000001)",,,,,,,,,,
6758611120,9116284369,0,168277978,secondary,False,30.648,"LINESTRING (123.2763326 9.324745200000001, 123.2765983 9.3246602)",,,,,,,,,,
6758611120,268431609,0,168277978,secondary,False,17.459,"LINESTRING (123.2763326 9.324745200000001, 123.2761811 9.3247932)",,,,,,,,,,
6758611120,6758611118,0,720100376,residential,False,70.393,"LINESTRING (123.2763326 9.324745200000001, 123.2761972 9.324262600000001, 123.2761596 9.3241356)",,,,,,,,,,
6758611124,2585406163,0,720100378,residential,False,43.678999999999995,"LINESTRING (123.2949806 9.326708200000001, 123.2947903 9.3267267, 123.2946762 9.3267294, 123.2945839 9.3267381)",,,,,,,,,,
6758611127,2585463058,0,720100379,residential,False,171.25400000000002,"LINESTRING (123.2944239 9.3283234, 123.2943941 9.3287812, 123.2943793 9.328988300000001, 123.2943919 9.3292438, 123.2943785 9.3295005, 123.2943866 9.329568, 123.2944295 9.3296884, 123.2944402 9.329722800000001, 123.2944436 9.3298521)",,,,,,,,,,
6758611131,6711066822,0,"[713806669, 720100381]",residential,False,180.018,"LINESTRING (123.2625943 9.316830400000001, 123.2630642 9.3170246, 123.2630455 9.3176834, 123.2630384 9.3181405)",,,,,,,,,,
6758611132,6758611133,0,720100382,residential,False,20.127,"LINESTRING (123.2813966 9.304183200000001, 123.2812135 9.3041938)",,,,,,,,,,
6758611133,6715697361,0,720100382,residential,False,25.884,"LINESTRING (123.2812135 9.3041938, 123.2809778 9.304202999999999)",,,,,,,,,,
6758611133,6758611132,0,720100382,residential,False,20.127,"LINESTRING (123.2812135 9.3041938, 123.2813966 9.304183200000001)",,,,,,,,,,
6758611133,1805897984,0,169424426,residential,False,89.743,"LINESTRING (123.2812135 9.3041938, 123.2812112 9.304147800000001, 123.2812309 9.3034798, 123.2812462 9.3033883)",,,,,,,,,,
6758611135,1805898022,0,"[714441131, 720100383]",track,False,131.482,"LINESTRING (123.2844221 9.305242099999999, 123.2849532 9.305199699999999, 123.2851051 9.3051298, 123.2852581 9.305125500000001, 123.2854263 9.3051034, 123.2856013 9.305100400000001)",,,,,,,,,,
6774511190,6774511195,0,722214992,track,False,247.437,"LINESTRING (123.2641464 9.304860100000001, 123.2645528 9.3049281, 123.2651121 9.3050183, 123.2656863 9.305078999999999, 123.2660779 9.3051195, 123.2663811 9.305149999999999)",,,,,,,,,,
6774511195,9116122387,0,169422952,track,False,392.19999999999993,"LINESTRING (123.2663811 9.305149999999999, 123.2663205 9.305623300000001, 123.2662716 9.306004700000001, 123.2662368 9.306131799999999, 123.2661644 9.3062165, 123.2660973 9.306237599999999, 123.2658023 9.3062535, 123.2653972 9.3062562, 123.2652497 9.306285300000001, 123.2649171 9.3062959, 123.2644612 9.306282599999999, 123.2644504 9.306234999999999, 123.264488 9.3058671, 123.2645228 9.3055521)",,,,,,,,,,
6774511195,3714939228,0,169422952,track,False,272.072,"LINESTRING (123.2663811 9.305149999999999, 123.2664048 9.3050415, 123.2665094 9.3050043, 123.2666052 9.305001600000001, 123.2670947 9.3050277, 123.2676624 9.3050544, 123.2684416 9.3051312, 123.2685046 9.3051537, 123.268541 9.305237, 123.2686186 9.305242399999999, 123.2687001 9.3052393)",,,,,,,,,,
6774511195,6774511190,0,722214992,track,False,247.43699999999998,"LINESTRING (123.2663811 9.305149999999999, 123.2660779 9.3051195, 123.2656863 9.305078999999999, 123.2651121 9.3050183, 123.2645528 9.3049281, 123.2641464 9.304860100000001)",,,,,,,,,,
6774511196,6774511197,0,722214993,residential,False,30.567,"LINESTRING (123.2765114 9.305274199999999, 123.2767857 9.305226299999999)",,,,,,,,,,
6774511196,6774511205,0,722214994,residential,False,16.833,"LINESTRING (123.2765114 9.305274199999999, 123.2764821 9.3051256)",,,,,,,,,,
6774511196,6774511203,0,907702014,residential,False,12.304,"LINESTRING (123.2765114 9.305274199999999, 123.2765295 9.3053834)",,,,,,,,,,
6774511197,6868554706,0,308625104,secondary,False,130.749,"LINESTRING (123.2767857 9.305226299999999, 123.2765682 9.3040702)",2,Metro Dumaguete Diversion Road,,,,,,,,
6774511197,8428612137,0,308625104,secondary,False,60.176,"LINESTRING (123.2767857 9.305226299999999, 123.27692 9.305751000000001)",2,Metro Dumaguete Diversion Road,,,,,,,,
6774511197,6774511196,0,722214993,residential,False,30.567,"LINESTRING (123.2767857 9.305226299999999, 123.2765114 9.305274199999999)",,,,,,,,,,
6774511201,6774511204,0,722214994,residential,False,27.686,"LINESTRING (123.2760683 9.305433000000001, 123.2760077 9.305191300000001)",,,,,,,,,,
6774511201,6774511203,0,722214995,residential,False,50.908,"LINESTRING (123.2760683 9.305433000000001, 123.2765295 9.3053834)",,,,,,,,,,
6774511201,6774511203,1,907702014,residential,False,101.75,"LINESTRING (123.2760683 9.305433000000001, 123.2761167 9.305648700000001, 123.2761301 9.3056705, 123.2761516 9.3056818, 123.2761778 9.3056812, 123.2765309 9.3056272, 123.2765579 9.3056143, 123.276568 9.305589100000001, 123.2765653 9.3055547, 123.2765295 9.3053834)",,,,,,,,,,
6774511203,6774511201,0,722214995,residential,False,50.908,"LINESTRING (123.2765295 9.3053834, 123.2760683 9.305433000000001)",,,,,,,,,,
6774511203,6774511201,1,907702014,residential,False,101.75000000000001,"LINESTRING (123.2765295 9.3053834, 123.2765653 9.3055547, 123.276568 9.305589100000001, 123.2765579 9.3056143, 123.2765309 9.3056272, 123.2761778 9.3056812, 123.2761516 9.3056818, 123.2761301 9.3056705, 123.2761167 9.305648700000001, 123.2760683 9.305433000000001)",,,,,,,,,,
6774511203,6774511196,0,907702014,residential,False,12.304,"LINESTRING (123.2765295 9.3053834, 123.2765114 9.305274199999999)",,,,,,,,,,
6774511204,6774511201,0,722214994,residential,False,27.686,"LINESTRING (123.2760077 9.305191300000001, 123.2760683 9.305433000000001)",,,,,,,,,,
6774511204,6774511205,0,722214996,residential,False,52.567,"LINESTRING (123.2760077 9.305191300000001, 123.2764821 9.3051256)",,,,,,,,,,
6774511204,6774511205,1,722214994,residential,False,107.639,"LINESTRING (123.2760077 9.305191300000001, 123.2759627 9.3049494, 123.2764334 9.3048781, 123.2764821 9.3051256)",,,,,,,,,,
6774511205,6774511196,0,722214994,residential,False,16.833,"LINESTRING (123.2764821 9.3051256, 123.2765114 9.305274199999999)",,,,,,,,,,
6774511205,6774511204,0,722214996,residential,False,52.567,"LINESTRING (123.2764821 9.3051256, 123.2760077 9.305191300000001)",,,,,,,,,,
6774511205,6774511204,1,722214994,residential,False,107.639,"LINESTRING (123.2764821 9.3051256, 123.2764334 9.3048781, 123.2759627 9.3049494, 123.2760077 9.305191300000001)",,,,,,,,,,
6774511206,8428612137,0,308625104,secondary,False,48.982,"LINESTRING (123.2770073 9.306183000000001, 123.27692 9.305751000000001)",2,Metro Dumaguete Diversion Road,,,,,,,,
6774511206,6715697312,0,308625104,secondary,False,120.99900000000001,"LINESTRING (123.2770073 9.306183000000001, 123.2770431 9.306395500000001, 123.2770565 9.306812499999999, 123.2771057 9.307146299999999, 123.2771273 9.3072626)",2,Metro Dumaguete Diversion Road,,,,,,,,
6774511206,6774511218,0,722214997,residential,False,166.857,"LINESTRING (123.2770073 9.306183000000001, 123.2767251 9.3062346, 123.2766038 9.306060799999999, 123.276136 9.306149100000001, 123.2760638 9.3060864, 123.2756595 9.306103500000001, 123.2756171 9.306107799999999)",,,,,,,,,,
6774511206,8431310526,0,908009414,service,False,89.485,"LINESTRING (123.2770073 9.306183000000001, 123.2770729 9.306137100000001, 123.277773 9.305916)",,,,,,,,,,
6774511218,9116122365,0,722214997,residential,False,191.06899999999996,"LINESTRING (123.2756171 9.306107799999999, 123.275183 9.306152000000001, 123.2750532 9.306137700000001, 123.2750041 9.305992399999999, 123.2744229 9.3060285, 123.2743197 9.306023700000001, 123.2742673 9.3059729, 123.2742504 9.3058499, 123.2741949 9.305729400000001)",,,,,,,,,,
6774511218,6774511206,0,722214997,residential,False,166.857,"LINESTRING (123.2756171 9.306107799999999, 123.2756595 9.306103500000001, 123.2760638 9.3060864, 123.276136 9.306149100000001, 123.2766038 9.306060799999999, 123.2767251 9.3062346, 123.2770073 9.306183000000001)",,,,,,,,,,
6774511218,6774511225,0,722214998,track,False,205.293,"LINESTRING (123.2756171 9.306107799999999, 123.2755355 9.3058984, 123.2752524 9.3055792, 123.2751081 9.305353999999999, 123.2750821 9.305114700000001, 123.2750619 9.304977900000001, 123.2749261 9.3049722, 123.2748308 9.3045647)",,,,,,,,,,
6774511225,6774511226,0,722214999,residential,False,35.67,"LINESTRING (123.2748308 9.3045647, 123.2751543 9.304533299999999)",,,,,,,,,,
6774511225,6774511218,0,722214998,track,False,205.293,"LINESTRING (123.2748308 9.3045647, 123.2749261 9.3049722, 123.2750619 9.304977900000001, 123.2750821 9.305114700000001, 123.2751081 9.305353999999999, 123.2752524 9.3055792, 123.2755355 9.3058984, 123.2756171 9.306107799999999)",,,,,,,,,,
6774511225,6774511228,0,722214999,residential,False,86.987,"LINESTRING (123.2748308 9.3045647, 123.2743543 9.304601699999999, 123.2740396 9.304596)",,,,,,,,,,
6774511226,6774511225,0,722214999,residential,False,35.67,"LINESTRING (123.2751543 9.304533299999999, 123.2748308 9.3045647)",,,,,,,,,,
6774511228,6868554717,0,722215000,track,False,21.218,"LINESTRING (123.2740396 9.304596, 123.2738464 9.304588300000001)",,,,,,,,,,
6774511228,1805883220,0,722214999,residential,False,147.245,"LINESTRING (123.2740396 9.304596, 123.2740194 9.304259699999999, 123.2740367 9.303869300000001, 123.274093 9.3037654, 123.2741118 9.3036926, 123.2741198 9.303577499999999, 123.274106 9.3035017, 123.2739782 9.303332299999999)",,,,,,,,,,
6774511228,6774511225,0,722214999,residential,False,86.987,"LINESTRING (123.2740396 9.304596, 123.2743543 9.304601699999999, 123.2748308 9.3045647)",,,,,,,,,,
6774511233,6868554724,0,722215000,track,False,115.335,"LINESTRING (123.2727574 9.304544699999999, 123.2738076 9.3045867)",,,,,,,,,,
6774511234,6774511236,0,722215001,residential,False,21.078,"LINESTRING (123.2724773 9.3043224, 123.2724725 9.304132900000001)",,,,,,,,,,
6774511235,6868554729,0,49037940,tertiary,False,57.439,"LINESTRING (123.2724775 9.3034319, 123.2719542 9.3034198)",,,,,,,,,,
6774511235,6774511236,0,722215001,residential,False,77.95,"LINESTRING (123.2724775 9.3034319, 123.2724725 9.304132900000001)",,,,,,,,,,
