,date,min,max,mean,stDev,min_clm,max_clm,mean_clm,stDev_clm
0,2021-08-05,-0.8913449645042419,-0.12491095066070557,-0.47879905753978447,0.13828918733688383,1.0,1.0,1.0,0.0
1,2021-08-10,-0.553010880947113,-0.032954100519418716,-0.3741151885997951,0.05289669609341356,1.0,1.0,1.0,0.0
2,2021-08-15,-0.643072783946991,-0.3472258448600769,-0.5118608221109854,0.058119211041132164,1.0,1.0,1.0,0.0
3,2021-08-20,-0.6479750871658325,0.39633724093437195,-0.037584433691125935,0.17447064789802724,0.0,1.0,0.5380091483336964,0.49855321144582726
4,2021-08-25,-1.0,1.0,-0.1409040499153929,0.09032763283510466,0.0,1.0,0.9891091265519494,0.10378950969914583
5,2021-08-30,-0.29423797130584717,0.2204277664422989,-0.016632998269264915,0.07485284839460568,1.0,1.0,1.0,0.0
6,2021-09-04,-1.0,0.4659670889377594,0.04378871400794741,0.11982303306426507,0.0,1.0,0.7198867349161401,0.4490543662051611
7,2021-09-09,-1.0,1.0,0.06389015500841934,0.12819535911599145,0.0,1.0,0.6449575255935541,0.4785261913143262
8,2021-09-14,-1.0,1.0,0.07415527474306974,0.1778368052674667,0.0,1.0,0.4937922021346118,0.4999614617604667
9,2021-09-19,-0.6872990131378174,-0.641543984413147,-0.6676565490888648,0.006842638244889539,1.0,1.0,1.0,0.0
10,2021-09-24,-1.0,1.0,0.07444784883075292,0.1836328136957062,0.0,1.0,0.6240470485732953,0.48436796935826987
11,2021-09-29,-1.0,1.0,0.09021993983470321,0.13532566664220483,0.0,1.0,0.32258767153125745,0.46746643270645505
