,date,min,max,mean,stDev,min_clm,max_clm,mean_clm,stDev_clm
0,2021-08-02,-0.8805969953536987,0.6983122229576111,-0.15411356400483295,0.13071589536503142,0.0,1.0,0.8780782798588914,0.3271953763410172
1,2021-08-07,-0.828009843826294,1.0,-0.21668329666466557,0.1684293982699226,0.0,1.0,0.03336133042163593,0.17957826164136512
2,2021-08-12,-1.0,1.0,-0.1828071638003644,0.17583586403153262,0.0,1.0,0.5468503275659331,0.4978002077208943
3,2021-08-17,-0.8098811507225037,-0.20430107414722443,-0.4658209844444982,0.08383771081514596,1.0,1.0,1.0,0.0
4,2021-08-22,-0.5281602144241333,1.0,-0.3335343869364301,0.1595891662915031,0.0,1.0,0.9659331429531328,0.18140095451186444
5,2021-08-27,-0.5873312950134277,0.14544393122196198,-0.21457631319107148,0.08489736435633786,1.0,1.0,1.0,0.0
6,2021-09-01,-0.858504593372345,-0.09553739428520203,-0.4426736295473528,0.1326053033532423,1.0,1.0,1.0,0.0
7,2021-09-06,-0.5910179615020752,-0.3235872983932495,-0.48283623024513156,0.05431731059692978,1.0,1.0,1.0,0.0
8,2021-09-11,-0.39960289001464844,0.05908359959721565,-0.2656458485242025,0.06333738619778055,1.0,1.0,1.0,0.0
9,2021-09-16,-0.8665982484817505,0.7590027451515198,-0.33507523713323223,0.13381994727341542,0.0,1.0,0.9992608768688047,0.027176770010273237
10,2021-09-21,-1.0,1.0,-0.18177334531119957,0.14934869025460207,0.0,1.0,0.630404837896857,0.482695119359098
11,2021-09-26,-0.7185039520263672,1.0,-0.24157780104558949,0.13733040578708158,0.0,1.0,0.9408029564925225,0.2359931218223298
